Rpt Rec Num,Prvdr Num Chr,Provider Name,City,State Abbrev,Clean Provider Group,Clean Provider Model Class,Revenue Source Method,Net Patient Revenue Model,Outpatient Exposure Used,Outpatient Repricing Pressure,Uncompensated Care Offset,Stabilization Support,Net Provider Impact,Net Provider Impact Pct of Npr,Stabilization Tier,Stabilization Basis,Large Negative Impact Flag,Severe Negative Impact Flag,Permanent Rural Access Eligible Flag,Pediatric Transition Eligible Flag,Case F Temporary Support,Case F Permanent Rural Access Support,Case F Total Added Support,Case F Net Impact,Case F Net Impact Pct Npr
824549,174022,OSAWATOMIE STATE HOSPITAL,OSAWATOMIE,KS,Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,1261450,6818534.6,-681853.46,$0,$0,-681853.46,-0.540531499464902,Tier 0 - not eligible,none,TRUE,TRUE,FALSE,FALSE,"$12,614",$0,"$12,614","-$669,239",-0.530531499464902
824120,314013,TRENTON PSYCHIATRIC HOSPITAL,W. TRENTON,NJ,Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,2651352,11735926.6,-1173592.66,$0,$0,-1173592.66,-0.442639325144304,Tier 0 - not eligible,none,TRUE,TRUE,FALSE,FALSE,"$26,514",$0,"$26,514","-$1,147,079",-0.432639325144304
829574,100298,FLORIDA STATE HOSPITAL,CHATTACHOOCHEE,FL,Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,4673151,18221958.8,-1822195.88,$0,$0,-1822195.88,-0.38992873973043,Tier 0 - not eligible,none,TRUE,TRUE,FALSE,FALSE,"$46,732",$0,"$46,732","-$1,775,464",-0.37992873973043
825602,314016,GREYSTONE PARK PSYCH. HOSPITAL,GREYSTONE PARK,NJ,Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,4581218,13282551.1,-1328255.11,$0,$0,-1328255.11,-0.28993492778558,Tier 0 - not eligible,none,TRUE,TRUE,FALSE,FALSE,"$45,812",$0,"$45,812","-$1,282,443",-0.27993492778558
829435,104001,SOUTH FLORIDA STATE HOSPITAL,PEMBROKE PINES,FL,Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,1761750,4219852.1,-421985.21,$0,$0,-421985.21,-0.239526158649071,Tier 0 - not eligible,none,TRUE,TRUE,FALSE,FALSE,"$17,618",$0,"$17,618","-$404,368",-0.229526158649071
825601,314005,ANCORA PSYCHIATRIC HOSPITAL,ANCORA,NJ,Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,6124099,13374210.3,-1337421.03,$0,$0,-1337421.03,-0.218386578989007,Tier 0 - not eligible,none,TRUE,TRUE,FALSE,FALSE,"$61,241",$0,"$61,241","-$1,276,180",-0.208386578989007
825734,64003,COLORADO MENTAL HEALTH INST-FT LOGAN,DENVER,CO,Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,3449599,6295060.5,-629506.05,$0,$0,-629506.05,-0.182486732515866,Tier 0 - not eligible,none,TRUE,TRUE,FALSE,FALSE,"$34,496",$0,"$34,496","-$595,010",-0.172486732515866
827961,494021,WESTERN STATE HOSPITAL,STAUNTON,VA,Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,7459541,11049694.8,-1104969.48,$0,$0,-1104969.48,-0.14812834730716,Tier 0 - not eligible,none,TRUE,TRUE,FALSE,FALSE,"$74,595",$0,"$74,595","-$1,030,374",-0.13812834730716
827821,254009,NORTH MISSISSIPPI STATE HOSPITAL,TUPELO,MS,Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,653603,966429,-96642.9,$0,$0,-96642.9,-0.147861775420247,Tier 0 - not eligible,none,TRUE,TRUE,FALSE,FALSE,"$6,536",$0,"$6,536","-$90,107",-0.137861775420247
826605,104007,NORTHEAST FLORIDA STATE HOSPITAL,MACCLENNY,FL,Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,7602808,10598124.9,-1059812.49,$0,$0,-1059812.49,-0.139397508131206,Tier 0 - not eligible,none,TRUE,TRUE,FALSE,FALSE,"$76,028",$0,"$76,028","-$983,784",-0.129397508131206
823345,344026,CHERRY HOSPITAL,GOLDSBORO,NC,General acute / academic,Large hospital misclassified as CAH,nonstandard_g200000_l04300_fallback,4712353,5505152.4,-550515.24,$0,$0,-550515.24,-0.116823854240122,Tier 0 - not eligible,none,TRUE,TRUE,FALSE,FALSE,"$47,124",$0,"$47,124","-$503,392",-0.106823854240122
827874,344033,WALTER B JONES LAKESIDE,GREENVILLE,NC,Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,nonstandard_g200000_l04300_fallback,1299401,1516299.3,-151629.93,$0,$0,-151629.93,-0.116692175856414,Tier 0 - not eligible,none,TRUE,TRUE,FALSE,FALSE,"$12,994",$0,"$12,994","-$138,636",-0.106692175856414
827960,494017,SOUTHERN VIRGINIA MENTAL HEALTH INST,DANVILLE,VA,Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,2819298,3055074.2,-305507.42,$0,$0,-305507.42,-0.108362939994282,Tier 0 - not eligible,none,TRUE,TRUE,FALSE,FALSE,"$28,193",$0,"$28,193","-$277,314",-0.0983629399942823
798871,440131,BAPTIST MEM HOSPITAL TIPTON COUNTY,COVINGTON,TN,General acute / academic,Short-term acute/general hospital,standard_g2_l028_split,358659116,344854009.650842,-34485400.9650842,"$1,700,505",$0,-32784896.2150842,-0.0914096275614648,Tier 0 - not eligible,none,TRUE,FALSE,FALSE,FALSE,"$3,586,591",$0,"$3,586,591","-$29,198,305",-0.0814096275614648
824802,231328,ASCENSION ALLEGAN HOSPITAL,ALLEGAN,MI,General acute / academic,Short-term acute/general hospital,standard_g2_l028_split,31430130,30208427.7214865,-3020842.77214865,"$202,820",$0,-2818023.27214865,-0.0896599305236298,Tier 0 - not eligible,none,TRUE,FALSE,FALSE,FALSE,"$311,629",$0,"$311,629","-$2,506,394",-0.0797449478927223
827770,374006,CARL ALBERT COMMUNITY MENTAL HEALTH,MCALESTER,OK,Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,8542915,7581479.63071174,-758147.963071175,$0,$0,-758147.963071175,-0.0887458160441927,Tier 0 - not eligible,none,TRUE,FALSE,FALSE,FALSE,"$82,751",$0,"$82,751","-$675,397",-0.0790593620331446
798426,141337,OSF SAINT CLARE MEDICAL CENTER,PRINCETON,IL,General acute / academic,Short-term acute/general hospital,standard_g2_l028_split,72423643,67462235.6019748,-6746223.56019748,"$412,383",$0,-6333840.56019748,-0.0874554261264858,Tier 0 - not eligible,none,TRUE,FALSE,FALSE,FALSE,"$678,165",$0,"$678,165","-$5,655,676",-0.0780915695948643
824414,521317,ASCENSION CALUMET HOSPITAL,CHILTON,WI,General acute / academic,Short-term acute/general hospital,standard_g2_l028_split,31239052,29818836.0882998,-2981883.60882998,"$256,358",$0,-2725525.35882998,-0.0872473773797612,Tier 0 - not eligible,none,TRUE,FALSE,FALSE,FALSE,"$290,893",$0,"$290,893","-$2,434,632",-0.0779355330348208
810812,151324,FRANCISCAN HEALTH RENSSELAER,RENSSELAER,IN,General acute / academic,Short-term acute/general hospital,standard_g2_l028_split,40863332,38741979.7729116,-3874197.97729116,"$315,955",$0,-3558242.97729116,-0.0870766724869906,Tier 0 - not eligible,none,TRUE,FALSE,FALSE,FALSE,"$378,769",$0,"$378,769","-$3,179,474",-0.0778075043652429
823850,141350,ST. FRANCIS HOSPITAL,LITCHFIELD,IL,General acute / academic,Short-term acute/general hospital,standard_g2_l028_split,58956023,54278804.1934741,-5427880.41934741,"$334,467",$0,-5093413.91934741,-0.0863934448113539,Tier 0 - not eligible,none,TRUE,FALSE,FALSE,FALSE,"$536,403",$0,"$536,403","-$4,557,011",-0.0772950836085154
829827,374008,JIM TALIAFERRO COMM MENTAL HLTH CNTR,LAWTON,OK,Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,6868750,5928851.58834846,-592885.158834846,$0,$0,-592885.158834846,-0.0863163106583944,Tier 0 - not eligible,none,TRUE,FALSE,FALSE,FALSE,"$62,362",$0,"$62,362","-$530,523",-0.0772372329937957
811215,521307,ADVENTHEALTH DURAND,DURAND,WI,General acute / academic,Short-term acute/general hospital,standard_g2_l028_split,20010790,18268727.8586302,-1826872.78586302,"$102,688",$0,-1724185.03586302,-0.086162766980365,Tier 0 - not eligible,none,TRUE,FALSE,FALSE,FALSE,"$180,911",$0,"$180,911","-$1,543,274",-0.0771220752352738
826102,501340,PEACE ISLAND MEDICAL CENTER,FRIDAY HARBOR,WA,General acute / academic,Short-term acute/general hospital,standard_g2_l028_split,29891724,29172576.7239138,-2917257.67239138,"$349,934",$0,-2567323.92239138,-0.085887449060863,Tier 0 - not eligible,none,TRUE,FALSE,FALSE,FALSE,"$268,184",$0,"$268,184","-$2,299,139",-0.0769155867956474
824762,161331,MERCY MEDICAL CENTER - NEW HAMPTON,NEW HAMPTON,IA,General acute / academic,Short-term acute/general hospital,standard_g2_l028_split,23191316,21708190.0398066,-2170819.00398066,"$187,042",$0,-1983776.75398066,-0.0855396370771135,Tier 0 - not eligible,none,TRUE,FALSE,FALSE,FALSE,"$206,053",$0,"$206,053","-$1,777,724",-0.0766547278078353
826660,294002,SOUTHERN NEVADA ADULT MENTAL HEALTH,LAS VEGAS,NV,Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,13049472,11155790,-1115579,$0,$0,-1115579,-0.085488439685529,Tier 0 - not eligible,none,TRUE,FALSE,FALSE,FALSE,"$115,776",$0,"$115,776","-$999,803",-0.0766163297641468
824757,161304,CHI HEALTH MERCY CORNING,CORNING,IA,General acute / academic,Short-term acute/general hospital,standard_g2_l028_split,25835195,23179985.5345399,-2317998.55345399,"$116,528",$0,-2201470.30345399,-0.0852120645287944,Tier 0 - not eligible,none,TRUE,FALSE,FALSE,FALSE,"$227,428",$0,"$227,428","-$1,974,043",-0.0764090483965959
825291,431326,MILBANK AREA HOSPITAL/AVERA HEALTH,MILBANK,SD,General acute / academic,Short-term acute/general hospital,standard_g2_l028_split,22785788,20003340.6778643,-2000334.06778643,"$62,477",$0,-1937856.81778643,-0.0850467325416364,Tier 0 - not eligible,none,TRUE,FALSE,FALSE,FALSE,"$199,642",$0,"$199,642","-$1,738,215",-0.0762850494062274
827888,514012,WILLIAM R SHARPE JR HOSPITAL,WESTON,WV,General acute / academic,Large hospital misclassified as CAH,nonstandard_g200000_l04300_fallback,16005488,13611269.4,-1361126.94,$0,$0,-1361126.94,-0.0850412645962435,Tier 0 - not eligible,none,TRUE,FALSE,FALSE,FALSE,"$140,213",$0,"$140,213","-$1,220,914",-0.0762809484471826
824175,431332,DE SMET MEMORIAL HOSPITAL,DE SMET,SD,General acute / academic,Short-term acute/general hospital,standard_g2_l028_split,9051899,8152199.81744711,-815219.981744712,"$45,520",$0,-769700.231744712,-0.0850319067573237,Tier 0 - not eligible,none,TRUE,FALSE,FALSE,FALSE,"$79,276",$0,"$79,276","-$690,424",-0.0762739300679928
825593,294000,NORTHERN NEVADA ADULT MENTAL HEALTH,SPARKS,NV,Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,3618460,3076035,-307603.5,$0,$0,-307603.5,-0.0850095068067631,Tier 0 - not eligible,none,TRUE,FALSE,FALSE,FALSE,"$31,670",$0,"$31,670","-$275,933",-0.0762571301050723
826057,374000,GRIFFIN MEMORIAL HOSPITAL,NORMAN,OK,General acute / academic,Large hospital misclassified as CAH,nonstandard_g200000_l04300_fallback,4862277,4124588.5,-412458.85,$0,$0,-412458.85,-0.084828332487022,Tier 0 - not eligible,none,TRUE,FALSE,FALSE,FALSE,"$42,336",$0,"$42,336","-$370,123",-0.0761212493652665
810987,281322,FRANCISCAN HEALTHCARE,WEST POINT,NE,General acute / academic,Short-term acute/general hospital,standard_g2_l028_split,55065698,48733492.6219705,-4873349.26219705,"$229,298",$0,-4644051.51219705,-0.0843365594348237,Tier 0 - not eligible,none,TRUE,FALSE,FALSE,FALSE,"$472,692",$0,"$472,692","-$4,171,360",-0.0757524195761178
798155,141325,OSF SAINT LUKE MEDICAL CENTER,KEWANEE,IL,General acute / academic,Short-term acute/general hospital,standard_g2_l028_split,52266464,48707184.62373,-4870718.462373,"$468,485",$0,-4402233.462373,-0.0842267321235469,Tier 0 - not eligible,none,TRUE,FALSE,FALSE,FALSE,"$447,228",$0,"$447,228","-$3,955,006",-0.0756700490926601
798270,141318,OSF HOLY FAMILY MED CTR,MONMOUTH,IL,General acute / academic,Short-term acute/general hospital,standard_g2_l028_split,53704595,48457368.1856594,-4845736.81856594,"$347,031",$0,-4498706.06856594,-0.0837676192989806,Tier 0 - not eligible,none,TRUE,FALSE,FALSE,FALSE,"$453,369",$0,"$453,369","-$4,045,337",-0.0753257144742355
825218,231320,MH-LAKESHORE CAMPUS,SHELBY,MI,General acute / academic,Short-term acute/general hospital,standard_g2_l028_split,48179736,44597344.8501849,-4459734.48501849,"$430,266",$0,-4029468.23501849,-0.0836340870572328,Tier 0 - not eligible,none,TRUE,FALSE,FALSE,FALSE,"$405,120",$0,"$405,120","-$3,624,348",-0.0752255652929246
799303,10018,CALLAHAN EYE FOUNDATION HOSP,BIRMINGHAM,AL,Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,standard_g2_l028_split,96690462,95918885.9186235,-9591888.59186235,"$551,304","$959,189",-8081395.73267611,-0.0835800715553114,Tier 2 - moderate transition support,UC burden safety-net trigger,TRUE,FALSE,FALSE,FALSE,"$811,718",$0,"$811,718","-$7,269,678",-0.0751850536664835
825184,161377,MERCY MEDICAL CENTER-CENTERVILLE,CENTERVILLE,IA,General acute / academic,Short-term acute/general hospital,standard_g2_l028_split,44080284,41327071.7172251,-4132707.17172251,"$448,816",$0,-3683891.67172251,-0.0835723216239376,Tier 0 - not eligible,none,TRUE,FALSE,FALSE,FALSE,"$369,969",$0,"$369,969","-$3,313,922",-0.0751792412179532
824980,230069,TRINITY HEALTH LIVINGSTON,HOWELL,MI,General acute / academic,Short-term acute/general hospital,standard_g2_l028_split,243543694,210055532.340794,-21005553.2340794,"$729,921",$0,-20275632.7340794,-0.0832525466008551,Tier 0 - not eligible,none,TRUE,FALSE,FALSE,FALSE,"$2,024,612",$0,"$2,024,612","-$18,251,021",-0.0749394099506413
810128,181311,ST ELIZABETH - GRANT COUNTY,WILLIAMSTOWN,KY,General acute / academic,Short-term acute/general hospital,standard_g2_l028_split,51652771,46925495.5552433,-4692549.55552433,"$396,810",$0,-4295739.80552433,-0.0831657183604793,Tier 0 - not eligible,none,TRUE,FALSE,FALSE,FALSE,"$428,275",$0,"$428,275","-$3,867,464",-0.0748742887703594
824411,520044,ST. NICHOLAS HOSPITAL,SHEBOYGAN,WI,General acute / academic,Short-term acute/general hospital,standard_g2_l028_split,114340793,97871931.1582112,-9787193.11582113,"$297,325",$0,-9489868.36582112,-0.0829963490442219,Tier 0 - not eligible,none,TRUE,FALSE,FALSE,FALSE,"$943,207",$0,"$943,207","-$8,546,661",-0.0747472617831664
808025,141310,MENDOTA COMMUNITY HOSPITAL,MENDOTA,IL,General acute / academic,Short-term acute/general hospital,standard_g2_l028_split,60056854,54215876.5594766,-5421587.65594766,"$439,223",$0,-4982364.90594766,-0.0829608042064218,Tier 0 - not eligible,none,TRUE,FALSE,FALSE,FALSE,"$494,881",$0,"$494,881","-$4,487,484",-0.0747206031548164
826538,361315,HARDIN MEMORIAL HOSPITAL,KENTON,OH,General acute / academic,Short-term acute/general hospital,standard_g2_l028_split,42288102,38249583.1060923,-3824958.31060923,"$332,482",$0,-3492476.56060923,-0.082587687681259,Tier 0 - not eligible,none,TRUE,FALSE,FALSE,FALSE,"$344,518",$0,"$344,518","-$3,147,959",-0.0744407657609444
799233,171337,WAMEGO HOSPITAL ASSOCIATION,WAMEGO,KS,General acute / academic,Short-term acute/general hospital,standard_g2_l028_split,17264391,15447052.802302,-1544705.2802302,"$129,115",$0,-1415590.5302302,-0.0819948140788866,Tier 0 - not eligible,none,TRUE,FALSE,FALSE,FALSE,"$138,093",$0,"$138,093","-$1,277,498",-0.0739961105591648
824586,240101,ST. MARYS REGIONAL HEALTH CENTER,DETROIT LAKES,MN,General acute / academic,Short-term acute/general hospital,standard_g2_l028_split,188337761,160568665.334694,-16056866.5334694,"$614,429",$0,-15442438.0334694,-0.0819933185542617,Tier 0 - not eligible,none,TRUE,FALSE,FALSE,FALSE,"$1,506,387",$0,"$1,506,387","-$13,936,051",-0.0739949889156963
816761,520028,MONROE CLINIC,MONROE,WI,General acute / academic,Short-term acute/general hospital,standard_g2_l028_split,215037543,182162222.575469,-18216222.2575469,"$617,522",$0,-17598700.7575469,-0.0818401313185898,Tier 0 - not eligible,none,TRUE,FALSE,FALSE,FALSE,"$1,711,706",$0,"$1,711,706","-$15,886,995",-0.0738800984889424
824958,161338,MERCYONE OELWEIN MEDICAL CENTER,OELWEIN,IA,General acute / academic,Short-term acute/general hospital,standard_g2_l028_split,19412010,17072734.807808,-1707273.48078081,"$124,641",$0,-1582632.9807808,-0.0815285475734252,Tier 0 - not eligible,none,TRUE,FALSE,FALSE,FALSE,"$153,008",$0,"$153,008","-$1,429,625",-0.0736464106800687
799133,231337,ST. FRANCIS HOSPITAL,ESCANABA,MI,General acute / academic,Short-term acute/general hospital,standard_g2_l028_split,123037725,108716099.067447,-10871609.9067447,"$840,831",$0,-10030779.4067447,-0.0815260474520695,Tier 0 - not eligible,none,TRUE,FALSE,FALSE,FALSE,"$969,723",$0,"$969,723","-$9,061,056",-0.0736445355890522
812595,131321,ST. MARYS HEALTH,COTTONWOOD,ID,General acute / academic,Short-term acute/general hospital,standard_g2_l028_split,28134105,24527845.6340398,-2452784.56340398,"$162,192",$0,-2290593.06340398,-0.0814169515399186,Tier 0 - not eligible,none,TRUE,FALSE,FALSE,FALSE,"$220,972",$0,"$220,972","-$2,069,621",-0.0735627136549389
829458,234041,CENTER FOR FORENSIC PSYCHIATRY,ANN ARBOR,MI,Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,13385548,10896468.1,-1089646.81,$0,$0,-1089646.81,-0.0814047217192752,Tier 0 - not eligible,none,TRUE,FALSE,FALSE,FALSE,"$105,092",$0,"$105,092","-$984,554",-0.0735535412894564
824613,281329,AVERA ST. ANTHONYS HOSPITAL,ONEILL,NE,General acute / academic,Short-term acute/general hospital,standard_g2_l028_split,46747848,39815457.8737724,-3981545.78737724,"$187,907",$0,-3793639.28737724,-0.081151099990255,Tier 0 - not eligible,none,TRUE,FALSE,FALSE,FALSE,"$364,062",$0,"$364,062","-$3,429,578",-0.0733633249926912
829615,374001,NORTHWEST CTR FOR BEHAVIORAL HEALTH,WOODWARD,OK,Specialty / behavioral / rehab,Psychiatric / behavioral hospital,standard_g2_l028_split,3209044,2602951.81226756,-260295.181226756,$0,$0,-260295.181226756,-0.0811129985212904,Tier 0 - not eligible,none,TRUE,FALSE,FALSE,FALSE,"$24,961",$0,"$24,961","-$235,334",-0.0733347488909678
814745,351332,HEART OF AMERICA MEDICAL CENTER,RUGBY,ND,General acute / academic,Short-term acute/general hospital,standard_g2_l028_split,29047915,25419529.2649197,-2541952.92649197,"$188,435",$0,-2353517.67649197,-0.0810219141887453,Tier 0 - not eligible,none,TRUE,FALSE,FALSE,FALSE,"$225,280",$0,"$225,280","-$2,128,237",-0.0732664356415591
811217,521327,WAUPUN MEMORIAL HOSPITAL,WAUPUN,WI,General acute / academic,Short-term acute/general hospital,standard_g2_l028_split,67015312,57483656.8662515,-5748365.68662515,"$324,882",$0,-5423483.93662515,-0.0809290261399537,Tier 0 - not eligible,none,TRUE,FALSE,FALSE,FALSE,"$518,180",$0,"$518,180","-$4,905,304",-0.0731967696049652
824953,161309,CHI HEALTH - MISSOURI VALLEY,MISSOURI VALLEY,IA,General acute / academic,Short-term acute/general hospital,standard_g2_l028_split,36642568,32101453.8059111,-3210145.38059111,"$249,580",$0,-2960565.13059111,-0.0807957873092057,Tier 0 - not eligible,none,TRUE,FALSE,FALSE,FALSE,"$282,109",$0,"$282,109","-$2,678,456",-0.0730968404819044
827551,281342,SAINT MARYS HOSPITAL,NEBRASKA CITY,NE,General acute / academic,Short-term acute/general hospital,standard_g2_l028_split,46925148,41051317.9098811,-4105131.79098811,"$322,417",$0,-3782715.29098811,-0.0806116858914992,Tier 0 - not eligible,none,TRUE,FALSE,FALSE,FALSE,"$359,114",$0,"$359,114","-$3,423,601",-0.0729587644186244
813215,381317,TILLAMOOK REGIONAL MEDICAL CENTER,TILLAMOOK,OR,General acute / academic,Short-term acute/general hospital,standard_g2_l028_split,121078340,103335039.220728,-10333503.9220728,"$599,748",$0,-9733756.17207277,-0.08039221690744,Tier 0 - not eligible,none,TRUE,FALSE,FALSE,FALSE,"$919,960",$0,"$919,960","-$8,813,796",-0.07279416268058
811886,360270,MERCY HOSPITAL OF DEFIANCE LLC,DEFIANCE,OH,General acute / academic,Short-term acute/general hospital,standard_g2_l028_split,57607771,49420530.2274816,-4942053.02274816,"$319,201",$0,-4622852.52274816,-0.0802470299145607,Tier 0 - not eligible,none,TRUE,FALSE,FALSE,FALSE,"$435,616",$0,"$435,616","-$4,187,237",-0.0726852724359205
812064,501326,PROVIDENCE MOUNT CARMEL HOSPITAL,COLVILLE,WA,General acute / academic,Short-term acute/general hospital,standard_g2_l028_split,68350922,59151359.1685178,-5915135.91685178,"$448,150",$0,-5466986.41685178,-0.0799840917559499,Tier 0 - not eligible,none,TRUE,FALSE,FALSE,FALSE,"$512,360",$0,"$512,360","-$4,954,626",-0.0724880688169625
824403,494010,NORTHERN VIRGINIA MENTAL HEALTH INST,FALLS CHURCH,VA,Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,7645002,6113667.4,-611366.74,$0,$0,-611366.74,-0.0799694676338868,Tier 0 - not eligible,none,TRUE,FALSE,FALSE,FALSE,"$57,279",$0,"$57,279","-$554,088",-0.0724771007254151
828961,450690,UT HEALTH CENTER AT TYLER,TYLER,TX,General acute / academic,Academic / major medical center,standard_g2_l028_split,184249475,158016758.921854,-15801675.8921854,"$1,225,531",$0,-14576144.8921854,-0.0791109168272281,Tier 0 - not eligible,none,TRUE,FALSE,FALSE,FALSE,"$1,340,918",$0,"$1,340,918","-$13,235,227",-0.0718331876204209
812630,141309,CARLE EUREKA HOSPITAL,EUREKA,IL,General acute / academic,Short-term acute/general hospital,standard_g2_l028_split,31058703,27663648.5321898,-2766364.85321898,"$309,396",$0,-2456969.10321898,-0.0791072667528642,Tier 0 - not eligible,none,TRUE,FALSE,FALSE,FALSE,"$226,008",$0,"$226,008","-$2,230,961",-0.0718304500646481
826163,160032,MERCYONE NEWTON MEDICAL CENTER,NEWTON,IA,General acute / academic,Short-term acute/general hospital,standard_g2_l028_split,30858814,26313494.9406152,-2631349.49406152,"$191,036",$0,-2440313.49406153,-0.0790799508387304,Tier 0 - not eligible,none,TRUE,FALSE,FALSE,FALSE,"$224,343",$0,"$224,343","-$2,215,970",-0.0718099631290479
817482,330354,ROSWELL PARK CANCER INSTITUTE,BUFFALO,NY,General acute / academic,Academic / major medical center,standard_g2_l028_split,885119180,697950134.860326,-69795013.4860326,$0,$0,-69795013.4860326,-0.0788538030393067,Tier 0 - not eligible,none,TRUE,FALSE,FALSE,FALSE,"$6,384,764",$0,"$6,384,764","-$63,410,250",-0.07164035227948
814814,381318,HOOD RIVER MEMORIAL HOSPITAL,HOOD RIVER,OR,General acute / academic,Short-term acute/general hospital,standard_g2_l028_split,135658236,116925704.627511,-11692570.4627511,"$1,002,925",$0,-10689645.7127511,-0.0787983540693476,Tier 0 - not eligible,none,TRUE,FALSE,FALSE,FALSE,"$976,683",$0,"$976,683","-$9,712,962",-0.0715987655520106
825875,351318,CARRINGTON HEALTH CENTER,CARRINGTON,ND,General acute / academic,Short-term acute/general hospital,standard_g2_l028_split,12703389,11085881.2061717,-1108588.12061717,"$111,341",$0,-997247.620617168,-0.0785024862748962,Tier 0 - not eligible,none,TRUE,FALSE,FALSE,FALSE,"$90,520",$0,"$90,520","-$906,728",-0.0713768647061722
813093,351326,FIRST CARE HEALTH CENTER,PARK RIVER,ND,General acute / academic,Short-term acute/general hospital,standard_g2_l028_split,20144089,16503850.0224883,-1650385.00224883,"$73,176",$0,-1577209.25224883,-0.0782963802557082,Tier 0 - not eligible,none,TRUE,FALSE,FALSE,FALSE,"$142,501",$0,"$142,501","-$1,434,708",-0.0712222851917812
824538,161382,ST. ANTHONY REGIONAL HOSPITAL,CARROLL,IA,General acute / academic,Short-term acute/general hospital,standard_g2_l028_split,119775290,100337177.166523,-10033717.7166523,"$677,126",$0,-9356591.46665232,-0.0781178777914236,Tier 0 - not eligible,none,TRUE,FALSE,FALSE,FALSE,"$841,957",$0,"$841,957","-$8,514,635",-0.0710884083435677
823978,510086,WELCH COMMUNITY HOSPITAL,WELCH,WV,Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,standard_g2_l028_split,13285064,11042041.4068599,-1104204.14068599,"$11,751","$55,210",-1037243.18365169,-0.0780758891076241,Tier 1 - monitoring / low support,UC burden safety-net trigger,TRUE,FALSE,FALSE,FALSE,"$93,247",$0,"$93,247","-$943,996",-0.0710569168307181
812267,50192,ADVENTIST HEALTH REEDLEY,REEDLEY,CA,General acute / academic,Short-term acute/general hospital,standard_g2_l028_split,219174354,195871065.859799,-19587106.5859799,"$2,500,051",$0,-17087055.3359799,-0.0779610160775467,Tier 0 - not eligible,none,TRUE,FALSE,FALSE,FALSE,"$1,532,084",$0,"$1,532,084","-$15,554,971",-0.07097076205816
798698,250006,BAPTIST MEM HOSPITAL UNION COUNTY,NEW ALBANY,MS,General acute / academic,Short-term acute/general hospital,standard_g2_l028_split,208863401,182877260.531615,-18287726.0531615,"$2,020,304",$0,-16267421.8031615,-0.0778854587509157,Tier 0 - not eligible,none,TRUE,FALSE,FALSE,FALSE,"$1,456,063",$0,"$1,456,063","-$14,811,359",-0.0709140940631869
826708,430015,AVERA ST MARYS,PIERRE,SD,General acute / academic,Short-term acute/general hospital,standard_g2_l028_split,124560403,101030174.975989,-10103017.4975989,"$401,586",$0,-9701431.99759887,-0.0778853613503391,Tier 0 - not eligible,none,TRUE,FALSE,FALSE,FALSE,"$868,353",$0,"$868,353","-$8,833,079",-0.0709140210127544
828844,354003,ND STATE HOSPITAL,JAMESTOWN,ND,Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,5745994,4463213.2,-446321.32,$0,$0,-446321.32,-0.0776752151150872,Tier 0 - not eligible,none,TRUE,FALSE,FALSE,FALSE,"$39,755",$0,"$39,755","-$406,566",-0.0707564113363154
824773,161378,MERCYONE DYERSVILLE MEDICAL CENTER,DYERSVILLE,IA,General acute / academic,Short-term acute/general hospital,standard_g2_l028_split,8585337,7293636.38639532,-729363.638639532,"$64,895",$0,-664469.138639532,-0.0773958131916699,Tier 0 - not eligible,none,TRUE,FALSE,FALSE,FALSE,"$58,801",$0,"$58,801","-$605,669",-0.0705468598937525
825998,181329,SAINT JOSEPH BEREA,BEREA,KY,General acute / academic,Short-term acute/general hospital,standard_g2_l028_split,58921677,48435691.653562,-4843569.1653562,"$300,140",$0,-4543429.6653562,-0.0771096461724298,Tier 0 - not eligible,none,TRUE,FALSE,FALSE,FALSE,"$399,336",$0,"$399,336","-$4,144,093",-0.0703322346293224
