rpt_rec_num,prvdr_num_chr,provider_name,city,state_abbrev,raw_provider_model_class,clean_provider_group,clean_provider_model_class,revenue_source_method,net_patient_revenue_model,outpatient_exposure_used,outpatient_repricing_pressure,uncompensated_care_offset,stabilization_support,net_provider_impact,net_provider_impact_pct_of_npr,stabilization_tier,stabilization_basis,transition_support_cap_rate,annual_transition_support_cap_model,large_negative_impact_flag,severe_negative_impact_flag,permanent_rural_access_eligible_flag,pediatric_transition_eligible_flag,high_stabilization_tier_flag,case_B_temporary_support,case_C_temporary_support,case_D_permanent_rural_access_support,case_E_temporary_support,case_F_temporary_support,case_F_permanent_rural_access_support,case_F_total_added_support,case_A_net_impact,case_A_net_impact_pct_npr,case_B_net_impact,case_B_net_impact_pct_npr,case_C_net_impact,case_C_net_impact_pct_npr,case_D_net_impact,case_D_net_impact_pct_npr,case_E_net_impact,case_E_net_impact_pct_npr,case_F_net_impact,case_F_net_impact_pct_npr,phasein_year1_net_impact,phasein_year1_net_impact_pct_npr,phasein_year2_net_impact,phasein_year2_net_impact_pct_npr,phasein_year3_net_impact,phasein_year3_net_impact_pct_npr,phasein_year4_plus_net_impact,phasein_year4_plus_net_impact_pct_npr
811464,140122,UCM ADVENTHEALTH HINSDALE,HINSDALE,IL,Short-term acute/general hospital,General acute / academic,Short-term acute/general hospital,standard_g2_l028_split,351742332,211620779.924591,-21162077.9924591,1315061.5,0,-19847016.4924591,-0.0564248732292454,Tier 0 - not eligible,none,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,564974.973114775,0,0,0,564974.973114775,0,564974.973114775,-19847016.4924591,-0.0564248732292454,-19282041.5193443,-0.054818654921934,-19847016.4924591,-0.0564248732292453,-19847016.4924591,-0.0564248732292453,-19847016.4924591,-0.0564248732292453,-19282041.5193443,-0.054818654921934,-7149769.69698364,-0.0203267251238433,-11382185.2954755,-0.0323594411589773,-15614600.8939673,-0.0443921571941113,-19847016.4924591,-0.0564248732292453
817820,170142,MERCY REGIONAL HEALTH CENTER,MANHATTAN,KS,Short-term acute/general hospital,General acute / academic,Short-term acute/general hospital,standard_g2_l028_split,101480384,68549243.8384733,-6854924.38384733,1147629.75,0,-5707294.63384733,-0.0562403728571556,Tier 0 - not eligible,none,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,158318.858461832,0,0,0,158318.858461832,0,158318.858461832,-5707294.63384733,-0.0562403728571556,-5548975.7753855,-0.0546802796428667,-5707294.63384733,-0.0562403728571556,-5707294.63384733,-0.0562403728571556,-5707294.63384733,-0.0562403728571556,-5548975.7753855,-0.0546802796428667,-1594340.00353893,-0.0157108195761156,-2965324.8803084,-0.0292206706697956,-4336309.75707786,-0.0427305217634756,-5707294.63384733,-0.0562403728571556
811507,150177,UNITY PHYSICIANS HOSPITAL,MISHAWAKA,IN,Children's hospital,Children's / pediatric,Children's / pediatric hospital,standard_g2_l028_split,85271575,75597823.3375255,-7559782.33375255,11440.75,755978.233375256,-6792363.3503773,-0.0796556572383857,Tier 2 - moderate transition support,class-based transition protection,0.01,755978.233375256,TRUE,FALSE,FALSE,TRUE,FALSE,632196.150094325,4234216.1003773,0,0,2131789.375,0,2131789.375,-6792363.3503773,-0.0796556572383857,-6160167.20028298,-0.0722417429287893,-2558147.25,-0.03,-6792363.3503773,-0.0796556572383857,-6792363.3503773,-0.0796556572383857,-4660573.9753773,-0.0546556572383857,-2256493.95012576,-0.026462440152252,-3768450.41687627,-0.0441935125142965,-5280406.88362678,-0.0619245848763411,-6792363.35037729,-0.0796556572383857
825760,140145,ST. JOSEPHS HOSPITAL,BREESE,IL,Short-term acute/general hospital,Rural / CAH / IHS,Rural primary care / IHS-like hospital,standard_g2_l028_split,77073776,63644276.7479283,-6364427.67479283,368471.25,636442.767479283,-5359513.65731355,-0.0695374475659989,Tier 2 - moderate transition support,class + UC burden,0.01,636442.767479283,TRUE,FALSE,TRUE,FALSE,FALSE,376456.214328387,0,770737.76,0,376456.214328387,770737.76,1147193.97432839,-5359513.65731355,-0.0695374475659989,-4983057.44298516,-0.0646530856744992,-5359513.65731355,-0.069537447565999,-4588775.89731355,-0.059537447565999,-5359513.65731355,-0.069537447565999,-4212319.68298516,-0.0546530856744992,-1540857.05243785,-0.0199919756421153,-2813742.58739642,-0.0365071329500765,-4086628.12235498,-0.0530222902580377,-5359513.65731355,-0.0695374475659989
823405,50006,ST. JOSEPH HOSPITAL - EUREKA,EUREKA,CA,Short-term acute/general hospital,General acute / academic,Short-term acute/general hospital,standard_g2_l028_split,398164912,239667876.288753,-23966787.6288753,1689655,0,-22277132.6288752,-0.0559495122686131,Tier 0 - not eligible,none,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,592221.7572188,0,0,0,592221.7572188,0,592221.7572188,-22277132.6288752,-0.0559495122686131,-21684910.8716564,-0.0544621342014597,-22277132.6288752,-0.055949512268613,-22277132.6288752,-0.055949512268613,-22277132.6288752,-0.055949512268613,-21684910.8716564,-0.0544621342014597,-7897060.05155012,-0.0198336413218403,-12690417.5773252,-0.0318722649707646,-17483775.1031002,-0.0439108886196889,-22277132.6288753,-0.0559495122686132
812605,140065,UCM ADVENTHEALTH LAGRANGE,LAGRANGE,IL,Short-term acute/general hospital,General acute / academic,Short-term acute/general hospital,standard_g2_l028_split,211801608,130891486.223113,-13089148.6223113,1242108,0,-11847040.6223113,-0.0559346113288774,Tier 0 - not eligible,none,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,314240.055577825,0,0,0,314240.055577825,0,314240.055577825,-11847040.6223113,-0.0559346113288774,-11532800.5667335,-0.0544509584966582,-11847040.6223113,-0.0559346113288776,-11847040.6223113,-0.0559346113288776,-11847040.6223113,-0.0559346113288776,-11532800.5667335,-0.0544509584966582,-3993551.44892452,-0.0188551516989641,-6611381.17338678,-0.0312149715756019,-9229210.89784904,-0.0435747914522398,-11847040.6223113,-0.0559346113288776
798884,451323,ADVENTHEALTH ROLLINS BROOK,LAMPASAS,TX,Short-term acute/general hospital,General acute / academic,Short-term acute/general hospital,standard_g2_l028_split,27496919,23759896.8006205,-2375989.68006205,601340,237598.968006205,-1537050.71205584,-0.055899015888138,Tier 2 - moderate transition support,UC burden safety-net trigger,0.01,237598.968006205,TRUE,FALSE,FALSE,FALSE,FALSE,40551.19051396,0,0,0,40551.19051396,0,40551.19051396,-1537050.71205584,-0.055899015888138,-1496499.52154188,-0.0544242619161034,-1537050.71205584,-0.0558990158881379,-1537050.71205584,-0.0558990158881379,-1537050.71205584,-0.0558990158881379,-1496499.52154188,-0.0544242619161034,-111456.904018615,-0.00405343245978268,-586654.840031025,-0.0213352936025678,-1061852.77604344,-0.0386171547453529,-1537050.71205585,-0.055899015888138
811187,500077,PROVIDENCE HOLY FAMILY HOSPITAL,SPOKANE,WA,Short-term acute/general hospital,General acute / academic,Short-term acute/general hospital,standard_g2_l028_split,300156704,184694126.692776,-18469412.6692776,1737413.75,0,-16731998.9192776,-0.055744211927639,Tier 0 - not eligible,none,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,431040.9298194,0,0,0,431040.9298194,0,431040.9298194,-16731998.9192776,-0.055744211927639,-16300957.9894582,-0.0543081589457292,-16731998.9192776,-0.055744211927639,-16731998.9192776,-0.055744211927639,-16731998.9192776,-0.055744211927639,-16300957.9894582,-0.0543081589457292,-5650351.31771104,-0.0188246713880195,-9344233.85156656,-0.031131184901226,-13038116.3854221,-0.0434376984144325,-16731998.9192776,-0.055744211927639
821334,351327,ST ALOISIUS MEDICAL CENTER,HARVEY,ND,Short-term acute/general hospital,General acute / academic,Short-term acute/general hospital,standard_g2_l028_split,26173929,15330460.6483014,-1533046.06483014,75116,0,-1457930.06483014,-0.0557016130375435,Tier 0 - not eligible,none,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,37308.403707535,0,0,0,37308.403707535,0,37308.403707535,-1457930.06483014,-0.0557016130375435,-1420621.66112261,-0.0542762097781577,-1457930.06483014,-0.0557016130375436,-1457930.06483014,-0.0557016130375436,-1457930.06483014,-0.0557016130375436,-1420621.66112261,-0.0542762097781577,-538102.425932056,-0.0205587180255611,-844711.638898084,-0.0322730163628886,-1151320.85186411,-0.0439873147002161,-1457930.06483014,-0.0557016130375436
825887,390097,HOLY REDEEMER HOSPITAL,MEADOWBROOK,PA,Short-term acute/general hospital,General acute / academic,Short-term acute/general hospital,standard_g2_l028_split,237333730,144716448.285966,-14471644.8285966,1253579.75,0,-13218065.0785966,-0.0556940013482137,Tier 0 - not eligible,none,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,337844.64464915,0,0,0,337844.64464915,0,337844.64464915,-13218065.0785966,-0.0556940013482137,-12880220.4339475,-0.0542705010111603,-13218065.0785966,-0.0556940013482138,-13218065.0785966,-0.0556940013482138,-13218065.0785966,-0.0556940013482138,-12880220.4339475,-0.0542705010111603,-4535078.18143864,-0.0191084435467249,-7429407.14715796,-0.0313036294805545,-10323736.1128773,-0.0434988154143841,-13218065.0785966,-0.0556940013482138
819681,260065,MERCY HOSPITAL SPRINGFIELD,SPRINGFIELD,MO,Short-term acute/general hospital,General acute / academic,Short-term acute/general hospital,standard_g2_l028_split,1372051750,852714430.178004,-85271443.0178004,8901076.5,0,-76370366.5178004,-0.0556614329727727,Tier 0 - not eligible,none,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,1941944.7544501,0,0,0,1941944.7544501,0,1941944.7544501,-76370366.5178004,-0.0556614329727727,-74428421.7633503,-0.0542460747295795,-76370366.5178004,-0.0556614329727726,-76370366.5178004,-0.0556614329727726,-76370366.5178004,-0.0556614329727726,-74428421.7633503,-0.0542460747295795,-25207500.7071202,-0.018372120954709,-42261789.3106802,-0.0308018916273969,-59316077.9142403,-0.0432316623000848,-76370366.5178004,-0.0556614329727726
825371,140054,MACNEAL HOSPITAL,BERWYN,IL,Short-term acute/general hospital,General acute / academic,Short-term acute/general hospital,standard_g2_l028_split,433616225,270927843.565826,-27092784.3565826,2971486.75,0,-24121297.6065826,-0.0556282173403051,Tier 0 - not eligible,none,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,610121.58914565,0,0,0,610121.58914565,0,610121.58914565,-24121297.6065826,-0.0556282173403051,-23511176.017437,-0.0542211630052288,-24121297.6065826,-0.055628217340305,-24121297.6065826,-0.055628217340305,-24121297.6065826,-0.055628217340305,-23511176.017437,-0.0542211630052288,-7865626.99263304,-0.0181396048836342,-13284183.8639496,-0.0306358090358578,-18702740.7352661,-0.0431320131880814,-24121297.6065826,-0.055628217340305
824647,360011,MARION GENERAL HOSPITAL,MARION,OH,Short-term acute/general hospital,General acute / academic,Short-term acute/general hospital,standard_g2_l028_split,320035303,212890803.353196,-21289080.3353196,3542101,0,-17746979.3353196,-0.055453192722678,Tier 0 - not eligible,none,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,436303.5463299,0,0,0,436303.5463299,0,436303.5463299,-17746979.3353196,-0.055453192722678,-17310675.7889897,-0.0540898945420084,-17746979.3353196,-0.0554531927226779,-17746979.3353196,-0.0554531927226779,-17746979.3353196,-0.0554531927226779,-17310675.7889897,-0.0540898945420084,-4973531.13412784,-0.0155405703292922,-9231347.20119176,-0.0288447777937541,-13489163.2682557,-0.042148985258216,-17746979.3353196,-0.0554531927226779
824988,250168,UMMC-GRENADA,GRENADA,MS,Critical access hospital,Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,standard_g2_l028_split,75061784,56790882.2792994,-5679088.22792994,949696.25,567908.822792994,-4161483.15513694,-0.0554407707007995,Tier 2 - moderate transition support,UC burden safety-net trigger,0.01,567908.822792994,TRUE,FALSE,FALSE,FALSE,FALSE,102098.488784235,0,0,0,102098.488784235,0,102098.488784235,-4161483.15513694,-0.0554407707007995,-4059384.66635271,-0.0540805780255996,-4161483.15513694,-0.0554407707007995,-4161483.15513694,-0.0554407707007995,-4161483.15513694,-0.0554407707007995,-4059384.66635271,-0.0540805780255996,-754030.218378983,-0.0100454609282799,-1889847.86396497,-0.0251772308524531,-3025665.50955096,-0.0403090007766263,-4161483.15513695,-0.0554407707007996
811456,120006,ADVENTIST HEALTH CASTLE,KAILUA,HI,Short-term acute/general hospital,General acute / academic,Short-term acute/general hospital,standard_g2_l028_split,239241126,143822042.726652,-14382204.2726652,1135337.75,0,-13246866.5226652,-0.0553703568619101,Tier 0 - not eligible,none,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,321202.5556663,0,0,0,321202.5556663,0,321202.5556663,-13246866.5226652,-0.0553703568619101,-12925663.9669989,-0.0540277676464326,-13246866.5226652,-0.0553703568619101,-13246866.5226652,-0.0553703568619101,-13246866.5226652,-0.0553703568619101,-12925663.9669989,-0.0540277676464326,-4617543.95906608,-0.0193007951277828,-7493984.81359912,-0.0313239823724919,-10370425.6681322,-0.043347169617201,-13246866.5226652,-0.0553703568619101
826185,230070,COVENANT MEDICAL CENTER,SAGINAW,MI,Short-term acute/general hospital,General acute / academic,Short-term acute/general hospital,standard_g2_l028_split,796939421,466522818.186774,-46652281.8186774,2546850.5,0,-44105431.3186774,-0.0553435181601807,Tier 0 - not eligible,none,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,1064615.06716935,0,0,0,1064615.06716935,0,1064615.06716935,-44105431.3186774,-0.0553435181601807,-43040816.2515081,-0.0540076386201355,-44105431.3186774,-0.0553435181601807,-44105431.3186774,-0.0553435181601807,-44105431.3186774,-0.0553435181601807,-43040816.2515081,-0.0540076386201355,-16114062.227471,-0.0202199336647835,-25444518.5912064,-0.0319277951632492,-34774974.9549419,-0.043635656661715,-44105431.3186774,-0.0553435181601807
813202,380038,PROVIDENCE WILLAMETTE FALLS MED CTR,OREGON CITY,OR,Short-term acute/general hospital,General acute / academic,Short-term acute/general hospital,standard_g2_l028_split,215707782,140191633.663234,-14019163.3663234,2086545.75,0,-11932617.6163234,-0.0553184382393927,Tier 0 - not eligible,none,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,286807.12908085,0,0,0,286807.12908085,0,286807.12908085,-11932617.6163234,-0.0553184382393927,-11645810.4872426,-0.0539888286795446,-11932617.6163234,-0.0553184382393928,-11932617.6163234,-0.0553184382393928,-11932617.6163234,-0.0553184382393928,-11645810.4872426,-0.0539888286795446,-3521119.59652936,-0.0163235631273116,-6324952.26979404,-0.0293218548313386,-9128784.94305872,-0.0423201465353657,-11932617.6163234,-0.0553184382393928
814267,140158,INSIGHTS HOSPITAL AND MEDICAL CENTER,CHICAGO,IL,Short-term acute/general hospital,General acute / academic,Short-term acute/general hospital,standard_g2_l028_split,112874629,68064652.7039862,-6806465.27039862,577269.75,0,-6229195.52039862,-0.0551868526664094,Tier 0 - not eligible,none,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,146366.017599655,0,0,0,146366.017599655,0,146366.017599655,-6229195.52039862,-0.0551868526664094,-6082829.50279897,-0.053890139499807,-6229195.52039862,-0.0551868526664094,-6229195.52039862,-0.0551868526664094,-6229195.52039862,-0.0551868526664094,-6082829.50279897,-0.053890139499807,-2145316.35815945,-0.0190061874591805,-3506609.41223917,-0.0310664091949234,-4867902.4663189,-0.0431266309306664,-6229195.52039862,-0.0551868526664094
808958,40118,NEA BAPTIST MEMORIAL HOSPITAL,JONESBORO,AR,Short-term acute/general hospital,General acute / academic,Short-term acute/general hospital,standard_g2_l028_split,271433432,170723005.440446,-17072300.5440446,2154665.25,0,-14917635.2940446,-0.0549587248119259,Tier 0 - not eligible,none,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,336490.92351115,0,0,0,336490.92351115,0,336490.92351115,-14917635.2940446,-0.0549587248119259,-14581144.3705335,-0.0537190436089444,-14917635.2940446,-0.0549587248119259,-14917635.2940446,-0.0549587248119259,-14917635.2940446,-0.0549587248119259,-14581144.3705335,-0.0537190436089444,-4674254.96761784,-0.0172206309781981,-8088715.07642676,-0.0297999955894407,-11503175.1852357,-0.0423793602006833,-14917635.2940446,-0.0549587248119259
824319,260020,MERCY HOSPITAL - ST. LOUIS,ST. LOUIS,MO,Short-term acute/general hospital,General acute / academic,Short-term acute/general hospital,standard_g2_l028_split,1574806278,969283182.925193,-96928318.2925193,10396197.75,0,-86532120.5425193,-0.0549477873890717,Tier 0 - not eligible,none,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,1947951.66062982,0,0,0,1947951.66062982,0,1947951.66062982,-86532120.5425193,-0.0549477873890717,-84584168.8818895,-0.0537108405418038,-86532120.5425193,-0.0549477873890717,-86532120.5425193,-0.0549477873890717,-86532120.5425193,-0.0549477873890717,-84584168.8818895,-0.0537108405418038,-28375129.5670077,-0.0180181714814117,-47760793.2255116,-0.0303280434506317,-67146456.8840154,-0.0426379154198517,-86532120.5425193,-0.0549477873890717
828159,440016,BAPTIST MEM HOSPITAL HUNTINGDON,HUNTINGDON,TN,Short-term acute/general hospital,General acute / academic,Short-term acute/general hospital,standard_g2_l028_split,34984901,27439926.6137723,-2743992.66137723,548379,274399.266137723,-1921214.3952395,-0.0549155304238106,Tier 2 - moderate transition support,UC burden safety-net trigger,0.01,274399.266137723,TRUE,FALSE,FALSE,FALSE,FALSE,42992.336309875,0,0,0,42992.336309875,0,42992.336309875,-1921214.3952395,-0.0549155304238106,-1878222.05892962,-0.0536866478178579,-1921214.3952395,-0.0549155304238106,-1921214.3952395,-0.0549155304238106,-1921214.3952395,-0.0549155304238106,-1878222.05892962,-0.0536866478178579,-274818.798413169,-0.00785535446886556,-823617.330688615,-0.0235420797871806,-1372415.86296406,-0.0392288051054957,-1921214.39523951,-0.0549155304238108
829624,450044,UT SOUTHWESTERN UNIVERSITY HOSP,DALLAS,TX,Critical access hospital,General acute / academic,Academic / major medical center,standard_g2_l028_split,3028177123,1779064297.1446,-177906429.71446,12283553.75,0,-165622875.96446,-0.0546939195552664,Tier 0 - not eligible,none,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,3553504.95361499,0,0,0,3553504.95361499,0,3553504.95361499,-165622875.96446,-0.0546939195552664,-162069371.010845,-0.0535204396664498,-165622875.96446,-0.0546939195552664,-165622875.96446,-0.0546939195552664,-165622875.96446,-0.0546939195552664,-162069371.010845,-0.0535204396664498,-58879018.135784,-0.0194437167127968,-94460304.078676,-0.0311937843269533,-130041590.021568,-0.0429438519411099,-165622875.96446,-0.0546939195552664
826153,100073,HOLY CROSS HOSPITAL,FORT LAUDERDALE,FL,Short-term acute/general hospital,General acute / academic,Short-term acute/general hospital,standard_g2_l028_split,686138752,432893703.22208,-43289370.322208,5815678.25,0,-37473692.072208,-0.0546153266565652,Tier 0 - not eligible,none,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,791688.618052,0,0,0,791688.618052,0,791688.618052,-37473692.072208,-0.0546153266565652,-36682003.454156,-0.0534614949924239,-37473692.072208,-0.0546153266565652,-37473692.072208,-0.0546153266565652,-37473692.072208,-0.0546153266565652,-36682003.454156,-0.0534614949924239,-11500069.8788832,-0.0167605602297816,-20157943.9433248,-0.0293788157053762,-28815818.0077664,-0.0419970711809707,-37473692.072208,-0.0546153266565652
808136,180035,ST ELIZABETH HEALTHCARE,EDGEWOOD,KY,Short-term acute/general hospital,General acute / academic,Short-term acute/general hospital,standard_g2_l028_split,1252822892,739913641.007676,-73991364.1007676,5655492.75,0,-68335871.3507676,-0.0545455161995616,Tier 0 - not eligible,none,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,1423681.6876919,0,0,0,1423681.6876919,0,1423681.6876919,-68335871.3507676,-0.0545455161995616,-66912189.6630757,-0.0534091371496712,-68335871.3507676,-0.0545455161995616,-68335871.3507676,-0.0545455161995616,-68335871.3507676,-0.0545455161995616,-66912189.6630757,-0.0534091371496712,-23941052.890307,-0.019109686646999,-38739325.7104606,-0.0309216298311865,-53537598.5306141,-0.0427335730153741,-68335871.3507676,-0.0545455161995616
823398,10056,ST VINCENTS BIRMINGHAM,BIRMINGHAM,AL,Critical access hospital,General acute / academic,Large hospital misclassified as CAH,standard_g2_l028_split,507930190,321551359.98953,-32155135.998953,4499834.5,0,-27655301.498953,-0.0544470520623178,Tier 0 - not eligible,none,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,564697.99973825,0,0,0,564697.99973825,0,564697.99973825,-27655301.498953,-0.0544470520623178,-27090603.4992148,-0.0533352890467384,-27655301.498953,-0.0544470520623179,-27655301.498953,-0.0544470520623179,-27655301.498953,-0.0544470520623179,-27090603.4992148,-0.0533352890467384,-8362219.8995812,-0.0164633252053421,-14793247.0993718,-0.0291245674910007,-21224274.2991624,-0.0417858097766593,-27655301.498953,-0.0544470520623179
826577,21311,KETCHIKAN MEDICAL CENTER,KETCHIKAN,AK,Short-term acute/general hospital,General acute / academic,Short-term acute/general hospital,standard_g2_l028_split,98729792,73437234.5378812,-7343723.45378812,1236045.25,734372.345378812,-5373305.85840931,-0.0544243611736699,Tier 2 - moderate transition support,UC burden safety-net trigger,0.01,734372.345378812,TRUE,FALSE,FALSE,FALSE,FALSE,109204.064602327,0,0,0,109204.064602327,0,109204.064602327,-5373305.85840931,-0.0544243611736699,-5264101.79380698,-0.0533182708802525,-5373305.85840931,-0.0544243611736699,-5373305.85840931,-0.0544243611736699,-5373305.85840931,-0.0544243611736699,-5264101.79380698,-0.0533182708802525,-967071.786136436,-0.00979513646839685,-2435816.47689406,-0.0246715447034879,-3904561.16765168,-0.0395479529385789,-5373305.85840931,-0.0544243611736699
825648,370235,ST. JOHN BROKEN ARROW,BROKEN ARROW,OK,Short-term acute/general hospital,General acute / academic,Short-term acute/general hospital,standard_g2_l028_split,113860868,86024859.0257111,-8602485.90257111,1546940.25,860248.590257111,-6195297.062314,-0.0544111174553315,Tier 2 - moderate transition support,UC burden safety-net trigger,0.01,860248.590257111,TRUE,FALSE,FALSE,FALSE,FALSE,125563.4155785,0,0,0,125563.4155785,0,125563.4155785,-6195297.062314,-0.0544111174553315,-6069733.6467355,-0.0533083380914987,-6195297.062314,-0.0544111174553315,-6195297.062314,-0.0544111174553315,-6195297.062314,-0.0544111174553315,-6069733.6467355,-0.0533083380914987,-1033805.52077133,-0.00907955067382178,-2754302.70128556,-0.024190072934325,-4474799.88179978,-0.0393005951948283,-6195297.062314,-0.0544111174553315
824324,261317,MERCY HOSPITAL CASSVILLE,CASSVILLE,MO,Short-term acute/general hospital,General acute / academic,Short-term acute/general hospital,standard_g2_l028_split,26500150,23240822.268736,-2324082.2268736,652130,232408.22268736,-1439544.00418624,-0.0543221077686822,Tier 2 - moderate transition support,UC burden safety-net trigger,0.01,232408.22268736,TRUE,FALSE,FALSE,FALSE,FALSE,28634.12604656,0,0,0,28634.12604656,0,28634.12604656,-1439544.00418624,-0.0543221077686822,-1410909.87813968,-0.0532415808265116,-1439544.00418624,-0.0543221077686821,-1439544.00418624,-0.0543221077686821,-1439544.00418624,-0.0543221077686821,-1410909.87813968,-0.0532415808265116,-45094.6680620801,-0.00170167595512026,-509911.1134368,-0.0192418198929742,-974727.55881152,-0.0367819638308281,-1439544.00418624,-0.0543221077686821
824055,130013,ST. ALPHONSUS MEDICAL CENTER - NAMP,NAMPA,ID,Short-term acute/general hospital,General acute / academic,Short-term acute/general hospital,standard_g2_l028_split,337633915,222117876.529974,-22211787.6529974,3943945.75,0,-18267841.9029974,-0.054105470722624,Tier 0 - not eligible,none,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,346536.53824935,0,0,0,346536.53824935,0,346536.53824935,-18267841.9029974,-0.054105470722624,-17921305.364748,-0.053079103041968,-18267841.9029974,-0.054105470722624,-18267841.9029974,-0.054105470722624,-18267841.9029974,-0.054105470722624,-17921305.364748,-0.053079103041968,-4940769.31119896,-0.0146335101176046,-9383126.84179844,-0.0277908303192777,-13825484.3723979,-0.0409481505209508,-18267841.9029974,-0.054105470722624
811544,170104,ADVENTHEALTH SHAWNEE MISSION,SHAWNEE MISSION,KS,Short-term acute/general hospital,General acute / academic,Short-term acute/general hospital,standard_g2_l028_split,696892276,430032431.225883,-43003243.1225883,5409655.25,0,-37593587.8725883,-0.0539446183682315,Tier 0 - not eligible,none,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,687243.518147074,0,0,0,687243.518147074,0,687243.518147074,-37593587.8725883,-0.0539446183682315,-36906344.3544412,-0.0529584637761737,-37593587.8725883,-0.0539446183682316,-37593587.8725883,-0.0539446183682316,-37593587.8725883,-0.0539446183682316,-36906344.3544412,-0.0529584637761737,-11791641.9990353,-0.0169203224158497,-20392290.623553,-0.029261754399977,-28992939.2480706,-0.0416031863841043,-37593587.8725883,-0.0539446183682316
813269,400014,HOSPITAL BELLA VISTA,MAYAGUEZ,PR,Short-term acute/general hospital,General acute / academic,Short-term acute/general hospital,standard_g2_l028_split,36399440,20250233.2715648,-2025023.32715648,66063.5,0,-1958959.82715648,-0.0538184056446055,Tier 0 - not eligible,none,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,34746.95678912,0,0,0,34746.95678912,0,34746.95678912,-1958959.82715648,-0.0538184056446055,-1924212.87036736,-0.0528638042334541,-1958959.82715648,-0.0538184056446055,-1958959.82715648,-0.0538184056446055,-1958959.82715648,-0.0538184056446055,-1924212.87036736,-0.0528638042334541,-743945.830862592,-0.0204383867131635,-1148950.49629389,-0.0315650596903108,-1553955.16172518,-0.0426917326674582,-1958959.82715648,-0.0538184056446055
811887,360276,ST ELIZABETH BOARDMAN HEALTH CTR,YOUNGSTOWN,OH,Short-term acute/general hospital,General acute / academic,Short-term acute/general hospital,standard_g2_l028_split,314321316,183129589.372736,-18312958.9372736,1421331.25,0,-16891627.6872736,-0.0537400005263201,Tier 0 - not eligible,none,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,293890.4718184,0,0,0,293890.4718184,0,293890.4718184,-16891627.6872736,-0.0537400005263201,-16597737.2154552,-0.05280500039474,-16891627.6872736,-0.05374000052632,-16891627.6872736,-0.05374000052632,-16891627.6872736,-0.05374000052632,-16597737.2154552,-0.05280500039474,-5903852.32490944,-0.0187828569822781,-9566444.11236416,-0.0304352381636254,-13229035.8998189,-0.0420876193449727,-16891627.6872736,-0.05374000052632
800422,251336,BAPTIST MEDICAL CENTER - ATTALA,KOSCIUSKO,MS,Short-term acute/general hospital,General acute / academic,Short-term acute/general hospital,standard_g2_l028_split,18962343,15685548.4446275,-1568554.84446275,392834.25,156855.484446275,-1018865.11001648,-0.0537309714319837,Tier 2 - moderate transition support,UC burden safety-net trigger,0.01,156855.484446275,TRUE,FALSE,FALSE,FALSE,FALSE,17686.99000412,0,0,0,17686.99000412,0,17686.99000412,-1018865.11001648,-0.0537309714319837,-1001178.12001236,-0.0527982285739879,-1018865.11001648,-0.0537309714319839,-1018865.11001648,-0.0537309714319839,-1018865.11001648,-0.0537309714319839,-1001178.12001236,-0.0527982285739879,-77732.2033388251,-0.00409929318011098,-391443.172231375,-0.0206431859307352,-705154.141123925,-0.0371870786813594,-1018865.11001648,-0.0537309714319836
824851,420019,MUSC HEALTH CHESTER MEDICAL CENTER,CHESTER,SC,Critical access hospital,Specialty / behavioral / rehab,Non-CAH specialty/other in CAH bucket,standard_g2_l028_split,69055161,53375411.6843912,-5337541.16843912,1102324.75,533754.116843912,-3701462.30159521,-0.0536015302548524,Tier 2 - moderate transition support,UC burden safety-net trigger,0.01,533754.116843912,TRUE,FALSE,FALSE,FALSE,FALSE,62176.0628988025,0,0,0,62176.0628988025,0,62176.0628988025,-3701462.30159521,-0.0536015302548524,-3639286.23869641,-0.0527011476911394,-3701462.30159521,-0.0536015302548525,-3701462.30159521,-0.0536015302548525,-3701462.30159521,-0.0536015302548525,-3639286.23869641,-0.0527011476911394,-498937.600531736,-0.007225203638751,-1566445.83421956,-0.0226839791774515,-2633954.06790738,-0.038142754716152,-3701462.30159521,-0.0536015302548525
