rpt_rec_num,revenue_source_method,revenue_use_for_model_flag,standard_revenue_use_for_model_flag,rural_fallback_use_for_model_flag,children_total_only_fallback_use_for_model_flag,nonstandard_fallback_use_for_model_flag,rural_fallback_available_flag,children_total_only_fallback_available_flag,nonstandard_fallback_candidate_flag,nonstandard_fallback_failed_plausibility_flag,fallback_crosscheck_ratio,fallback_crosscheck_plausible_flag,rural_fallback_net_to_gross_ratio,rural_fallback_net_to_gross_plausible_flag,children_total_only_net_to_gross_ratio,children_total_only_net_to_gross_plausible_flag,nonstandard_fallback_net_to_gross_ratio,nonstandard_fallback_net_to_gross_plausible_flag,gross_inpatient_patient_revenue,gross_outpatient_patient_revenue,gross_total_patient_revenue,gross_revenue_sum_check,gross_total_minus_inpatient_outpatient,net_patient_revenue,net_to_gross_ratio,outpatient_gross_share,inpatient_gross_share,net_outpatient_exposure_base,net_outpatient_exposure_low,net_outpatient_exposure_high,standard_gross_inpatient_patient_revenue,standard_gross_outpatient_patient_revenue,standard_gross_total_patient_revenue,standard_net_patient_revenue,standard_net_to_gross_ratio,standard_outpatient_gross_share,standard_inpatient_gross_share,standard_net_outpatient_exposure_base,fallback_g200000_l04300_c002,fallback_g300000_l00400_c001,fallback_g200000_l02900_c002,fallback_total_revenue,rural_fallback_net_patient_revenue_proxy,rural_fallback_outpatient_share_low,rural_fallback_outpatient_share_base,rural_fallback_outpatient_share_high,rural_fallback_net_outpatient_exposure_low,rural_fallback_net_outpatient_exposure_base,rural_fallback_net_outpatient_exposure_high,children_fallback_g200000_l02800_c003,children_fallback_g200000_l02800_c001,children_fallback_g300000_l00100_c001,children_fallback_g300000_l00300_c001,children_fallback_total_revenue,children_fallback_net_patient_revenue,children_fallback_outpatient_share_low,children_fallback_outpatient_share_base,children_fallback_outpatient_share_high,children_fallback_net_outpatient_exposure_low,children_fallback_net_outpatient_exposure_base,children_fallback_net_outpatient_exposure_high,nonstandard_fallback_net_patient_revenue_proxy,nonstandard_fallback_outpatient_share_low,nonstandard_fallback_outpatient_share_base,nonstandard_fallback_outpatient_share_high,nonstandard_fallback_net_outpatient_exposure_low,nonstandard_fallback_net_outpatient_exposure_base,nonstandard_fallback_net_outpatient_exposure_high,g3_line_00400_c001,g3_line_00500_c001,g3_line_00600_c001,g3_line_00700_c001,g2_revenue_complete_flag,g3_net_patient_revenue_complete_flag,net_to_gross_plausible_flag,gross_sum_check_plausible_flag
795740,standard_g2_l028_split,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,TRUE,0.893959067135255,FALSE,1,FALSE,0.893959067135255,FALSE,25977679,18395,25996074,25996074,0,25996074,1,0.000707606848634144,0.999292393151366,18395,18395,18395,25977679,18395,25996074,25996074,1,0.000707606848634144,0.999292393151366,18395,29079714,29079714,29079714,29079714,25996074,0.2,0.3,0.4,,,,25996074,25977679,25996074,25996074,25996074,25996074,0.3,0.45,0.6,,,,25996074,0.05,0.1,0.15,,,,29079714,-3083640,,,TRUE,TRUE,TRUE,TRUE
796825,standard_g2_l028_split,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,TRUE,1.00296093805241,FALSE,0.232308133809055,FALSE,1.00296093805241,FALSE,89759858,372331233,462091091,462091091,0,107347519,0.232308133809055,0.805752892128362,0.194247107871638,86495573.8970543,86495573.8970543,86495573.8970543,89759858,372331233,462091091,107347519,0.232308133809055,0.805752892128362,0.194247107871638,86495573.8970543,107030608,107030608,107030608,107030608,107347519,0.2,0.3,0.4,,,,462091091,89759858,462091091,107347519,462091091,107347519,0.3,0.45,0.6,,,,107347519,0.05,0.1,0.15,,,,107030608,316911,322307,80639,TRUE,TRUE,TRUE,TRUE
798155,standard_g2_l028_split,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,TRUE,1.21569155304694,FALSE,0.433889931321792,FALSE,1.21569155304694,FALSE,8203185,112257006,120460191,120460191,0,52266464,0.433889931321792,0.931901278489588,0.0680987215104117,48707184.62373,48707184.62373,48707184.62373,8203185,112257006,120460191,52266464,0.433889931321792,0.931901278489588,0.0680987215104117,48707184.62373,42993195,42993195,42993195,42993195,52266464,0.2,0.3,0.4,,,,120460191,8203185,120460191,52266464,120460191,52266464,0.3,0.45,0.6,,,,52266464,0.05,0.1,0.15,,,,42993195,9273269,90341,96860,TRUE,TRUE,TRUE,TRUE
798165,standard_g2_l028_split,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,TRUE,0.910467499232528,FALSE,0.544250752012214,FALSE,0.910467499232528,FALSE,39298814,9014896,48313710,48313710,0,26294773,0.544250752012214,0.186590845538461,0.813409154461539,4906363.9273119,4906363.9273119,4906363.9273119,39298814,9014896,48313710,26294773,0.544250752012214,0.186590845538461,0.813409154461539,4906363.9273119,28880518,28880518,28880518,28880518,26294773,0.2,0.3,0.4,,,,48313710,39298814,48313710,26294773,48313710,26294773,0.3,0.45,0.6,,,,26294773,0.05,0.1,0.15,,,,28880518,-2585745,,162927,TRUE,TRUE,TRUE,TRUE
798270,standard_g2_l028_split,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,TRUE,1.53383589531509,FALSE,0.398391229116349,FALSE,1.53383589531509,FALSE,13171040,121632618,134803658,134803658,0,53704595,0.398391229116349,0.902294639511934,0.0977053604880663,48457368.1856594,48457368.1856594,48457368.1856594,13171040,121632618,134803658,53704595,0.398391229116349,0.902294639511934,0.0977053604880663,48457368.1856594,35013260,35013260,35013260,35013260,53704595,0.2,0.3,0.4,,,,134803658,13171040,134803658,53704595,134803658,53704595,0.3,0.45,0.6,,,,53704595,0.05,0.1,0.15,,,,35013260,18691335,232029,-41203,TRUE,TRUE,TRUE,TRUE
798381,rural_g200000_l04300_fallback,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,1,TRUE,,FALSE,1,FALSE,,,343276245,,,343276245,1,0.3,0.7,102982873.5,68655249,137310498,,,,,,,,,343276245,343276245,343276245,343276245,343276245,0.2,0.3,0.4,68655249,102982873.5,137310498,,,,,,,0.3,0.45,0.6,,,,343276245,0.05,0.1,0.15,,,,343276245,-343276245,,,FALSE,FALSE,TRUE,FALSE
798426,standard_g2_l028_split,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,TRUE,1.41890164434239,FALSE,0.389997315443499,FALSE,1.41890164434239,FALSE,12721645,172981282,185702927,185702927,0,72423643,0.389997315443499,0.931494644669763,0.0685053553302367,67462235.6019748,67462235.6019748,67462235.6019748,12721645,172981282,185702927,72423643,0.389997315443499,0.931494644669763,0.0685053553302367,67462235.6019748,51042046,51042046,51042046,51042046,72423643,0.2,0.3,0.4,,,,185702927,12721645,185702927,72423643,185702927,72423643,0.3,0.45,0.6,,,,72423643,0.05,0.1,0.15,,,,51042046,21381597,22938,245928,TRUE,TRUE,TRUE,TRUE
798531,standard_g2_l028_split,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,TRUE,0.89072377421063,FALSE,0.357059108329146,FALSE,0.89072377421063,FALSE,657558656,530597193,1188155849,1188155849,0,424241868,0.357059108329146,0.446572049825427,0.553427950174573,189454560.614528,189454560.614528,189454560.614528,657558656,530597193,1188155849,424241868,0.357059108329146,0.446572049825427,0.553427950174573,189454560.614528,476288924,476288924,475267187,476288924,424241868,0.2,0.3,0.4,,,,1188155849,657558656,1188155849,424241868,1188155849,424241868,0.3,0.45,0.6,,,,424241868,0.05,0.1,0.15,,,,476288924,-52047056,,,TRUE,TRUE,TRUE,TRUE
798532,standard_g2_l028_split,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,TRUE,1.04046674314382,FALSE,0.231979625998802,FALSE,1.04046674314382,FALSE,516491903,477795660,994287563,994287563,0,230654457,0.231979625998802,0.480540718580828,0.519459281419172,110838858.510651,110838858.510651,110838858.510651,516491903,477795660,994287563,230654457,0.231979625998802,0.480540718580828,0.519459281419172,110838858.510651,221683642,221683642,269900712,221683642,230654457,0.2,0.3,0.4,,,,994287563,516491903,994287563,230654457,994287563,230654457,0.3,0.45,0.6,,,,230654457,0.05,0.1,0.15,,,,221683642,8970815,,,TRUE,TRUE,TRUE,TRUE
798535,rural_g200000_l04300_fallback,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,1,TRUE,,FALSE,1,FALSE,,,69561772,,,69561772,1,0.3,0.7,20868531.6,13912354.4,27824708.8,,,,,,,,,69561772,69561772,69561772,69561772,69561772,0.2,0.3,0.4,13912354.4,20868531.6,27824708.8,,,,,,,0.3,0.45,0.6,,,,69561772,0.05,0.1,0.15,,,,69561772,-69561772,,,FALSE,FALSE,TRUE,FALSE
798536,rural_g200000_l04300_fallback,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,1,TRUE,,FALSE,1,FALSE,,,320029147,,,320029147,1,0.3,0.7,96008744.1,64005829.4,128011658.8,,,,,,,,,320029147,320029147,320029147,320029147,320029147,0.2,0.3,0.4,64005829.4,96008744.1,128011658.8,,,,,,,0.3,0.45,0.6,,,,320029147,0.05,0.1,0.15,,,,320029147,-320029147,,,FALSE,FALSE,TRUE,FALSE
798537,standard_g2_l028_split,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,TRUE,0.869411015400502,FALSE,0.183219664867036,FALSE,0.869411015400502,FALSE,44734536,134773619,179508155,179508155,0,32889424,0.183219664867036,0.75079385112058,0.24920614887942,24693177.3060976,24693177.3060976,24693177.3060976,44734536,134773619,179508155,32889424,0.183219664867036,0.75079385112058,0.24920614887942,24693177.3060976,37829546,37829546,37829546,37829546,32889424,0.2,0.3,0.4,,,,179508155,44734536,179508155,32889424,179508155,32889424,0.3,0.45,0.6,,,,32889424,0.05,0.1,0.15,,,,37829546,-4940122,,,TRUE,TRUE,TRUE,TRUE
798644,standard_g2_l028_split,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,TRUE,1.12918279952711,FALSE,0.470422193356788,FALSE,1.12918279952711,FALSE,273268243,383810618,657078861,657078861,0,309104479,0.470422193356788,0.584116520528272,0.415883479471728,180553032.753184,180553032.753184,180553032.753184,273268243,383810618,657078861,309104479,0.470422193356788,0.584116520528272,0.415883479471728,180553032.753184,273741753,273741753,273426197,273741753,309104479,0.2,0.3,0.4,,,,657078861,273268243,657078861,309104479,657078861,309104479,0.3,0.45,0.6,,,,309104479,0.05,0.1,0.15,,,,273741753,35362726,,,TRUE,TRUE,TRUE,TRUE
798646,rural_g200000_l04300_fallback,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,1.26768884124842,TRUE,0.83164494963793,FALSE,1.26768884124842,FALSE,,,125521676,,,159122428,1.26768884124842,0.3,0.7,37656502.8,25104335.2,50208670.4,191334569,,191334569,159122428,0.83164494963793,,1,,125521676,125521676,85794905,125521676,159122428,0.2,0.3,0.4,25104335.2,37656502.8,50208670.4,191334569,191334569,191334569,159122428,191334569,159122428,0.3,0.45,0.6,,,,159122428,0.05,0.1,0.15,,,,125521676,33600752,,,FALSE,TRUE,TRUE,FALSE
798698,standard_g2_l028_split,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,TRUE,1.27426922786259,FALSE,0.253017163891993,FALSE,1.27426922786259,FALSE,102705050,722785987,825491037,825491037,0,208863401,0.253017163891993,0.875583082799723,0.124416917200277,182877260.531615,182877260.531615,182877260.531615,102705050,722785987,825491037,208863401,0.253017163891993,0.875583082799723,0.124416917200277,182877260.531615,163908377,163908377,163908377,163908377,208863401,0.2,0.3,0.4,,,,825491037,102705050,825491037,208863401,825491037,208863401,0.3,0.45,0.6,,,,208863401,0.05,0.1,0.15,,,,163908377,44955024,38672,45622,TRUE,TRUE,TRUE,TRUE
798699,standard_g2_l028_split,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,TRUE,0.94717001563889,FALSE,0.220296147595445,FALSE,0.94717001563889,FALSE,40960577,78549561,119510138,119510138,0,26327623,0.220296147595445,0.657262742011059,0.342737257988942,17304165.6836134,17304165.6836134,17304165.6836134,40960577,78549561,119510138,26327623,0.220296147595445,0.657262742011059,0.342737257988942,17304165.6836134,27796090,27796090,27796090,27796090,26327623,0.2,0.3,0.4,,,,119510138,40960577,119510138,26327623,119510138,26327623,0.3,0.45,0.6,,,,26327623,0.05,0.1,0.15,,,,27796090,-1468467,45412,,TRUE,TRUE,TRUE,TRUE
798701,standard_g2_l028_split,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,TRUE,1.22316252719397,FALSE,0.247427201812192,FALSE,1.22316252719397,FALSE,359401526,809808039,1169209565,1169209565,0,289294251,0.247427201812192,0.692611541370687,0.307388458629313,200368537.094788,200368537.094788,200368537.094788,359401526,809808039,1169209565,289294251,0.247427201812192,0.692611541370687,0.307388458629313,200368537.094788,236513337,236513337,236513337,236513337,289294251,0.2,0.3,0.4,,,,1169209565,359401526,1169209565,289294251,1169209565,289294251,0.3,0.45,0.6,,,,289294251,0.05,0.1,0.15,,,,236513337,52780914,117603,39266,TRUE,TRUE,TRUE,TRUE
798702,standard_g2_l028_split,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,TRUE,1.1075050512925,FALSE,0.207245952507872,FALSE,1.1075050512925,FALSE,890140410,803905195,1694045605,1694045605,0,351084095,0.207245952507872,0.474547552100878,0.525452447899123,166606097.863802,166606097.863802,166606097.863802,890140410,803905195,1694045605,351084095,0.207245952507872,0.474547552100878,0.525452447899123,166606097.863802,317004509,317004509,317004509,317004509,351084095,0.2,0.3,0.4,,,,1694045605,890140410,1694045605,351084095,1694045605,351084095,0.3,0.45,0.6,,,,351084095,0.05,0.1,0.15,,,,317004509,34079586,176380,,TRUE,TRUE,TRUE,TRUE
798730,standard_g2_l028_split,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,TRUE,1.06895639117792,FALSE,0.20604452003989,FALSE,1.06895639117792,FALSE,63327290,219344649,282671939,282671939,0,58243004,0.20604452003989,0.775968954597931,0.224031045402069,45194762.9265231,45194762.9265231,45194762.9265231,63327290,219344649,282671939,58243004,0.20604452003989,0.775968954597931,0.224031045402069,45194762.9265231,54485856,54485856,54485856,54485856,58243004,0.2,0.3,0.4,,,,282671939,63327290,282671939,58243004,282671939,58243004,0.3,0.45,0.6,,,,58243004,0.05,0.1,0.15,,,,54485856,3757148,,9996,TRUE,TRUE,TRUE,TRUE
798734,standard_g2_l028_split,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,TRUE,0.651023174618656,FALSE,0.193051677432505,FALSE,0.651023174618656,FALSE,42519892,7840,42527732,42527732,0,8210050,0.193051677432505,0.000184350296413644,0.999815649703586,1513.52515107084,1513.52515107084,1513.52515107084,42519892,7840,42527732,8210050,0.193051677432505,0.000184350296413644,0.999815649703586,1513.52515107084,12610995,12610995,12610995,12610995,8210050,0.2,0.3,0.4,,,,42527732,42519892,42527732,8210050,42527732,8210050,0.3,0.45,0.6,,,,8210050,0.05,0.1,0.15,,,,12610995,-4400945,,5408,TRUE,TRUE,TRUE,TRUE
798765,standard_g2_l028_split,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,TRUE,1.3409833321316,FALSE,0.643324725397636,FALSE,1.3409833321316,FALSE,12919527,16741088,29660615,29660615,0,19081407,0.643324725397636,0.564421472717272,0.435578527282728,10769955.8404577,10769955.8404577,10769955.8404577,12919527,16741088,29660615,19081407,0.643324725397636,0.564421472717272,0.435578527282728,10769955.8404577,14229414,14229414,12569941,14229414,19081407,0.2,0.3,0.4,,,,29660615,12919527,29660615,19081407,29660615,19081407,0.3,0.45,0.6,,,,19081407,0.05,0.1,0.15,,,,14229414,4851993,,,TRUE,TRUE,TRUE,TRUE
798766,rural_g200000_l04300_fallback,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,1,TRUE,,FALSE,1,FALSE,,,159180637,,,159180637,1,0.3,0.7,47754191.1,31836127.4,63672254.8,,,,,,,,,159180637,159180637,159180637,159180637,159180637,0.2,0.3,0.4,31836127.4,47754191.1,63672254.8,,,,,,,0.3,0.45,0.6,,,,159180637,0.05,0.1,0.15,,,,159180637,-159180637,,,FALSE,FALSE,TRUE,FALSE
798788,standard_g2_l028_split,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,TRUE,1.07365542597542,FALSE,0.141759027387431,FALSE,1.07365542597542,FALSE,2088867868,1611850419,3700718287,3700718287,0,524610225,0.141759027387431,0.435550694215812,0.564449305784188,228494347.691463,228494347.691463,228494347.691463,2088867868,1611850419,3700718287,524610225,0.141759027387431,0.435550694215812,0.564449305784188,228494347.691463,488620662,488620662,488620662,488620662,524610225,0.2,0.3,0.4,,,,3700718287,2088867868,3700718287,524610225,3700718287,524610225,0.3,0.45,0.6,,,,524610225,0.05,0.1,0.15,,,,488620662,35989563,5754000,314780,TRUE,TRUE,TRUE,TRUE
798854,standard_g2_l028_split,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,TRUE,0.955057351167236,FALSE,0.944848174297487,FALSE,0.955057351167236,FALSE,2025376,12876778,14902154,14902154,0,14080273,0.944848174297487,0.864088372727862,0.135911627272138,12166600.1841341,12166600.1841341,12166600.1841341,2025376,12876778,14902154,14080273,0.944848174297487,0.864088372727862,0.135911627272138,12166600.1841341,14742856,14742856,14742856,14742856,14080273,0.2,0.3,0.4,,,,14902154,2025376,14902154,14080273,14902154,14080273,0.3,0.45,0.6,,,,14080273,0.05,0.1,0.15,,,,14742856,-662583,,694362,TRUE,TRUE,TRUE,TRUE
798871,standard_g2_l028_split,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,TRUE,1.15765742713615,FALSE,0.345450214230227,FALSE,1.15765742713615,FALSE,39962651,998274123,1038236774,1038236774,0,358659116,0.345450214230227,0.961509116224003,0.0384908837759969,344854009.650842,344854009.650842,344854009.650842,39962651,998274123,1038236774,358659116,0.345450214230227,0.961509116224003,0.0384908837759969,344854009.650842,309814551,309814551,309814551,309814551,358659116,0.2,0.3,0.4,,,,1038236774,39962651,1038236774,358659116,1038236774,358659116,0.3,0.45,0.6,,,,358659116,0.05,0.1,0.15,,,,309814551,48844565,-258537,62104,TRUE,TRUE,TRUE,TRUE
798878,standard_g2_l028_split,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,TRUE,1.01359277927242,FALSE,0.196811117531381,FALSE,1.01359277927242,FALSE,309178353,552526469,861704822,861704822,0,169593089,0.196811117531381,0.641201551730437,0.358798448269563,108743351.829558,108743351.829558,108743351.829558,309178353,552526469,861704822,169593089,0.196811117531381,0.641201551730437,0.358798448269563,108743351.829558,167318762,167318762,198811576,167318762,169593089,0.2,0.3,0.4,,,,861704822,309178353,861704822,169593089,861704822,169593089,0.3,0.45,0.6,,,,169593089,0.05,0.1,0.15,,,,167318762,2274327,,3661586,TRUE,TRUE,TRUE,TRUE
798884,standard_g2_l028_split,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,TRUE,1.20882607857503,FALSE,0.285314215540173,FALSE,1.20882607857503,FALSE,13097918,83276246,96374164,96374164,0,27496919,0.285314215540173,0.864093057139256,0.135906942860744,23759896.8006205,23759896.8006205,23759896.8006205,13097918,83276246,96374164,27496919,0.285314215540173,0.864093057139256,0.135906942860744,23759896.8006205,22746795,22746795,22746795,22746795,27496919,0.2,0.3,0.4,,,,96374164,13097918,96374164,27496919,96374164,27496919,0.3,0.45,0.6,,,,27496919,0.05,0.1,0.15,,,,22746795,4750124,,2899211,TRUE,TRUE,TRUE,TRUE
799048,rural_g200000_l04300_fallback,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,1,TRUE,,FALSE,1,FALSE,,,80025953,,,80025953,1,0.3,0.7,24007785.9,16005190.6,32010381.2,,,,,,,,,80025953,80025953,80025953,80025953,80025953,0.2,0.3,0.4,16005190.6,24007785.9,32010381.2,,,,,,,0.3,0.45,0.6,,,,80025953,0.05,0.1,0.15,,,,80025953,-80025953,,,FALSE,FALSE,TRUE,FALSE
799053,standard_g2_l028_split,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,TRUE,0.6256371378061,FALSE,0.406130767354768,FALSE,0.6256371378061,FALSE,4675517,28000360,32675877,32675877,0,13270679,0.406130767354768,0.856912272010327,0.143087727989673,11371807.6930097,11371807.6930097,11371807.6930097,4675517,28000360,32675877,13270679,0.406130767354768,0.856912272010327,0.143087727989673,11371807.6930097,21211463,21211463,21211463,21211463,13270679,0.2,0.3,0.4,,,,32675877,4675517,32675877,13270679,32675877,13270679,0.3,0.45,0.6,,,,13270679,0.05,0.1,0.15,,,,21211463,-7940784,,13735,TRUE,TRUE,TRUE,TRUE
799071,standard_g2_l028_split,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,TRUE,1.02105940373176,FALSE,0.292686584898451,FALSE,1.02105940373176,FALSE,406994191,754674220,1161668411,1161668411,0,340004760,0.292686584898451,0.649646846599154,0.350353153400846,220883020.162702,220883020.162702,220883020.162702,406994191,754674220,1161668411,340004760,0.292686584898451,0.649646846599154,0.350353153400846,220883020.162702,332992144,332992144,332992144,332992144,340004760,0.2,0.3,0.4,,,,1161668411,406994191,1161668411,340004760,1161668411,340004760,0.3,0.45,0.6,,,,340004760,0.05,0.1,0.15,,,,332992144,7012616,952612,1364328,TRUE,TRUE,TRUE,TRUE
799092,standard_g2_l028_split,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,TRUE,1.09490697359412,FALSE,0.233240718207091,FALSE,1.09490697359412,FALSE,186021763,502117809,688139572,688139572,0,160502168,0.233240718207091,0.729674370477854,0.270325629522146,117114318.395731,117114318.395731,117114318.395731,186021763,502117809,688139572,160502168,0.233240718207091,0.729674370477854,0.270325629522146,117114318.395731,146589776,146589776,146589776,146589776,160502168,0.2,0.3,0.4,,,,688139572,186021763,688139572,160502168,688139572,160502168,0.3,0.45,0.6,,,,160502168,0.05,0.1,0.15,,,,146589776,13912392,328954,371526,TRUE,TRUE,TRUE,TRUE
799093,standard_g2_l028_split,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,TRUE,1.1891805495656,FALSE,0.251235619612715,FALSE,1.1891805495656,FALSE,3253489151,3018058476,6271547627,6271547627,0,1575636154,0.251235619612715,0.481230256947549,0.518769743052451,758243791.245268,758243791.245268,758243791.245268,3253489151,3018058476,6271547627,1575636154,0.251235619612715,0.481230256947549,0.518769743052451,758243791.245268,1324976392,1324976392,1324976392,1324976392,1575636154,0.2,0.3,0.4,,,,6271547627,3253489151,6271547627,1575636154,6271547627,1575636154,0.3,0.45,0.6,,,,1575636154,0.05,0.1,0.15,,,,1324976392,250659762,23035738,18320787,TRUE,TRUE,TRUE,TRUE
799097,standard_g2_l028_split,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,TRUE,1.21548756118276,FALSE,0.242969195476098,FALSE,1.21548756118276,FALSE,459902334,632484067,1092386401,1092386401,0,265416245,0.242969195476098,0.578992988580787,0.421007011419213,153674144.91044,153674144.91044,153674144.91044,459902334,632484067,1092386401,265416245,0.242969195476098,0.578992988580787,0.421007011419213,153674144.91044,218361959,218361959,218361959,218361959,265416245,0.2,0.3,0.4,,,,1092386401,459902334,1092386401,265416245,1092386401,265416245,0.3,0.45,0.6,,,,265416245,0.05,0.1,0.15,,,,218361959,47054286,5688985,270131,TRUE,TRUE,TRUE,TRUE
799100,standard_g2_l028_split,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,TRUE,1.0231047585277,FALSE,0.330720128280762,FALSE,1.0231047585277,FALSE,760020529,882259703,1642280232,1642280232,0,543135129,0.330720128280762,0.537216295860523,0.462783704139477,291781042.153107,291781042.153107,291781042.153107,760020529,882259703,1642280232,543135129,0.330720128280762,0.537216295860523,0.462783704139477,291781042.153107,530869517,530869517,530869517,530869517,543135129,0.2,0.3,0.4,,,,1642280232,760020529,1642280232,543135129,1642280232,543135129,0.3,0.45,0.6,,,,543135129,0.05,0.1,0.15,,,,530869517,12265612,,,TRUE,TRUE,TRUE,TRUE
799101,standard_g2_l028_split,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,TRUE,1.01212891644976,FALSE,0.229676104226978,FALSE,1.01212891644976,FALSE,1006978096,1045123121,2052101217,2052101217,0,471318613,0.229676104226978,0.50929413829201,0.49070586170799,240039806.86882,240039806.86882,240039806.86882,1006978096,1045123121,2052101217,471318613,0.229676104226978,0.50929413829201,0.49070586170799,240039806.86882,465670534,465670534,465670534,465670534,471318613,0.2,0.3,0.4,,,,2052101217,1006978096,2052101217,471318613,2052101217,471318613,0.3,0.45,0.6,,,,471318613,0.05,0.1,0.15,,,,465670534,5648079,427896,1993530,TRUE,TRUE,TRUE,TRUE
799133,standard_g2_l028_split,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,TRUE,1.034837606048,FALSE,0.310597379952089,FALSE,1.034837606048,FALSE,46109938,350022589,396132527,396132527,0,123037725,0.310597379952089,0.883599717626824,0.116400282373177,108716099.067447,108716099.067447,108716099.067447,46109938,350022589,396132527,123037725,0.310597379952089,0.883599717626824,0.116400282373177,108716099.067447,118895684,118895684,118895684,118895684,123037725,0.2,0.3,0.4,,,,396132527,46109938,396132527,123037725,396132527,123037725,0.3,0.45,0.6,,,,123037725,0.05,0.1,0.15,,,,118895684,4142041,1197482,268443,TRUE,TRUE,TRUE,TRUE
799142,standard_g2_l028_split,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,TRUE,0.963750824728188,FALSE,0.20465958952573,FALSE,0.963750824728188,FALSE,1265343603,1410445698,2675789301,2675789301,0,547625940,0.20465958952573,0.527113886535418,0.472886113464582,288661237.601012,288661237.601012,288661237.601012,1265343603,1410445698,2675789301,547625940,0.20465958952573,0.527113886535418,0.472886113464582,288661237.601012,568223576,568223576,568223576,568223576,547625940,0.2,0.3,0.4,,,,2675789301,1265343603,2675789301,547625940,2675789301,547625940,0.3,0.45,0.6,,,,547625940,0.05,0.1,0.15,,,,568223576,-20597636,4614200,-1270269,TRUE,TRUE,TRUE,TRUE
799144,standard_g2_l028_split,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,TRUE,0.999250338755667,FALSE,0.412300215218259,FALSE,0.999250338755667,FALSE,6972785,41650413,48623198,48623198,0,20047355,0.412300215218259,0.856595508176982,0.143404491823018,17172474.2438294,17172474.2438294,17172474.2438294,6972785,41650413,48623198,20047355,0.412300215218259,0.856595508176982,0.143404491823018,17172474.2438294,20062395,20062395,20062395,20062395,20047355,0.2,0.3,0.4,,,,48623198,6972785,48623198,20047355,48623198,20047355,0.3,0.45,0.6,,,,20047355,0.05,0.1,0.15,,,,20062395,-15040,,11116,TRUE,TRUE,TRUE,TRUE
