provider_model_class,wksht_cd,line_num_chr,clmn_num_chr,n_rows,n_reports,nonzero_reports,min_value,p25_value,median_value,mean_value,p75_value,max_value,total_value
Short-term acute/general hospital,G200000,02029,00300,1,1,1,1459360,1459360,1459360,1459360,1459360,1459360,1459360
Short-term acute/general hospital,G200000,02030,00200,1,1,1,3033660,3033660,3033660,3033660,3033660,3033660,3033660
Short-term acute/general hospital,G200000,02030,00300,1,1,1,3033660,3033660,3033660,3033660,3033660,3033660,3033660
Short-term acute/general hospital,G200000,02031,00200,1,1,1,4342435,4342435,4342435,4342435,4342435,4342435,4342435
Short-term acute/general hospital,G200000,02031,00300,1,1,1,4342435,4342435,4342435,4342435,4342435,4342435,4342435
Short-term acute/general hospital,G200000,02033,00200,1,1,1,901543,901543,901543,901543,901543,901543,901543
Short-term acute/general hospital,G200000,02033,00300,1,1,1,901543,901543,901543,901543,901543,901543,901543
Short-term acute/general hospital,G200000,02034,00200,1,1,1,1040033,1040033,1040033,1040033,1040033,1040033,1040033
Short-term acute/general hospital,G200000,02034,00300,1,1,1,1040033,1040033,1040033,1040033,1040033,1040033,1040033
Short-term acute/general hospital,G200000,02035,00200,1,1,1,383713,383713,383713,383713,383713,383713,383713
Short-term acute/general hospital,G200000,02035,00300,1,1,1,383713,383713,383713,383713,383713,383713,383713
Short-term acute/general hospital,G200000,02036,00200,1,1,1,5047692,5047692,5047692,5047692,5047692,5047692,5047692
Short-term acute/general hospital,G200000,02036,00300,1,1,1,5047692,5047692,5047692,5047692,5047692,5047692,5047692
Short-term acute/general hospital,G200000,02037,00200,1,1,1,205997,205997,205997,205997,205997,205997,205997
Short-term acute/general hospital,G200000,02037,00300,1,1,1,205997,205997,205997,205997,205997,205997,205997
Short-term acute/general hospital,G200000,02200,00200,54,54,54,137456,2812091.25,5721861.5,7455404.55555556,9248812,53766679,402591846
Short-term acute/general hospital,G200000,02200,00300,54,54,54,137456,2812091.25,5721861.5,7455404.55555556,9248812,53766679,402591846
Short-term acute/general hospital,G200000,02201,00200,1,1,1,326774,326774,326774,326774,326774,326774,326774
Short-term acute/general hospital,G200000,02201,00300,1,1,1,326774,326774,326774,326774,326774,326774,326774
Short-term acute/general hospital,G200000,02300,00100,16,16,16,1999,15699,30233,3192407,236427.75,45181908,51078512
Short-term acute/general hospital,G200000,02300,00200,32,32,32,6815,1263833.75,5527157,20232026.34375,20868991.5,257089381,647424843
Short-term acute/general hospital,G200000,02300,00300,33,33,33,23485,1546424,5200925,21166768.3333333,20528580,257089381,698503355
Short-term acute/general hospital,G200000,02410,00200,1,1,1,19547208,19547208,19547208,19547208,19547208,19547208,19547208
Short-term acute/general hospital,G200000,02410,00300,1,1,1,19547208,19547208,19547208,19547208,19547208,19547208,19547208
Short-term acute/general hospital,G200000,02420,00200,1,1,1,43205920,43205920,43205920,43205920,43205920,43205920,43205920
Short-term acute/general hospital,G200000,02420,00300,1,1,1,43205920,43205920,43205920,43205920,43205920,43205920,43205920
Short-term acute/general hospital,G200000,02430,00200,1,1,1,6641510,6641510,6641510,6641510,6641510,6641510,6641510
Short-term acute/general hospital,G200000,02430,00300,1,1,1,6641510,6641510,6641510,6641510,6641510,6641510,6641510
Short-term acute/general hospital,G200000,02440,00200,1,1,1,4249810,4249810,4249810,4249810,4249810,4249810,4249810
Short-term acute/general hospital,G200000,02440,00300,1,1,1,4249810,4249810,4249810,4249810,4249810,4249810,4249810
Short-term acute/general hospital,G200000,02500,00200,2,2,2,144221409,148029900,151838391,151838391,155646882,159455373,303676782
Short-term acute/general hospital,G200000,02500,00300,2,2,2,144221409,148029900,151838391,151838391,155646882,159455373,303676782
Short-term acute/general hospital,G200000,02501,00200,1,1,1,55111282,55111282,55111282,55111282,55111282,55111282,55111282
Short-term acute/general hospital,G200000,02501,00300,1,1,1,55111282,55111282,55111282,55111282,55111282,55111282,55111282
Short-term acute/general hospital,G200000,02600,00100,18,18,18,1,36864.5,365888,2755475.88888889,997392.75,33062380,49598566
Short-term acute/general hospital,G200000,02600,00200,35,35,35,363580,2173367.5,6475938,10252858,14728852.5,38637008,358850030
Short-term acute/general hospital,G200000,02600,00300,38,38,38,94675,1724049,5749600.5,10748647.2631579,14409981,70053772,408448596
Short-term acute/general hospital,G200000,02601,00200,1,1,1,905437,905437,905437,905437,905437,905437,905437
Short-term acute/general hospital,G200000,02601,00300,1,1,1,905437,905437,905437,905437,905437,905437,905437
Short-term acute/general hospital,G200000,02700,00100,179,179,179,-132605544,20761,516902,1475172.73184358,3433933,64328307,264055919
Short-term acute/general hospital,G200000,02700,00200,268,268,268,-101668905,56382.5,1182700.5,15669899.0783582,7318690.25,634947911,4199532953
Short-term acute/general hospital,G200000,02700,00300,302,302,302,-231905213,126401,2387098.5,14780095.602649,8872828,634965315,4463588872
Short-term acute/general hospital,G200000,02701,00100,88,88,88,-76126,31443.5,304341,8109743.44318182,6012154,109094190,713657423
Short-term acute/general hospital,G200000,02701,00200,137,137,137,-332739,27632,833255,14814427.2408759,5891280,410467582,2029576532
Short-term acute/general hospital,G200000,02701,00300,158,158,158,-50660,57121.25,1468054,17362240.221519,9107683.75,410467582,2743233955
Short-term acute/general hospital,G200000,02702,00100,46,46,46,-1201061,4894.75,660366.5,7094242.76086957,6638061,108210067,326335167
Short-term acute/general hospital,G200000,02702,00200,75,75,75,-724600,28225,703364,19913714.9066667,8260357.5,244634814,1493528618
Short-term acute/general hospital,G200000,02702,00300,84,84,84,-456705,52418.75,1294826.5,21665045.0595238,10651065,352844881,1819863785
Short-term acute/general hospital,G200000,02703,00100,29,29,29,20,335504,2490000,11921351.3103448,8296090,75839472,345719188
Short-term acute/general hospital,G200000,02703,00200,48,48,48,-105644,428374.25,4348451.5,21879592.125,24175360.25,188760376,1050220422
Short-term acute/general hospital,G200000,02703,00300,53,53,53,-103177,474455,5426841,26338483.2075472,30128114,214154385,1395939610
Short-term acute/general hospital,G200000,02704,00100,12,12,12,656,127885.5,595427,1430744.91666667,1151430.75,9470197,17168939
Short-term acute/general hospital,G200000,02704,00200,31,31,31,-5164729,177701,892718,8393640.38709677,10413702.5,85835296,260202852
Short-term acute/general hospital,G200000,02704,00300,32,32,32,-4675287,211533,937447,8667868.46875,12785891.5,85835296,277371791
Short-term acute/general hospital,G200000,02705,00100,11,11,11,88,2991.5,347678,14125791.6363636,28114413,65921207,155383708
Short-term acute/general hospital,G200000,02705,00200,19,19,19,-19421,297137,2961801,29962063,17858103.5,232305777,569279197
Short-term acute/general hospital,G200000,02705,00300,20,20,20,-19421,382106,7885582.5,36233145.25,29387162,298226984,724662905
Short-term acute/general hospital,G200000,02706,00100,7,7,7,45,21321.5,1616953,5065895,11267208,11267208,35461265
Short-term acute/general hospital,G200000,02706,00200,11,11,11,3986,49258.5,509743,7326086.18181818,883667,74964395,80586948
Short-term acute/general hospital,G200000,02706,00300,11,11,11,30777,443854,1621737,10549837.5454545,11776951,74964395,116048213
Short-term acute/general hospital,G200000,02707,00100,8,8,8,4203,1665777.5,8171634,14898438.5,8880514,82844133,119187508
Short-term acute/general hospital,G200000,02707,00200,12,12,12,92394,266958,10503691,37710491.0833333,47429010.5,224299148,452525893
Short-term acute/general hospital,G200000,02707,00300,12,12,12,2306511,8838417,11123902.5,47642783.4166667,53026076,307143281,571713401
Short-term acute/general hospital,G200000,02708,00100,5,5,5,66099,11563529,17368648,13162404,18406872,18406872,65812020
Short-term acute/general hospital,G200000,02708,00200,5,5,5,155471,981599,981599,2727182,1875398,9641843,13635910
Short-term acute/general hospital,G200000,02708,00300,7,7,7,155471,5791670,11563529,11349704.2857143,18378559.5,19388471,79447930
Short-term acute/general hospital,G200000,02709,00200,6,6,6,-28957,101331,101331,159256.166666667,160802.25,499875,955537
Short-term acute/general hospital,G200000,02709,00300,6,6,6,-28957,101331,101331,159256.166666667,160802.25,499875,955537
Short-term acute/general hospital,G200000,02710,00100,5,5,5,2972395,6031920,9992027,36099812.6,11563529,149939192,180499063
Short-term acute/general hospital,G200000,02710,00200,4,4,4,4875402,8153396.25,15590699,22215473.25,29652776,52805093,88861893
Short-term acute/general hospital,G200000,02710,00300,6,6,6,7847797,9432552.5,10777778,44893492.6666667,23866325,202744285,269360956
Short-term acute/general hospital,G200000,02711,00100,4,4,4,2972395,3540266.5,6860792,7273522,10594047.5,12400109,29094088
Short-term acute/general hospital,G200000,02711,00200,4,4,4,945247,2380215.25,3866970,91140563.25,92627318,355883066,364562253
Short-term acute/general hospital,G200000,02711,00300,5,5,5,945247,6588095,7847797,78731268.2,9992027,368283175,393656341
Short-term acute/general hospital,G200000,02712,00100,3,3,3,1553804,2263099.5,2972395,2751918.66666667,3350976,3729557,8255756
Short-term acute/general hospital,G200000,02712,00200,3,3,3,1272749,2065643.5,2858538,3002229.66666667,3866970,4875402,9006689
Short-term acute/general hospital,G200000,02712,00300,3,3,3,2826553,4707324,6588095,5754148.33333333,7217946,7847797,17262445
Short-term acute/general hospital,G200000,02713,00100,3,3,3,1087118,1320461,1553804,2123493,2641680.5,3729557,6370479
Short-term acute/general hospital,G200000,02713,00200,3,3,3,981599,1127174,1272749,1704295.33333333,2065643.5,2858538,5112886
Short-term acute/general hospital,G200000,02713,00300,3,3,3,2068717,2447635,2826553,3827788.33333333,4707324,6588095,11483365
Short-term acute/general hospital,G200000,02714,00100,3,3,3,110755,598936.5,1087118,917225.666666667,1320461,1553804,2751677
Short-term acute/general hospital,G200000,02714,00200,3,3,3,181865,581732,981599,812071,1127174,1272749,2436213
Short-term acute/general hospital,G200000,02714,00300,3,3,3,292620,1180668.5,2068717,1729296.66666667,2447635,2826553,5187890
Short-term acute/general hospital,G200000,02715,00100,3,3,3,50615,80685,110755,416162.666666667,598936.5,1087118,1248488
Short-term acute/general hospital,G200000,02715,00200,3,3,3,38294,110079.5,181865,400586,581732,981599,1201758
Short-term acute/general hospital,G200000,02715,00300,3,3,3,88909,190764.5,292620,816748.666666667,1180668.5,2068717,2450246
Short-term acute/general hospital,G200000,02716,00100,2,2,2,50615,65650,80685,80685,95720,110755,161370
Short-term acute/general hospital,G200000,02716,00200,2,2,2,38294,74186.75,110079.5,110079.5,145972.25,181865,220159
Short-term acute/general hospital,G200000,02716,00300,2,2,2,88909,139836.75,190764.5,190764.5,241692.25,292620,381529
Short-term acute/general hospital,G200000,02717,00100,2,2,2,50615,12320689,24590763,24590763,36860837,49130911,49181526
Short-term acute/general hospital,G200000,02717,00200,1,1,1,38294,38294,38294,38294,38294,38294,38294
Short-term acute/general hospital,G200000,02717,00300,2,2,2,88909,12349409.5,24609910,24609910,36870410.5,49130911,49219820
Short-term acute/general hospital,G200000,02718,00200,1,1,1,29519253,29519253,29519253,29519253,29519253,29519253,29519253
Short-term acute/general hospital,G200000,02718,00300,1,1,1,29519253,29519253,29519253,29519253,29519253,29519253,29519253
Short-term acute/general hospital,G200000,02798,00100,2,2,2,40028,44068.25,48108.5,48108.5,52148.75,56189,96217
Short-term acute/general hospital,G200000,02798,00300,2,2,2,40028,44068.25,48108.5,48108.5,52148.75,56189,96217
Short-term acute/general hospital,G200000,02799,00100,12,12,12,752,20180.25,239537,1774748.33333333,501772.25,18138307,21296980
Short-term acute/general hospital,G200000,02799,00200,14,14,14,28867,872144.75,2354858,8332342.5,11993703.5,34928350,116652795
Short-term acute/general hospital,G200000,02799,00300,15,15,15,28867,647047.5,1484546,9196651.66666667,15137415.5,34933809,137949775
Short-term acute/general hospital,G200000,02800,00100,549,549,549,553335,39263326,306684707,648891500.825137,905994677,5809609256,356241433953
Short-term acute/general hospital,G200000,02800,00200,547,547,547,230,131965931.5,488342134,712772000.294333,1021127163,6113637699,389886284161
Short-term acute/general hospital,G200000,02800,00300,551,551,551,553565,181419085,827092643,1354133789.68058,1895881244,9870046885,746127718114
Short-term acute/general hospital,G200000,02900,00200,557,557,557,1162376,51930883,198963978,311444019.662478,441544714,3016768240,173474318952
Short-term acute/general hospital,G200000,03000,00100,86,86,86,1,4717945.25,15237489,52690066.9651163,75983511,343890054,4531345759
Short-term acute/general hospital,G200000,03001,00100,1,1,1,-726017,-726017,-726017,-726017,-726017,-726017,-726017
Short-term acute/general hospital,G200000,03002,00100,2,2,2,13987,7429350,14844713,14844713,22260076,29675439,29689426
Short-term acute/general hospital,G200000,03003,00100,1,1,1,2475115,2475115,2475115,2475115,2475115,2475115,2475115
Short-term acute/general hospital,G200000,03004,00100,1,1,1,4073058,4073058,4073058,4073058,4073058,4073058,4073058
Short-term acute/general hospital,G200000,03100,00100,24,24,24,3,954857,6641121,33050425.4166667,46425534.5,188650151,793210210
Short-term acute/general hospital,G200000,03200,00100,3,3,3,3,307727.5,615452,449864,674794.5,734137,1349592
Short-term acute/general hospital,G200000,03600,00200,98,98,98,1,4427564,18659590.5,54708338.1938776,75737274.75,343890054,5361417143
Short-term acute/general hospital,G200000,03700,00100,26,26,26,1,1976.25,529690,15124722.8846154,2787697,324492441,393242795
Short-term acute/general hospital,G200000,03800,00100,8,8,8,30080,235651.25,2077402.5,9333825.75,14131135.25,31023825,74670606
Short-term acute/general hospital,G200000,03900,00100,3,3,3,5,89738,179471,141697.666666667,212544,245617,425093
Short-term acute/general hospital,G200000,04000,00100,1,1,1,373352,373352,373352,373352,373352,373352,373352
Short-term acute/general hospital,G200000,04200,00200,30,30,30,1,14116.75,853500,15623728.2,5448820.5,324492441,468711846
Short-term acute/general hospital,G200000,04300,00200,557,557,557,1162376,52850132,204840914,320228050.716338,457069634,3016768240,178367024249
Short-term acute/general hospital,G300000,00100,00100,551,551,551,553565,181419085,827092643,1354133789.68058,1895881244,9870046885,746127718114
Short-term acute/general hospital,G300000,00200,00100,548,548,548,4454,112645686.25,614648481.5,1041272887.29745,1457637544,7872955415,570617542239
Short-term acute/general hospital,G300000,00300,00100,551,551,551,494552,53890321.5,202478059,318530264.745917,435994205.5,2399209430,175510175875
Short-term acute/general hospital,G300000,00400,00100,557,557,557,1162376,52850132,204840914,320228050.716338,457069634,3016768240,178367024249
Short-term acute/general hospital,G300000,00500,00100,557,557,557,-617558810,-14018102,-349643,-5128991.69479354,11633445,250659762,-2856848374
Short-term acute/general hospital,G300000,00600,00100,303,303,303,-4252249,15531.5,116000,1329518.08580858,608558,53231860,402843980
Short-term acute/general hospital,G300000,00700,00100,348,348,348,-1728258,45084,669111.5,8625168.89942529,5926908.5,252713554,3001558777
Short-term acute/general hospital,G300000,00800,00100,10,10,10,-7824,2191.25,14456,427504.2,836321,1560539,4275042
Short-term acute/general hospital,G300000,00900,00100,4,4,4,13322,32593.25,40304.5,48827,56538.25,101377,195308
Short-term acute/general hospital,G300000,01000,00100,73,73,73,-5575,380,2360,259989.219178082,24383,5641995,18979213
Short-term acute/general hospital,G300000,01100,00100,37,37,37,-571508,3558,19677,979360.702702703,723262,9590794,36236346
Short-term acute/general hospital,G300000,01200,00100,38,38,38,-345754,27065.75,175876.5,505671.105263158,674648,3213166,19215502
Short-term acute/general hospital,G300000,01300,00100,9,9,9,700,2206,9451,76840.4444444444,168650,314982,691564
Short-term acute/general hospital,G300000,01400,00100,364,364,364,-8893,139858.25,552041,1020839.81318681,1254598.25,9932163,371585692
Short-term acute/general hospital,G300000,01500,00100,18,18,18,3165,31288.75,284774,835445.277777778,691341.5,4468472,15038015
Short-term acute/general hospital,G300000,01600,00100,29,29,29,-349225,1000,11175,626166.655172414,52381,10040640,18158833
Short-term acute/general hospital,G300000,01700,00100,136,136,136,-3076390,55759.5,1391104,13981041.3897059,7155560,609720268,1901421629
Short-term acute/general hospital,G300000,01800,00100,138,138,138,-28869,734.25,3887.5,61478.9420289855,16160.5,2828757,8484094
Short-term acute/general hospital,G300000,01900,00100,61,61,61,40,18025,99665,1177690.62295082,503700,16820251,71839128
Short-term acute/general hospital,G300000,02000,00100,131,131,131,-1303353,14561.5,94124,243443.603053435,250172,2683324,31891112
Short-term acute/general hospital,G300000,02100,00100,138,138,138,10,3394,10981.5,85435.6956521739,33164,7376679,11790126
Short-term acute/general hospital,G300000,02200,00100,311,311,311,-3678000,101723.5,392943,1216375.0192926,1214435.5,48541811,378292631
Short-term acute/general hospital,G300000,02300,00100,50,50,50,-11946,168057.75,989530.5,3001813.6,2292066.5,32049372,150090680
Short-term acute/general hospital,G300000,02400,00100,488,488,488,-13830260,417185.75,2105164.5,10950613.3032787,8385479.5,241996063,5343899292
Short-term acute/general hospital,G300000,02401,00100,207,207,207,-7007220,31552,400960,5718237.62801932,2273302.5,188967269,1183675189
Short-term acute/general hospital,G300000,02402,00100,147,147,147,-23338358,9014.5,123094,3475730.76870748,1966834.5,136143182,510932423
Short-term acute/general hospital,G300000,02403,00100,123,123,123,-19011788,28.5,34305,1162060.89430894,679810.5,48782461,142933490
Short-term acute/general hospital,G300000,02404,00100,88,88,88,-16641106,9483,364036.5,3749190.98863636,1852026,130245494,329928807
Short-term acute/general hospital,G300000,02405,00100,72,72,72,-439455,9349.25,82497.5,2226037.97222222,617500.5,35223235,160274734
Short-term acute/general hospital,G300000,02406,00100,58,58,58,-638224,19628,416650,10255375.4310345,5198450.5,228362325,594811775
Short-term acute/general hospital,G300000,02407,00100,48,48,48,-56467,77416.75,683041,2735077.85416667,3089761.25,28817402,131283737
Short-term acute/general hospital,G300000,02408,00100,34,34,34,-63000,6770,132405.5,5191554.70588235,2237974.75,99771741,176512860
Short-term acute/general hospital,G300000,02409,00100,42,42,42,-111529,12792.75,290342.5,3012033.07142857,1140294,73517954,126505389
Short-term acute/general hospital,G300000,02410,00100,35,35,35,-155576,35536.5,117400,4707512.77142857,2357981.5,43025805,164762947
Short-term acute/general hospital,G300000,02411,00100,31,31,31,-392478,6788.5,39107,2299336.96774194,422337.5,36593454,71279446
Short-term acute/general hospital,G300000,02412,00100,24,24,24,-143467,11226,49385,2752947.29166667,852009,27178000,66070735
Short-term acute/general hospital,G300000,02413,00100,31,31,31,-470525,217868,1687172,2484681.64516129,3181697.5,17840987,77025131
Short-term acute/general hospital,G300000,02414,00100,18,18,18,-233042,13709.75,338392,3324029.66666667,4478333.25,20811299,59832534
Short-term acute/general hospital,G300000,02415,00100,16,16,16,-318473,-11949.75,185073,675504.375,926065.5,3307496,10808070
Short-term acute/general hospital,G300000,02416,00100,12,12,12,-40095,116864,668020,1727237.41666667,1490164.5,12697852,20726849
Short-term acute/general hospital,G300000,02417,00100,19,19,19,-623000,55938.5,252827,8776364.73684211,1082493,141246114,166750930
Short-term acute/general hospital,G300000,02418,00100,11,11,11,-108434,52330,202221,2893267.81818182,3249508,17356652,31825946
Short-term acute/general hospital,G300000,02419,00100,11,11,11,390,26269.5,137251,5756671.45454545,2652266.5,41632160,63323386
Short-term acute/general hospital,G300000,02420,00100,5,5,5,27509,29157,30640,340117.8,73750,1539533,1700589
Short-term acute/general hospital,G300000,02421,00100,2,2,2,1473789,28350873.75,55227958.5,55227958.5,82105043.25,108982128,110455917
Short-term acute/general hospital,G300000,02422,00100,1,1,1,55783,55783,55783,55783,55783,55783,55783
Short-term acute/general hospital,G300000,02423,00100,1,1,1,436067,436067,436067,436067,436067,436067,436067
Short-term acute/general hospital,G300000,02424,00100,2,2,2,17,11593690.25,23187363.5,23187363.5,34781036.75,46374710,46374727
Short-term acute/general hospital,G300000,02425,00100,1,1,1,468500,468500,468500,468500,468500,468500,468500
Short-term acute/general hospital,G300000,02426,00100,2,2,2,112,1571.5,3031,3031,4490.5,5950,6062
Short-term acute/general hospital,G300000,02430,00100,1,1,1,297005,297005,297005,297005,297005,297005,297005
Short-term acute/general hospital,G300000,02432,00100,1,1,1,7,7,7,7,7,7,7
Short-term acute/general hospital,G300000,02435,00100,1,1,1,-677855,-677855,-677855,-677855,-677855,-677855,-677855
Short-term acute/general hospital,G300000,02450,00100,82,82,82,-379901,34617.75,621099.5,2396853.18292683,1414470.25,51317185,196541961
Short-term acute/general hospital,G300000,02451,00100,17,17,17,369,125801,220490,408770.470588235,676920,1636800,6949098
Short-term acute/general hospital,G300000,02452,00100,2,2,2,7552,2029964,4052376,4052376,6074788,8097200,8104752
Short-term acute/general hospital,G300000,02470,00100,2,2,2,288628,966624.75,1644621.5,1644621.5,2322618.25,3000615,3289243
Short-term acute/general hospital,G300000,02500,00100,551,551,551,-13830260,1736093,8287462,29491385.1143376,28770376,866023657,16249753198
Short-term acute/general hospital,G300000,02600,00100,557,557,557,-355974149,-729048,6667301,24044712.4308797,32077365,779381326,13392904824
Short-term acute/general hospital,G300000,02700,00100,138,138,138,-24634160,-400.25,39325.5,1236586.13043478,535596.25,110162155,170648886
Short-term acute/general hospital,G300000,02701,00100,43,43,43,-1024084,2495,191390,5717634,2845053,105844001,245858262
Short-term acute/general hospital,G300000,02702,00100,17,17,17,-735431,2380,248887,4547529.76470588,2805989,51262140,77308006
Short-term acute/general hospital,G300000,02703,00100,13,13,13,-8,1013,27663,866306.076923077,102794,9743528,11261979
Short-term acute/general hospital,G300000,02704,00100,3,3,3,-1786300,-893093.5,113,-574034.666666667,32098,64083,-1722104
Short-term acute/general hospital,G300000,02705,00100,1,1,1,-377431,-377431,-377431,-377431,-377431,-377431,-377431
Short-term acute/general hospital,G300000,02706,00100,2,2,2,388,3791,7194,7194,10597,14000,14388
Short-term acute/general hospital,G300000,02707,00100,1,1,1,205,205,205,205,205,205,205
Short-term acute/general hospital,G300000,02708,00100,1,1,1,-26000,-26000,-26000,-26000,-26000,-26000,-26000
Short-term acute/general hospital,G300000,02709,00100,7,7,7,-185000,-12900,200600,598623.285714286,685310,2829943,4190363
Short-term acute/general hospital,G300000,02710,00100,6,6,6,-12931000,-49618,17114,-959483,221779.25,6921735,-5756898
Short-term acute/general hospital,G300000,02711,00100,5,5,5,-86000,-57000,-51000,10338.4,75,245617,51692
Short-term acute/general hospital,G300000,02712,00100,7,7,7,-21639000,-124.5,45284,-2848935.28571429,222709,1206000,-19942547
Short-term acute/general hospital,G300000,02713,00100,1,1,1,18,18,18,18,18,18,18
Short-term acute/general hospital,G300000,02714,00100,1,1,1,3253,3253,3253,3253,3253,3253,3253
Short-term acute/general hospital,G300000,02800,00100,164,164,164,-24634160,-3,90460,2936049.2195122,1445008.75,118364938,481512072
Short-term acute/general hospital,G300000,02900,00100,557,557,557,-355974149,-882282,6556291,23180238.3339318,31378794,779381326,12911392752
