provider_model_class,wksht_cd,line_num_chr,clmn_num_chr,n_rows,n_reports,nonzero_reports,min_value,p25_value,median_value,mean_value,p75_value,max_value,total_value
Critical access hospital,G200000,02103,00300,1,1,1,16706434,16706434,16706434,16706434,16706434,16706434,16706434
Critical access hospital,G200000,02104,00100,1,1,1,214,214,214,214,214,214,214
Critical access hospital,G200000,02104,00200,1,1,1,10197842,10197842,10197842,10197842,10197842,10197842,10197842
Critical access hospital,G200000,02104,00300,1,1,1,10198056,10198056,10198056,10198056,10198056,10198056,10198056
Critical access hospital,G200000,02105,00100,1,1,1,3089,3089,3089,3089,3089,3089,3089
Critical access hospital,G200000,02105,00200,1,1,1,7305662,7305662,7305662,7305662,7305662,7305662,7305662
Critical access hospital,G200000,02105,00300,1,1,1,7308751,7308751,7308751,7308751,7308751,7308751,7308751
Critical access hospital,G200000,02106,00100,1,1,1,22849,22849,22849,22849,22849,22849,22849
Critical access hospital,G200000,02106,00200,1,1,1,25401239,25401239,25401239,25401239,25401239,25401239,25401239
Critical access hospital,G200000,02106,00300,1,1,1,25424088,25424088,25424088,25424088,25424088,25424088,25424088
Critical access hospital,G200000,02107,00100,1,1,1,7635,7635,7635,7635,7635,7635,7635
Critical access hospital,G200000,02107,00200,1,1,1,8001544,8001544,8001544,8001544,8001544,8001544,8001544
Critical access hospital,G200000,02107,00300,1,1,1,8009179,8009179,8009179,8009179,8009179,8009179,8009179
Critical access hospital,G200000,02108,00200,1,1,1,1563631,1563631,1563631,1563631,1563631,1563631,1563631
Critical access hospital,G200000,02108,00300,1,1,1,1563631,1563631,1563631,1563631,1563631,1563631,1563631
Critical access hospital,G200000,02200,00200,5,5,5,1367145,2137927,5523124,4499528,6426855,7042589,22497640
Critical access hospital,G200000,02200,00300,5,5,5,1367145,2137927,5523124,4499528,6426855,7042589,22497640
Critical access hospital,G200000,02300,00100,7,7,7,2383,8507,9644,331471.571428571,80568,2130124,2320301
Critical access hospital,G200000,02300,00200,7,7,7,336705,2101632,10672697,33474742,46239571,126631386,234323194
Critical access hospital,G200000,02300,00300,12,12,12,7889,27577.25,1542276.5,19720291.25,11918510.5,126631386,236643495
Critical access hospital,G200000,02600,00100,1,1,1,279,279,279,279,279,279,279
Critical access hospital,G200000,02600,00200,3,3,3,1592877,2953438.5,4314000,4986704.66666667,6683618.5,9053237,14960114
Critical access hospital,G200000,02600,00300,3,3,3,1592877,2953438.5,4314000,4986797.66666667,6683758,9053516,14960393
Critical access hospital,G200000,02700,00100,50,50,50,-33426,190646.75,1627307,11043821.66,13857558.75,82435398,552191083
Critical access hospital,G200000,02700,00200,31,31,31,-820638,299551.5,1632255,16199628.4193548,21254084.5,87662782,502188481
Critical access hospital,G200000,02700,00300,63,63,63,-852710,552573,2775791,16736183.5555556,25457376.5,89229124,1054379564
Critical access hospital,G200000,02701,00100,19,19,19,165,136355.5,6121158,24068177.631579,24512341.5,110804433,457295375
Critical access hospital,G200000,02701,00200,21,21,21,70,127550,3555389,16280239.6666667,11676084,129470652,341885033
Critical access hospital,G200000,02701,00300,27,27,27,70,1948121.5,12016777,29599274.3703704,44181128,129470652,799180408
Critical access hospital,G200000,02702,00100,10,10,10,1,72313.75,884589.5,14604830.1,11325208,97685312,146048301
Critical access hospital,G200000,02702,00200,12,12,12,2,169944.5,2504482,110174617.333333,11114672.25,1196867949,1322095408
Critical access hospital,G200000,02702,00300,16,16,16,3,257970.25,4807272,91758981.8125,25692638.75,1204887754,1468143709
Critical access hospital,G200000,02703,00100,1,1,1,111193517,111193517,111193517,111193517,111193517,111193517,111193517
Critical access hospital,G200000,02703,00200,6,6,6,818,2274692.25,11922650.5,67916025,75801086.75,287497426,407496150
Critical access hospital,G200000,02703,00300,6,6,6,818,2274692.25,11922650.5,86448277.8333333,75801086.75,398690943,518689667
Critical access hospital,G200000,02704,00100,3,3,3,792,250005,499218,54896355.6666667,82344137.5,164189057,164689067
Critical access hospital,G200000,02704,00200,3,3,3,23896295,27167563.5,30438832,152041210.666667,216113668.5,401788505,456123632
Critical access hospital,G200000,02704,00300,4,4,4,24395513,28928596.25,97314340.5,155203174.75,223588919,401788505,620812699
Critical access hospital,G200000,02705,00200,1,1,1,14958590,14958590,14958590,14958590,14958590,14958590,14958590
Critical access hospital,G200000,02705,00300,1,1,1,14958590,14958590,14958590,14958590,14958590,14958590,14958590
Critical access hospital,G200000,02706,00100,1,1,1,81701,81701,81701,81701,81701,81701,81701
Critical access hospital,G200000,02706,00200,2,2,2,175,50693041,101385907,101385907,152078773,202771639,202771814
Critical access hospital,G200000,02706,00300,2,2,2,175,50713466.25,101426757.5,101426757.5,152140048.75,202853340,202853515
Critical access hospital,G200000,02707,00200,1,1,1,4222839,4222839,4222839,4222839,4222839,4222839,4222839
Critical access hospital,G200000,02707,00300,1,1,1,4222839,4222839,4222839,4222839,4222839,4222839,4222839
Critical access hospital,G200000,02708,00200,1,1,1,660273,660273,660273,660273,660273,660273,660273
Critical access hospital,G200000,02708,00300,1,1,1,660273,660273,660273,660273,660273,660273,660273
Critical access hospital,G200000,02709,00200,1,1,1,14396581,14396581,14396581,14396581,14396581,14396581,14396581
Critical access hospital,G200000,02709,00300,1,1,1,14396581,14396581,14396581,14396581,14396581,14396581,14396581
Critical access hospital,G200000,02799,00100,1,1,1,6140,6140,6140,6140,6140,6140,6140
Critical access hospital,G200000,02799,00200,2,2,2,45200,53658.5,62117,62117,70575.5,79034,124234
Critical access hospital,G200000,02799,00300,2,2,2,51340,58263.5,65187,65187,72110.5,79034,130374
Critical access hospital,G200000,02800,00100,146,146,146,542425,26312301.25,78764826.5,871729295.952055,564976595.75,12102101656,127272477209
Critical access hospital,G200000,02800,00200,102,102,102,205,4860681.75,195431485.5,1253742315.26471,1415641184.75,12564146840,127881716157
Critical access hospital,G200000,02800,00300,146,146,146,1299401,37650576.75,98759730.5,1747631461.41096,1087538458.25,24666248496,255154193366
Critical access hospital,G200000,02900,00200,232,232,232,5456119,37713151,76746645,401481261.452586,164129853,7352531125,93143652657
Critical access hospital,G200000,03000,00100,18,18,18,626279,1709129.25,4466091,16322367.3333333,12158757.75,184182017,293802612
Critical access hospital,G200000,03100,00100,20,20,20,83977,1334704,2395551.5,9499247.4,7708939.5,65842462,189984948
Critical access hospital,G200000,03200,00100,14,14,14,13641,521781.75,895634,1606713.21428571,2087412.25,5954895,22493985
Critical access hospital,G200000,03300,00100,13,13,13,17542,280583,1164930,1491953.07692308,2395545,4903134,19395390
Critical access hospital,G200000,03400,00100,1,1,1,5899973,5899973,5899973,5899973,5899973,5899973,5899973
Critical access hospital,G200000,03500,00100,2,2,2,431337,703641.25,975945.5,975945.5,1248249.75,1520554,1951891
Critical access hospital,G200000,03600,00200,28,28,28,315556,2563381,7582115.5,19054599.9642857,16561379.5,250024479,533528799
Critical access hospital,G200000,03700,00100,13,13,13,7,999670,13138632,210869053.307692,16657076,1414892786,2741297693
Critical access hospital,G200000,03701,00100,1,1,1,8,8,8,8,8,8,8
Critical access hospital,G200000,03800,00100,10,10,10,32502,947812.5,6830007.5,35154970.1,56748264,132898222,351549701
Critical access hospital,G200000,03900,00100,6,6,6,4535901,5191456.25,52924616,83379079.5,110941873.25,270327982,500274477
Critical access hospital,G200000,04000,00100,3,3,3,241824,941093.5,1640363,7030356.66666667,10424623,19208883,21091070
Critical access hospital,G200000,04100,00100,1,1,1,497333666,497333666,497333666,497333666,497333666,497333666,497333666
Critical access hospital,G200000,04200,00200,19,19,19,7,1417817,14554863,216397190.263158,116568534,1492670240,4111546615
Critical access hospital,G200000,04300,00200,232,232,232,5456119,37787955,76783663,386058770.866379,164129853,6555159218,89565634841
Critical access hospital,G300000,00100,00100,146,146,146,1299401,37650576.75,98759730.5,1747631461.41096,1087538458.25,24666248496,255154193366
Critical access hospital,G300000,00200,00100,113,113,113,-219485480,27106684,117045046,1609471273.00885,1863073136,17837460051,181870253850
Critical access hospital,G300000,00300,00100,146,146,146,653603,13912784,55723739,501944791.20548,259678057,6828788445,73283939516
Critical access hospital,G300000,00400,00100,232,232,232,5456119,37787955,76783663,386058770.866379,164129853,6555159218,89565634841
Critical access hospital,G300000,00500,00100,232,232,232,-1379045384,-89458907.5,-40613585,-70179721.2284483,-12583791.5,273629227,-16281695325
Critical access hospital,G300000,00600,00100,26,26,26,1000,134413.25,1237950,14824385.1538462,5986225.5,129289234,385434014
Critical access hospital,G300000,00700,00100,37,37,37,-12208807,50537,938840,46813104.4864865,9647287,809462487,1732084866
Critical access hospital,G300000,00800,00100,3,3,3,272,54013,107754,451753,677493.5,1247233,1355259
Critical access hospital,G300000,00900,00100,1,1,1,7116,7116,7116,7116,7116,7116,7116
Critical access hospital,G300000,01000,00100,7,7,7,12351,68215.5,92199,2029488,1771786.5,10421862,14206416
Critical access hospital,G300000,01100,00100,19,19,19,-24332,8128.5,175077,1159591,1095194.5,10674641,22032229
Critical access hospital,G300000,01200,00100,8,8,8,63020,587554.25,1942787,3234340.625,4583971,10906776,25874725
Critical access hospital,G300000,01300,00100,1,1,1,44207,44207,44207,44207,44207,44207,44207
Critical access hospital,G300000,01400,00100,38,38,38,376,138862,422538.5,2111104.44736842,1803382.75,14542162,80221969
Critical access hospital,G300000,01500,00100,8,8,8,1020,3845.5,21022.5,188886.625,350418.75,599197,1511093
Critical access hospital,G300000,01600,00100,6,6,6,200,2170.25,8860.5,50473.5,52019.5,218574,302841
Critical access hospital,G300000,01700,00100,12,12,12,1905,377236.25,13598527.5,81548304.25,31743483,824332590,978579651
Critical access hospital,G300000,01800,00100,33,33,33,16,304,1290,69525.4848484849,7842,749366,2294341
Critical access hospital,G300000,01900,00100,5,5,5,-2513,1850,7350,2577069.2,750324,12128335,12885346
Critical access hospital,G300000,02000,00100,17,17,17,1,4,670,71778.2352941177,106772,504598,1220230
Critical access hospital,G300000,02100,00100,10,10,10,536,5758.25,27019.5,211368.9,67212.5,1786158,2113689
Critical access hospital,G300000,02200,00100,26,26,26,300,92892.25,289479,1513793.57692308,1107964.25,12363157,39358633
Critical access hospital,G300000,02300,00100,62,62,62,-7528909,7618012.5,29359902.5,59153760.4032258,63920888.75,418922868,3667533145
Critical access hospital,G300000,02400,00100,105,105,105,-108469042,17317,509079,16316143.6666667,6081899,632688674,1713195085
Critical access hospital,G300000,02401,00100,37,37,37,-10428,80549,911240,52595660.7027027,16318912,1055013569,1946039446
Critical access hospital,G300000,02402,00100,27,27,27,-71995958,38948.5,1188530,38050654.5925926,14850021.5,523310340,1027367674
Critical access hospital,G300000,02403,00100,26,26,26,-1581075,187.25,314520,6343323.26923077,9235081,45887984,164926405
Critical access hospital,G300000,02404,00100,20,20,20,-13291486,5012.75,985143.5,6090385.25,7645850.5,59842945,121807705
Critical access hospital,G300000,02405,00100,11,11,11,-148015,588.5,35884,1502857.45454545,1906189,9227815,16531432
Critical access hospital,G300000,02406,00100,10,10,10,1514,1404125,2204415.5,7996950.3,2923859.5,61661084,79969503
Critical access hospital,G300000,02407,00100,10,10,10,3968,36445,172590.5,6888511.3,4811123.75,43196499,68885113
Critical access hospital,G300000,02408,00100,10,10,10,-11268357,4093.5,35272,389447.6,1796941.75,7588097,3894476
Critical access hospital,G300000,02409,00100,6,6,6,-975190,65.5,83873,2942187.16666667,731220.75,17541434,17653123
Critical access hospital,G300000,02410,00100,8,8,8,20,3001.75,2005103,7449483,7845665.25,38523998,59595864
Critical access hospital,G300000,02411,00100,8,8,8,424,75442.25,1094336.5,24922462,14092094,166706414,199379696
Critical access hospital,G300000,02412,00100,8,8,8,888,49204,2177260,10786739.125,5719987.75,67965002,86293913
Critical access hospital,G300000,02413,00100,6,6,6,640,172803.75,1364940,13560977.8333333,9047559.75,67251489,81365867
Critical access hospital,G300000,02414,00100,7,7,7,473,7819,15936,40452947.5714286,2200855.5,278736875,283170633
Critical access hospital,G300000,02415,00100,8,8,8,38,38110,452946,2591227.75,3012599.5,12784462,20729822
Critical access hospital,G300000,02416,00100,4,4,4,33325,55754.5,338143.5,1237459.75,1519848.75,4240227,4949839
Critical access hospital,G300000,02417,00100,5,5,5,300,781,843,17798119,104096,88884575,88990595
Critical access hospital,G300000,02418,00100,5,5,5,1436,8897,232760,32006435.8,304017,159485069,160032179
Critical access hospital,G300000,02419,00100,3,3,3,15,455.5,896,504499,756741,1512586,1513497
Critical access hospital,G300000,02420,00100,1,1,1,2066387,2066387,2066387,2066387,2066387,2066387,2066387
Critical access hospital,G300000,02421,00100,1,1,1,5339045,5339045,5339045,5339045,5339045,5339045,5339045
Critical access hospital,G300000,02422,00100,1,1,1,10,10,10,10,10,10,10
Critical access hospital,G300000,02423,00100,1,1,1,951,951,951,951,951,951,951
Critical access hospital,G300000,02447,00100,1,1,1,13364705,13364705,13364705,13364705,13364705,13364705,13364705
Critical access hospital,G300000,02448,00100,1,1,1,41132388,41132388,41132388,41132388,41132388,41132388,41132388
Critical access hospital,G300000,02449,00100,1,1,1,655114900,655114900,655114900,655114900,655114900,655114900,655114900
Critical access hospital,G300000,02450,00100,3,3,3,-1902285,-948356.5,5572,16716095.3333333,26025285.5,52044999,50148286
Critical access hospital,G300000,02451,00100,1,1,1,6760738,6760738,6760738,6760738,6760738,6760738,6760738
Critical access hospital,G300000,02453,00100,1,1,1,-11123154,-11123154,-11123154,-11123154,-11123154,-11123154,-11123154
Critical access hospital,G300000,02454,00100,1,1,1,-5200000,-5200000,-5200000,-5200000,-5200000,-5200000,-5200000
Critical access hospital,G300000,02455,00100,1,1,1,84135088,84135088,84135088,84135088,84135088,84135088,84135088
Critical access hospital,G300000,02456,00100,1,1,1,88107172,88107172,88107172,88107172,88107172,88107172,88107172
Critical access hospital,G300000,02500,00100,130,130,130,-108469042,1032967.75,18783709,108024601.176923,99582279.5,2093079988,14043198153
Critical access hospital,G300000,02600,00100,226,226,226,-639402676,-62859524,-22883570.5,-9904854.74336283,574012.25,1574863035,-2238497172
Critical access hospital,G300000,02700,00100,33,33,33,-95580965,92722,3564255,42405417.7878788,10757562,635351872,1399378787
Critical access hospital,G300000,02701,00100,11,11,11,-7915,44442,271119,12197404.8181818,3617858.5,115972321,134171453
Critical access hospital,G300000,02702,00100,6,6,6,-41210,60450,316337.5,992344,1828750.25,3054557,5954064
Critical access hospital,G300000,02703,00100,1,1,1,-1122857,-1122857,-1122857,-1122857,-1122857,-1122857,-1122857
Critical access hospital,G300000,02709,00100,2,2,2,-41286759,-30965052.25,-20643345.5,-20643345.5,-10321638.75,68,-41286691
Critical access hospital,G300000,02710,00100,1,1,1,433858,433858,433858,433858,433858,433858,433858
Critical access hospital,G300000,02711,00100,2,2,2,9644,1200995.25,2392346.5,2392346.5,3583697.75,4775049,4784693
Critical access hospital,G300000,02728,00100,2,2,2,8155942,9727892.5,11299843,11299843,12871793.5,14443744,22599686
Critical access hospital,G300000,02800,00100,40,40,40,-95580969,203795,3660967,38122824.825,14614039.75,635351872,1524912993
Critical access hospital,G300000,02900,00100,226,226,226,-639402676,-62859524,-24460671.5,-16652257.3672566,431947.5,1571105356,-3763410165
Rural primary care hospital,G000000,00100,00100,3,3,3,-24498,-9533.5,5431,5011027.66666667,7528790.5,15052150,15033083
Rural primary care hospital,G000000,00400,00100,4,4,4,4735261,5000104,7109809.5,7104199,9213904.5,9461916,28416796
Rural primary care hospital,G000000,00500,00100,1,1,1,6539242,6539242,6539242,6539242,6539242,6539242,6539242
Rural primary care hospital,G000000,00600,00100,2,2,2,-889366,-781886.25,-674406.5,-674406.5,-566926.75,-459447,-1348813
Rural primary care hospital,G000000,00700,00100,2,2,2,262680,294343.75,326007.5,326007.5,357671.25,389335,652015
Rural primary care hospital,G000000,00800,00100,3,3,3,122320,484523.5,846727,784701,1115891.5,1385056,2354103
Rural primary care hospital,G000000,00900,00100,1,1,1,839330,839330,839330,839330,839330,839330,839330
Rural primary care hospital,G000000,01100,00100,4,4,4,4735261,5241752.5,7401741.5,13121439,15281428,32947012,52485756
Rural primary care hospital,G000000,01200,00100,1,1,1,3212367,3212367,3212367,3212367,3212367,3212367,3212367
Rural primary care hospital,G000000,01300,00100,2,2,2,410305,506095.5,601886,601886,697676.5,793467,1203772
Rural primary care hospital,G000000,01500,00100,4,4,4,26177728,31444048.75,37365058,73824991.25,79746000.5,194392121,295299965
Rural primary care hospital,G000000,01600,00100,3,3,3,-33298273,-20956934,-8615595,-15726487,-6940594,-5265593,-47179461
Rural primary care hospital,G000000,01700,00100,3,3,3,1547389,2006770.5,2466152,8128070.33333333,11418411,20370670,24384211
Rural primary care hospital,G000000,01800,00100,1,1,1,-5841941,-5841941,-5841941,-5841941,-5841941,-5841941,-5841941
Rural primary care hospital,G000000,01900,00100,2,2,2,3392393,3846545.75,4300698.5,4300698.5,4754851.25,5209004,8601397
Rural primary care hospital,G000000,02100,00100,1,1,1,2887969,2887969,2887969,2887969,2887969,2887969,2887969
Rural primary care hospital,G000000,02200,00100,1,1,1,-2617062,-2617062,-2617062,-2617062,-2617062,-2617062,-2617062
Rural primary care hospital,G000000,02300,00100,2,2,2,8380,181921.25,355462.5,355462.5,529003.75,702545,710925
Rural primary care hospital,G000000,02400,00100,2,2,2,-10079862,-8603138.5,-7126415,-7126415,-5649691.5,-4172968,-14252830
Rural primary care hospital,G000000,02500,00100,1,1,1,35084269,35084269,35084269,35084269,35084269,35084269,35084269
Rural primary care hospital,G000000,02600,00100,1,1,1,-30088487,-30088487,-30088487,-30088487,-30088487,-30088487,-30088487
Rural primary care hospital,G000000,03000,00100,4,4,4,25269034,28156804.75,31017213.5,67851273.5,70711682.25,184101633,271405094
Rural primary care hospital,G000000,03100,00100,1,1,1,124371622,124371622,124371622,124371622,124371622,124371622,124371622
Rural primary care hospital,G000000,03400,00100,3,3,3,14633,36144,57655,2526978.66666667,3783151.5,7508648,7580936
Rural primary care hospital,G000000,03500,00100,3,3,3,14633,36144,57655,43984186,65968962.5,131880270,131952558
Rural primary care hospital,G000000,03600,00100,4,4,4,34529978,34672186.25,36192257.5,113960852,115480923.25,348928915,455843408
Rural primary care hospital,G000000,03700,00100,4,4,4,-12731573,-3144353,2965155.5,-228597.25,5880911.25,5886873,-914389
Rural primary care hospital,G000000,03800,00100,4,4,4,-1587261,-30823.5,642750.5,568045.25,1241619.25,2573941,2272181
Rural primary care hospital,G000000,03900,00100,2,2,2,171723,245669.25,319615.5,319615.5,393561.75,467508,639231
Rural primary care hospital,G000000,04100,00100,1,1,1,-25919334,-25919334,-25919334,-25919334,-25919334,-25919334,-25919334
Rural primary care hospital,G000000,04300,00100,2,2,2,2110465,9729533.5,17348602,17348602,24967670.5,32586739,34697204
Rural primary care hospital,G000000,04400,00100,2,2,2,1612800,8923750.5,16234701,16234701,23545651.5,30856602,32469402
Rural primary care hospital,G000000,04500,00100,4,4,4,-40238168,-8090546,6447589,10811073.75,25349208.75,70587285,43244295
Rural primary care hospital,G000000,04900,00100,2,2,2,10566,6497892,12985218,12985218,19472544,25959870,25970436
Rural primary care hospital,G000000,05000,00100,2,2,2,10566,6497892,12985218,12985218,19472544,25959870,25970436
Rural primary care hospital,G100000,00100,00200,4,4,4,-280601196,-73808279.25,-3902626.5,-65475009.75,4430643,26506410,-261900039
Rural primary care hospital,G100000,00200,00200,42,42,42,-847847063,-235394550.5,-105094499,-161533903.404762,-64851949.75,4766335,-6784423943
Rural primary care hospital,G100000,00300,00200,42,42,42,-847847063,-245387825.5,-108611658,-167769618.619048,-66369899.5,31272745,-7046323982
Rural primary care hospital,G100000,00400,00100,1,1,1,3752219,3752219,3752219,3752219,3752219,3752219,3752219
Rural primary care hospital,G100000,01000,00200,1,1,1,3752219,3752219,3752219,3752219,3752219,3752219,3752219
Rural primary care hospital,G100000,01100,00200,42,42,42,-847847063,-245387825.5,-108611658,-167680280.071429,-66369899.5,35024964,-7042571763
Rural primary care hospital,G100000,01200,00100,1,1,1,23178715,23178715,23178715,23178715,23178715,23178715,23178715
Rural primary care hospital,G100000,01800,00200,1,1,1,23178715,23178715,23178715,23178715,23178715,23178715,23178715
Rural primary care hospital,G100000,01900,00200,42,42,42,-847847063,-245387825.5,-108611658,-168232154.238095,-66369899.5,35024964,-7065750478
Rural primary care hospital,G200000,00100,00100,4,4,4,1279914,74346234.75,120489118.5,143802423.75,189945307.5,332951544,575209695
Rural primary care hospital,G200000,00100,00300,4,4,4,1279914,74346234.75,120489118.5,143802423.75,189945307.5,332951544,575209695
Rural primary care hospital,G200000,00500,00100,2,2,2,930044,1099060.25,1268076.5,1268076.5,1437092.75,1606109,2536153
Rural primary care hospital,G200000,00500,00300,2,2,2,930044,1099060.25,1268076.5,1268076.5,1437092.75,1606109,2536153
Rural primary care hospital,G200000,00700,00100,1,1,1,7977795,7977795,7977795,7977795,7977795,7977795,7977795
Rural primary care hospital,G200000,00700,00300,1,1,1,7977795,7977795,7977795,7977795,7977795,7977795,7977795
Rural primary care hospital,G200000,01000,00100,4,4,4,10863818,77439743.75,120954140.5,146430910.75,189945307.5,332951544,585723643
Rural primary care hospital,G200000,01000,00300,4,4,4,10863818,77439743.75,120954140.5,146430910.75,189945307.5,332951544,585723643
Rural primary care hospital,G200000,01700,00100,4,4,4,10863818,77439743.75,120954140.5,146430910.75,189945307.5,332951544,585723643
Rural primary care hospital,G200000,01700,00300,4,4,4,10863818,77439743.75,120954140.5,146430910.75,189945307.5,332951544,585723643
Rural primary care hospital,G200000,01800,00100,4,4,4,1975970,16937727.5,24432159.5,35635784.75,43130216.75,91702850,142543139
Rural primary care hospital,G200000,01800,00200,3,3,3,1500,267000,532500,3915538.66666667,5872558,11212616,11746616
Rural primary care hospital,G200000,01800,00300,4,4,4,13188586,19742006.5,24699159.5,38572438.75,43529591.75,91702850,154289755
Rural primary care hospital,G200000,01900,00100,1,1,1,79739,79739,79739,79739,79739,79739,79739
Rural primary care hospital,G200000,01900,00200,1,1,1,4553811,4553811,4553811,4553811,4553811,4553811,4553811
Rural primary care hospital,G200000,01900,00300,1,1,1,4633550,4633550,4633550,4633550,4633550,4633550,4633550
Rural primary care hospital,G200000,02700,00100,1,1,1,151567,151567,151567,151567,151567,151567,151567
Rural primary care hospital,G200000,02700,00200,1,1,1,974661,974661,974661,974661,974661,974661,974661
Rural primary care hospital,G200000,02700,00300,2,2,2,151567,357340.5,563114,563114,768887.5,974661,1126228
Rural primary care hospital,G200000,02800,00100,4,4,4,12919527,126494713.5,177843839,182124522,233473647.5,359890883,728498088
Rural primary care hospital,G200000,02800,00200,3,3,3,1500,267000,532500,5758362.66666667,8636794,16741088,17275088
Rural primary care hospital,G200000,02800,00300,4,4,4,29660615,130681110.5,177844589,186443294,233606772.5,360423383,745773176
Rural primary care hospital,G200000,02900,00200,42,42,42,12569941,66369899.5,105094499,164389764.5,235394550.5,847847063,6904370109
Rural primary care hospital,G200000,03000,00100,2,2,2,1067378,9184129,17300880,17300880,25417631,33534382,34601760
Rural primary care hospital,G200000,03100,00100,2,2,2,600962,1998818.75,3396675.5,3396675.5,4794532.25,6192389,6793351
Rural primary care hospital,G200000,03600,00200,2,2,2,1668340,11182947.75,20697555.5,20697555.5,30212163.25,39726771,41395111
Rural primary care hospital,G200000,03700,00100,1,1,1,8867,8867,8867,8867,8867,8867,8867
Rural primary care hospital,G200000,04200,00200,1,1,1,8867,8867,8867,8867,8867,8867,8867
Rural primary care hospital,G200000,04300,00200,42,42,42,14229414,66369899.5,108611658,165375151.261905,235394550.5,847847063,6945756353
Rural primary care hospital,G300000,00100,00100,4,4,4,29660615,130681110.5,177844589,186443294,233606772.5,360423383,745773176
Rural primary care hospital,G300000,00200,00100,4,4,4,10579208,26803907.75,84592708,126229277.75,184018078,325152487,504917111
Rural primary care hospital,G300000,00300,00100,4,4,4,19081407,25306352.25,31326115,60214016.25,66233779,159122428,240856065
Rural primary care hospital,G300000,00400,00100,42,42,42,14229414,66369899.5,108611658,165375151.261905,235394550.5,847847063,6945756353
Rural primary care hospital,G300000,00500,00100,42,42,42,-847847063,-235394550.5,-105094499,-159640483.047619,-64851949.75,33600752,-6704900288
Rural primary care hospital,G300000,00700,00100,2,2,2,-878,5322.75,11523.5,11523.5,17724.25,23925,23047
Rural primary care hospital,G300000,01400,00100,2,2,2,6595,8897,11199,11199,13501,15803,22398
Rural primary care hospital,G300000,02100,00100,1,1,1,6593,6593,6593,6593,6593,6593,6593
Rural primary care hospital,G300000,02200,00100,2,2,2,27734,52588.75,77443.5,77443.5,102298.25,127153,154887
Rural primary care hospital,G300000,02400,00100,4,4,4,-78472316,-20511861.5,-586303,-19868847,56711.5,169534,-79475388
Rural primary care hospital,G300000,02500,00100,4,4,4,-78472316,-20400358.25,-482840.5,-19817115.75,100402,169534,-79268463
Rural primary care hospital,G300000,02600,00100,42,42,42,-847847063,-235394550.5,-105094499,-161527827.404762,-64851949.75,5021527,-6784168751
Rural primary care hospital,G300000,02701,00100,1,1,1,255192,255192,255192,255192,255192,255192,255192
Rural primary care hospital,G300000,02800,00100,1,1,1,255192,255192,255192,255192,255192,255192,255192
Rural primary care hospital,G300000,02900,00100,42,42,42,-847847063,-235394550.5,-105094499,-161533903.404762,-64851949.75,4766335,-6784423943
Short-term acute/general hospital,G000000,00100,00100,522,522,522,-3808382164,4293.5,900738,36280404.7643678,24987245.75,1908839171,18938371287
Short-term acute/general hospital,G000000,00100,00200,1,1,1,52092,52092,52092,52092,52092,52092,52092
Short-term acute/general hospital,G000000,00200,00100,77,77,77,-91535508,1065366,25435202,98830659.4025974,142113193,1403777608,7609960774
Short-term acute/general hospital,G000000,00200,00200,1,1,1,23391626,23391626,23391626,23391626,23391626,23391626,23391626
Short-term acute/general hospital,G000000,00200,00300,1,1,1,2232835,2232835,2232835,2232835,2232835,2232835,2232835
Short-term acute/general hospital,G000000,00300,00100,44,44,44,-604572,28853.25,246290.5,14198521.9318182,2410942.25,204957268,624734965
Short-term acute/general hospital,G000000,00400,00100,539,539,539,-217669062,14919605,53739282,143602944.615955,149327249,2046993000,77401987148
Short-term acute/general hospital,G000000,00500,00100,462,462,462,-258751526,266982.25,1669495.5,29515782.5151515,10887884,3260584415,13636291522
Short-term acute/general hospital,G000000,00600,00100,468,468,468,-1073909273,-97188078.5,-24167316,-86899680.3611111,-5366674,248566810,-40669050409
Short-term acute/general hospital,G000000,00700,00100,522,522,522,-143393432,854960.25,3708409.5,5808610.70881226,8589341,60734442,3032094790
Short-term acute/general hospital,G000000,00800,00100,462,462,462,-3580980,116629.25,469937.5,2385732.51948052,1884347,78966000,1102208424
Short-term acute/general hospital,G000000,00900,00100,245,245,245,-50794676,45833,768153,39911192.5918367,5938188,1098500999,9778242185
Short-term acute/general hospital,G000000,01000,00100,160,160,160,-216403975,28553.75,2258489.5,81391497.83125,25843750,2879281573,13022639653
Short-term acute/general hospital,G000000,01100,00100,543,543,543,-3468642537,12637707,51614474,192407882.760589,164624077.5,4130094873,104477480339
Short-term acute/general hospital,G000000,01100,00200,2,2,2,52092,5886975.5,11721859,11721859,17556742.5,23391626,23443718
Short-term acute/general hospital,G000000,01100,00300,1,1,1,2232835,2232835,2232835,2232835,2232835,2232835,2232835
Short-term acute/general hospital,G000000,01200,00100,492,492,492,2432,840964.25,4198890,13907067.304878,12133555.75,509690000,6842277114
Short-term acute/general hospital,G000000,01300,00100,476,476,476,-22767044,513970,1980199.5,6320732.21428571,4989676.25,509690000,3008668534
Short-term acute/general hospital,G000000,01400,00100,453,453,453,-252349259,-3486637,-1267487,-4509781.33774834,-305258,1050189,-2042930946
Short-term acute/general hospital,G000000,01500,00100,527,527,527,-575820,22435067,82692734,251333067.229602,206522089.5,9237262000,132452526430
Short-term acute/general hospital,G000000,01600,00100,506,506,506,-4386369000,-92161921,-31704338,-78191237.9268775,-8486980.75,148325,-39564766391
