rpt_rec_num,prvdr_num_chr,provider_name,city,state_abbrev,raw_provider_model_class,clean_provider_model_class,clean_provider_group,revenue_source_method,revenue_use_for_model_flag,operating_revenue_candidate,operating_income_candidate,operating_margin_candidate,diagnostic_margin_stress_tier,diagnostic_margin_note,stabilization_tier,stabilization_basis,annual_transition_support_cap_model
823398,010056,ST VINCENTS BIRMINGHAM,BIRMINGHAM,AL,Critical access hospital,Large hospital misclassified as CAH,General acute / academic,standard_g2_l028_split,TRUE,563234810,-55304620,-0.0981910546331467,3,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
826542,370078,OSU MEDICAL CENTER,TULSA,OK,Critical access hospital,Large hospital misclassified as CAH,General acute / academic,standard_g2_l028_split,TRUE,222403759,-20137799,-0.090546126965417,3,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
823938,420026,MUSC HEALTH COLUMBIA MEDICAL CENTER,COLUMBIA,SC,Critical access hospital,Large hospital misclassified as CAH,General acute / academic,standard_g2_l028_split,TRUE,356413828,-30778407,-0.0863558161385366,3,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
825832,280009,CHI HEALTH GOOD SAMARITAN,KEARNEY,NE,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,missing_or_unusable,FALSE,187973143,-187973143,-1,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
825872,350002,ST ALEXIUS MEDICAL CENTER,BISMARCK,ND,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,missing_or_unusable,FALSE,355974149,-355974149,-1,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
826044,351324,MERCY HOSPITAL OF VALLEY CITY,VALLEY CITY,ND,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,missing_or_unusable,FALSE,14642587,-14642587,-1,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
826219,351333,MERCY HOSPITAL,DEVILS LAKE,ND,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,missing_or_unusable,FALSE,35574013,-35574013,-1,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
826220,351334,MERCY MEDICAL CENTER,WILLISTON,ND,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,missing_or_unusable,FALSE,104868969,-104868969,-1,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
827712,280081,CHI HEALTH IMMANUEL,OMAHA,NE,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,missing_or_unusable,FALSE,226146548,-226146548,-1,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
827988,221990,CHESTNUT HILL BENEVOLENT ASSOCIATION,CHESTNUT HILL,MA,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,9897969,-7103427,-0.717665108872335,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
825933,501992,SUNRISE HAVEN,KENT,WA,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,1640823,-1146271,-0.698595156211243,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
816980,051993,ARDEN WOOD INC.,SAN FRANCISCO,CA,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,9885840,-6359069,-0.643250244794575,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
824911,051991,BROADVIEW INC.,LOS ANGELES,CA,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,g2_total_only_no_outpatient_split,FALSE,3982546,-2452836,-0.615896464221631,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
812054,491991,LYNN HOUSE OF POTOMAC VALLEY INC.,ALEXANDRIA,VA,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,3413702,-2085811,-0.611011447396404,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
827611,241991,BEACON HAVEN,NEW BRIGHTON,MN,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,1162376,-584017,-0.502433807993283,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
825559,190312,OUR LADY OF THE ANGELS HOSPITAL MC,BOGALUSA,LA,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,85406818,-39970639,-0.468002905810166,4,diagnostic severe margin stress; not used for final tier,Tier 2 - moderate transition support,UC burden safety-net trigger,326219.013184828
825212,230241,ASCENSION RIVER DISTRICT HOSPITAL,EAST CHINA,MI,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,30143051,-12874679,-0.427119305209018,4,diagnostic severe margin stress; not used for final tier,Tier 2 - moderate transition support,UC burden safety-net trigger,148814.231620322
799053,041307,CROSSRIDGE COMMUNITY HOSPITAL,WYNNE,AR,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,21211463,-7940784,-0.3743628621939,4,diagnostic severe margin stress; not used for final tier,Tier 3 - high transition support,UC burden safety-net trigger,227436.153860195
812609,140103,ST. BERNARD HOSPITAL,CHICAGO,IL,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,141650207,-52366448,-0.369688467874953,4,diagnostic severe margin stress; not used for final tier,Tier 2 - moderate transition support,UC burden safety-net trigger,483297.875172794
816055,360026,GREENE MEMORIAL HOSPITAL INC.,XENIA,OH,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,52850132,-16900498,-0.319781566486911,4,diagnostic severe margin stress; not used for final tier,Tier 2 - moderate transition support,UC burden safety-net trigger,324900.82304683
809783,480001,ROY L SCHNEIDER HOSPITAL,ST. THOMAS,VI,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,114497477,-35681730,-0.311637696610555,4,diagnostic severe margin stress; not used for final tier,Tier 2 - moderate transition support,UC burden safety-net trigger,361529.669586123
829287,451990,THE LEAVES INC.,RICHARDSON,TX,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,3729293,-1160792,-0.311263287706276,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
823413,050168,ST JUDE MEDICAL CENTER FULLERTON,FULLERTON,CA,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,984631020,-302061113,-0.306775946384464,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
814267,140158,INSIGHTS HOSPITAL AND MEDICAL CENTER,CHICAGO,IL,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,162546223,-49671594,-0.305584424437841,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
824005,050069,ST. JOSEPH HOSPITAL OF ORANGE,ORANGE,CA,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,1027528969,-300636646,-0.292582160766311,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
812394,050784,ADVENTIST HEALTH TULARE,TULARE,CA,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,105625462,-29549718,-0.279759420129211,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
824499,140224,ASCENSION SAINT JOSEPH HOSP-CHICAGO,CHICAGO,IL,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,251420776,-62775224,-0.249681927638311,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
827180,040007,ST VINCENT INFIRMARY MEDICAL CENTER,LITTLE ROCK,AR,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,548155396,-136221640,-0.248509165455702,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
829661,230077,MYMICHIGAN MEDICAL CENTER SAGINAW,SAGINAW,MI,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,324892160,-80201127,-0.246854608618441,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
812285,050301,ADVENTIST HEALTH UKIAH VALLEY,UKIAH,CA,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,276281000,-64785094,-0.234489863580919,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
824184,440200,SAINT THOMAS STONES RIVER HOSPITAL,WOODBURY,TN,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,15499789,-3542640,-0.228560530727225,4,diagnostic severe margin stress; not used for final tier,Tier 3 - high transition support,UC burden safety-net trigger,119265.080153664
828490,230279,ST. JOHN BRIGHTON,BRIGHTON,MI,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,17693875,-3967899,-0.224252686310941,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
824273,160064,MERCYONE NORTH IOWA MEDICAL CENTER,MASON CITY,IA,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,551949591,-122486412,-0.221915939421359,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
824715,050770,LLUMC MURRIETA,MURRIETA,CA,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,375740417,-83202364,-0.221435757867911,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
813269,400014,HOSPITAL BELLA VISTA,MAYAGUEZ,PR,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,46256084,-9856644,-0.213088596086085,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
810651,050013,ADVENTIST HEALTH ST. HELENA,ST. HELENA,CA,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,334480106,-70867133,-0.21187249025806,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
825317,520078,ASCENSION ST. FRANCIS HOSPITAL,MILWAUKEE,WI,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,134776266,-28535500,-0.211724963503589,4,diagnostic severe margin stress; not used for final tier,Tier 3 - high transition support,UC burden safety-net trigger,1843157.05553422
809161,140172,FRANCISCAN ST. JAMES HEALTH,OLYMPIA FIELDS,IL,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,364319155,-76736989,-0.210631222505992,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
824391,450755,COVENANT HOSPITAL LEVELLAND,LEVELLAND,TX,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,31931112,-6706646,-0.210034840001814,4,diagnostic severe margin stress; not used for final tier,Tier 3 - high transition support,UC burden safety-net trigger,405408.924779025
813061,340047,NORTH CAROLINA BAPTIST HOSPITAL,WINSTON-SALEM,NC,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,3016768240,-617558810,-0.204708734934176,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
825393,220066,THE MERCY HOSPITAL,SPRINGFIELD,MA,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,367210330,-74502001,-0.202886452023286,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
824433,040137,ST VINCENT NORTH,SHERWOOD,AR,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,91392633,-18236583,-0.199541061477023,4,diagnostic severe margin stress; not used for final tier,Tier 2 - moderate transition support,UC burden safety-net trigger,311080.513325472
812627,140292,UCM ADVENTHEALTH GLENOAKS,GLENDALE HEIGHTS,IL,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,135747010,-26827101,-0.197625723026975,4,diagnostic severe margin stress; not used for final tier,Tier 2 - moderate transition support,UC burden safety-net trigger,634612.817473621
828388,160083,MERCY MEDICAL CENTER-DES MOINES,DES MOINES,IA,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,1235911928,-243111916,-0.196706505125663,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
826157,100307,ASCENSION ST. VINCENTS SOUTHSIDE HO,JACKSONVILLE,FL,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,471726346,-92742577,-0.19660249588858,4,diagnostic severe margin stress; not used for final tier,Tier 2 - moderate transition support,UC burden safety-net trigger,2455037.57419405
811179,490092,SOUTHAMPTON MEMORIAL HOSPITAL,FRANKLIN,VA,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,58940818,-11424126,-0.193823675809861,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
825694,520096,WHEATON FRANCISCAN HEALTHCARE - ALL,RACINE,WI,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,349375295,-65602600,-0.187771147356026,4,diagnostic severe margin stress; not used for final tier,Tier 2 - moderate transition support,UC burden safety-net trigger,1931813.90275036
813207,380061,PROVIDENCE PORTLAND MEDICAL CENTER,PORTLAND,OR,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,1230855872,-229038130,-0.186080381310477,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
825905,450011,ST. JOSEPH REGIONAL HEALTH CENTER,BRYAN,TX,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,502778872,-92084780,-0.183151650016033,4,diagnostic severe margin stress; not used for final tier,Tier 2 - moderate transition support,UC burden safety-net trigger,2380870.26311831
828159,440016,BAPTIST MEM HOSPITAL HUNTINGDON,HUNTINGDON,TN,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,42782402,-7797501,-0.18225954213604,4,diagnostic severe margin stress; not used for final tier,Tier 2 - moderate transition support,UC burden safety-net trigger,274399.266137723
824186,441303,ASCENSION ST THOMAS THREE RIVERS,WAVERLY,TN,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,14004448,-2540517,-0.181407864130025,4,diagnostic severe margin stress; not used for final tier,Tier 3 - high transition support,UC burden safety-net trigger,184545.242099645
830846,040020,ST BERNARDS MEDICAL CENTER,JONESBORO,AR,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,605739110,-108666518,-0.179394918053087,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
814745,351332,HEART OF AMERICA MEDICAL CENTER,RUGBY,ND,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,35326438,-6278523,-0.177728731099354,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
812836,260011,SSM HEALTH-ST. MARYS-JEFFERSON CITY,JEFFERSON CITY,MO,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,172482767,-30648967,-0.177692922795006,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
825405,241380,ST. JOSEPHS AREA HEALTH SERVICES,PARK RAPIDS,MN,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,53375194,-9369980,-0.175549338518564,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
824182,440148,ST THOMAS DEKALB HOSPITAL,SMITHVILLE,TN,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,15360808,-2690974,-0.175184404362062,4,diagnostic severe margin stress; not used for final tier,Tier 3 - high transition support,UC burden safety-net trigger,212291.571261331
824230,050174,SANTA ROSA MEMORIAL HOSPITAL,SANTA ROSA,CA,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,734721256,-126522778,-0.172205141700705,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
832144,500019,PROVIDENCE CENTRALIA HOSPITAL,CENTRALIA,WA,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,273356518,-46801754,-0.171211406782698,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
825894,390204,NAZARETH HOSPITAL-PHILA PA,PHILADELPHIA,PA,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,187453022,-31731509,-0.16927712693797,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
825404,241377,ST. FRANCIS MEDICAL CENTER,BRECKENRIDGE,MN,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,31592901,-5337312,-0.16894023122473,4,diagnostic severe margin stress; not used for final tier,Tier 2 - moderate transition support,UC burden safety-net trigger,186475.901226801
812281,050290,PROVIDENCE ST JOHNS HEALTH CENTER,SANTA MONICA,CA,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,554984529,-90900934,-0.163790032424489,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
824274,160069,MERCYONE DUBUQUE MEDICAL CENTER,DUBUQUE,IA,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,202908020,-32966590,-0.16247061106801,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
827740,520051,ASCENSION COLUMBIA ST MARYS MILWAUKE,MILWAUKEE,WI,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,647195386,-105029185,-0.16228358123678,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
830339,151325,ASCENSION ST. VINCENT WARRICK,BOONEVILLE,IN,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,22312246,-3493124,-0.156556359229815,4,diagnostic severe margin stress; not used for final tier,Tier 3 - high transition support,UC burden safety-net trigger,284501.268333036
823101,330401,ST. CATHERINE OF SIENA MEDICAL CENTE,SMITHTOWN,NY,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,310250790,-48546802,-0.156475998014381,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
825148,140133,HOLY CROSS HOSPITAL,CHICAGO,IL,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,135845057,-21136937,-0.155595922787238,4,diagnostic severe margin stress; not used for final tier,Tier 3 - high transition support,UC burden safety-net trigger,1322737.8678734
811025,330078,SISTERS OF CHARITY HOSPITAL,BUFFALO,NY,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,471827904,-72985135,-0.154685923365821,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
825255,290053,ST. ROSE DOMINICAN - SAN MARTIN,LAS VEGAS,NV,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,224316662,-34599758,-0.154245153665848,4,diagnostic severe margin stress; not used for final tier,Tier 2 - moderate transition support,UC burden safety-net trigger,780867.988845897
825874,351315,OAKES COMMUNITY HOSPITAL,OAKES,ND,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,12454618,-1901598,-0.15268216174916,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
825203,230059,TRINITY HEALTH GRAND RAPIDS,GRAND RAPIDS,MI,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,904148216,-135939329,-0.150350713073795,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
824831,381315,SAINT ALPHONSUS MEDICAL CENTER BAKER,BAKER CITY,OR,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,37959529,-5698961,-0.150132553014554,4,diagnostic severe margin stress; not used for final tier,Tier 2 - moderate transition support,UC burden safety-net trigger,282226.541051778
800386,140113,OSF HEART OF MARY MEDICAL CENTER,URBANA,IL,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,116317209,-17447281,-0.149997417836943,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
826540,361324,SHELBY MEMORIAL HOSPITAL,SHELBY,OH,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,39461676,-5875663,-0.148895424512633,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
817395,330259,MERCY MEDICAL CENTER,ROCKVILLE CENTRE,NY,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,365202349,-53546996,-0.146622813754136,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
825705,040039,ARKANSAS METHODIST MEDICAL CENTER,PARAGOULD,AR,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,84067194,-12113425,-0.144092177026867,4,diagnostic severe margin stress; not used for final tier,Tier 2 - moderate transition support,UC burden safety-net trigger,512094.142524019
810788,140304,UCM ADVENTHEALTH BOLINGBROOK,BOLINGBROOK,IL,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,267335737,-38504494,-0.144030478050153,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
824435,041324,ST. VINCENT MORRILTON,MORRILTON,AR,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,23233196,-3298118,-0.141957137537169,4,diagnostic severe margin stress; not used for final tier,Tier 2 - moderate transition support,UC burden safety-net trigger,7440.65438289725
812236,050103,ADVENTIST HEALTH WHITE MEMORIAL,LOS ANGELES,CA,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,692563138,-98258675,-0.141876847912746,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
811839,332006,CALVARY HOSPITAL INC.,BRONX,NY,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,132836053,-18714555,-0.140884606079044,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
825453,450040,COVENANT MEDICAL CENTER,LUBBOCK,TX,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,633600056,-89009059,-0.140481456965023,4,diagnostic severe margin stress; not used for final tier,Tier 2 - moderate transition support,UC burden safety-net trigger,1725995.07413901
811922,380060,ADVENTIST MEDICAL CENTER-PORTLAND,PORTLAND,OR,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,454750907,-63241104,-0.139067570897665,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
810659,050239,ADVENTIST HEALTH GLENDALE,GLENDALE,CA,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,650125323,-89751492,-0.138052601282845,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
826118,041303,MERCY HOSPITAL OZARK,OZARK,AR,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,11970529,-1648915,-0.137747880649218,4,diagnostic severe margin stress; not used for final tier,Tier 3 - high transition support,UC burden safety-net trigger,165748.108059765
826041,351303,GARRISON MEMORIAL HOSPITAL,GARRISON,ND,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,13606538,-1836723,-0.134988268139919,4,diagnostic severe margin stress; not used for final tier,Tier 2 - moderate transition support,UC burden safety-net trigger,87098.9343185167
825206,230117,ASCENSION BORGESS HOSPITAL,KALAMAZOO,MI,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,498239068,-67103616,-0.134681562145183,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
799966,140093,OSF SACRED HEART MEDICAL CENTER,DANVILLE,IL,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,102656382,-13705385,-0.133507383885787,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
812604,140048,ADVOCATE SOUTHLAND HEALTH NETWORK,CHICAGO,IL,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,489153570,-64953426,-0.132787390266824,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
825262,330011,OUR LADY OF LOURDES MEMORIAL HOSP,BINGHAMTON,NY,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,579026804,-76817868,-0.132667205506431,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
825887,390097,HOLY REDEEMER HOSPITAL,MEADOWBROOK,PA,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,273231534,-35897804,-0.131382360866151,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
824276,160080,MERCYONE CLINTON MEDICAL CENTER,CLINTON,IA,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,127324191,-16637293,-0.130668750921025,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
823405,050006,ST. JOSEPH HOSPITAL - EUREKA,EUREKA,CA,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,457800073,-59635161,-0.130264638468068,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
809180,150086,ST ELIZABETH DEARBORN,LAWRENCEBURG,IN,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,98999232,-12771128,-0.129002293674359,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
824335,320065,COVENANT HEALTH HOBBS HOSPITAL,HOBBS,NM,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,63446740,-7865718,-0.123973556403371,4,diagnostic severe margin stress; not used for final tier,Tier 3 - high transition support,UC burden safety-net trigger,855510.841474483
825576,241301,LAKEWOOD HEALTH CENTER,BAUDETTE,MN,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,23699394,-2928565,-0.123571303131211,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
811031,330188,MOUNT ST. MARYS HOSPITAL,LEWISTON,NY,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,135633828,-16652801,-0.122777637743882,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
