rpt_rec_num,prvdr_num_chr,provider_name,city,state_abbrev,raw_provider_model_class,clean_provider_model_class,clean_provider_group,revenue_source_method,revenue_use_for_model_flag,operating_revenue_candidate,operating_income_candidate,operating_margin_candidate,diagnostic_margin_stress_tier,diagnostic_margin_note,stabilization_tier,stabilization_basis,annual_transition_support_cap_model
810653,050078,PROVIDENCE LTTL CO MARY MC SAN PEDRO,SAN PEDRO,CA,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,239376487,-29195766,-0.121965888821821,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
818293,500024,PROVIDENCE ST. PETER HOSPITAL,OLYMPIA,WA,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,737555838,-88859239,-0.120477982034494,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
824480,100313,ASCENSION SACRED HEART GULF,PORT SAINT JOE,FL,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,27288136,-3284654,-0.120369306280209,4,diagnostic severe margin stress; not used for final tier,Tier 3 - high transition support,UC burden safety-net trigger,440760.661006862
810869,200034,ST. MARYS REGIONAL MEDICAL CENTER,LEWISTON,ME,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,229798013,-27493532,-0.11964216592247,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
832231,450237,SANTA ROSA HEALTHCARE,SAN ANTONIO,TX,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,593017272,-70342404,-0.118617799718994,4,diagnostic severe margin stress; not used for final tier,Tier 3 - high transition support,UC burden safety-net trigger,5720280.49795655
823406,050009,QUEEN OF THE VALLEY MEDICAL CENTER,NAPA,CA,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,349817414,-41432706,-0.118440947596737,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
824489,110168,ADVENTHEALTH REDMOND,REDMOND,GA,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,424790217,-50109632,-0.117963243960489,4,diagnostic severe margin stress; not used for final tier,Tier 2 - moderate transition support,UC burden safety-net trigger,1637700.36623268
823100,330332,ST. JOSEPH HOSPITAL,BETHPAGE,NY,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,204840914,-23856507,-0.116463584027945,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
813209,380075,PROVIDENCE MEDFORD MEDICAL CENTER,MEDFORD,OR,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,320807158,-37328823,-0.116359071389548,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
800076,070002,SAINT FRANCIS HOSPITAL,HARTFORD,CT,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,914149354,-105221572,-0.115103261343004,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
825210,230197,GENESYS REGIONAL MEDICAL CTR.,GRAND BLANC,MI,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,428519858,-49182203,-0.114772284368674,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
813496,500054,PROV SACRED HEART MEDICAL CENTER,SPOKANE,WA,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,1323011417,-151209759,-0.114292104404417,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
813485,500014,PROV REGL MED CENTER EVERETT,EVERETT,WA,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,1078988287,-122998150,-0.113993962197664,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
824225,041318,MERCY HOSPITAL BOONEVILLE,BOONEVILLE,AR,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,16866153,-1920459,-0.113864673230463,4,diagnostic severe margin stress; not used for final tier,Tier 3 - high transition support,UC burden safety-net trigger,235276.176748728
812401,051325,ADVENTIST HEALTH MENDOCINO COAST,FT BRAGG,CA,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,91407792,-10350402,-0.113233256963476,4,diagnostic severe margin stress; not used for final tier,Tier 2 - moderate transition support,UC burden safety-net trigger,640606.593284961
813030,330246,ST CHARLES HOSPITAL,PORT JEFFERESON,NY,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,284898184,-32233867,-0.113141707495054,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
825875,351318,CARRINGTON HEALTH CENTER,CARRINGTON,ND,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,14306827,-1603438,-0.112075025440652,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
827615,260138,SAINT LUKES HOSPITAL OF KANSAS CITY,KANSAS CITY,MO,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,1119319696,-124271516,-0.111024148368064,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
814558,250167,METHODIST H/C OLIVE BRANCH HOSPITAL,OLIVE BRANCH,MS,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,100142871,-11050667,-0.110349013261264,4,diagnostic severe margin stress; not used for final tier,Tier 2 - moderate transition support,UC burden safety-net trigger,577794.854028846
824262,140290,ST. ALEXIUS MEDICAL CENTER,HOFFMAN ESTATES,IL,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,420384939,-46382604,-0.110333648275634,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
824585,231315,ASCENSION BORGESS-LEE HOSPITAL,DOWAGIAC,MI,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,17898575,-1971907,-0.110171172844766,4,diagnostic severe margin stress; not used for final tier,Tier 3 - high transition support,UC burden safety-net trigger,269382.121015671
826572,500050,PEACEHEALTH SOUTHWEST MEDICAL CENTER,VANCOUVER,WA,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,1046510194,-111995235,-0.107017815633433,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
826312,140166,ST MARYS HOSPITAL,DECATUR,IL,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,133091102,-14018102,-0.10532711645892,4,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
827409,280105,CHI HEALTH MIDLANDS,PAPILLION,NE,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,55054376,-5788799,-0.105146936911972,4,diagnostic severe margin stress; not used for final tier,Tier 2 - moderate transition support,UC burden safety-net trigger,404042.031865888
816148,370037,SSM HEALTH ST ANTHONY HOSPITAL - OKC,OKLAHOMA CITY,OK,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,846668412,-84320480,-0.0995909128118033,3,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
824261,140258,ALEXIAN BROTHERS MEDICAL CENTER,ELK GROVE VILLAGE,IL,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,516108178,-51144103,-0.0990957035367884,3,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
819316,260005,SSM HEALTH ST. JOSEPH HOSPITAL - SC,ST. CHARLES,MO,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,355889272,-34981227,-0.0982924458593964,3,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
826717,450211,CHI ST LUKES HEALTH MEMORIAL LUFKIN,LUFKIN,TX,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,202364110,-19662317,-0.0971630641421545,3,diagnostic severe margin stress; not used for final tier,Tier 2 - moderate transition support,UC burden safety-net trigger,989274.922598353
826577,021311,KETCHIKAN MEDICAL CENTER,KETCHIKAN,AK,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,109231782,-10501990,-0.0961440874415104,3,diagnostic severe margin stress; not used for final tier,Tier 2 - moderate transition support,UC burden safety-net trigger,734372.345378812
812397,051310,HOWARD MEMORIAL HOSPITA,WILLITS,CA,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,96549243,-9254619,-0.0958538742763628,3,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
813093,351326,FIRST CARE HEALTH CENTER,PARK RIVER,ND,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,22267422,-2123333,-0.0953560317849098,3,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
823512,450539,COVENANT HOSPITAL PLAINVIEW,PLAINVIEW,TX,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,74674192,-7089743,-0.0949423463463789,3,diagnostic severe margin stress; not used for final tier,Tier 3 - high transition support,UC burden safety-net trigger,1096169.87333082
799971,140179,LITTLE COMPANY OF MARY,EVERGREEN PARK,IL,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,314370165,-29695442,-0.0944601151957279,3,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
819095,050506,ADVENTIST HEALTH SIERRA VISTA,SAN LUIS OBISPO,CA,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,224184353,-21169179,-0.0944275490983976,3,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
799804,170012,SALINA REGIONAL HEALTH CENTER,SALINA,KS,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,324304419,-30602525,-0.0943635769576115,3,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
826117,041300,MERCY HOSPITAL PARIS,PARIS,AR,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,12789626,-1202035,-0.0939851564072319,3,diagnostic severe margin stress; not used for final tier,Tier 2 - moderate transition support,UC burden safety-net trigger,86299.2780533649
811456,120006,ADVENTIST HEALTH CASTLE,KAILUA,HI,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,264045701,-24804575,-0.0939404614657975,3,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
825184,161377,MERCY MEDICAL CENTER-CENTERVILLE,CENTERVILLE,IA,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,48568031,-4487747,-0.092401254644233,3,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
799389,251315,BAPTIST MEDICAL CENTER - LEAKE INC.,CARTHAGE,MS,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,21863023,-1965013,-0.0898783759226709,3,diagnostic severe margin stress; not used for final tier,Tier 2 - moderate transition support,UC burden safety-net trigger,159878.166332469
800940,170122,VIA CHRISTI HOSPITAL WICHITA,WICHITA,KS,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,769980196,-69011776,-0.0896279883021823,3,diagnostic severe margin stress; not used for final tier,Tier 2 - moderate transition support,UC burden safety-net trigger,2583238.90933076
812605,140065,UCM ADVENTHEALTH LAGRANGE,LAGRANGE,IL,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,232539418,-20737810,-0.0891797622027247,3,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
825588,280023,CHI HEALTH ST. FRANCIS,GRAND ISLAND,NE,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,154548076,-13756810,-0.0890131430688273,3,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
823421,051318,REDWOOD MEMORIAL HOSPITAL,FORTUNA,CA,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,58770213,-5056237,-0.0860340084185164,3,diagnostic severe margin stress; not used for final tier,Tier 2 - moderate transition support,UC burden safety-net trigger,424177.938480206
825291,431326,MILBANK AREA HOSPITAL/AVERA HEALTH,MILBANK,SD,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,24928589,-2142801,-0.085957572648817,3,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
816199,400021,HOSPITAL DE LA CONCEPCION,SAN GERMAN,PR,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,113790638,-9576427,-0.0841583030758646,3,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
826102,501340,PEACE ISLAND MEDICAL CENTER,FRIDAY HARBOR,WA,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,32613439,-2721715,-0.0834537872562289,3,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
826450,180010,SAINT JOSEPH HOSPITAL,LEXINGTON,KY,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,434661349,-36258851,-0.083418622528593,3,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
826519,360035,MOUNT CARMEL HEALTH,COLUMBUS,OH,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,860748226,-71455274,-0.0830153020843984,3,diagnostic severe margin stress; not used for final tier,Tier 2 - moderate transition support,UC burden safety-net trigger,3249266.54333788
826534,360211,TRINITY HOSPITAL HOLDING COMPANY,STEUBENVILLE,OH,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,297328480,-24650278,-0.082905875683352,3,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
824153,390156,MERCY CATHOLIC MEDICAL CENTER,DARBY,PA,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,226858459,-18083566,-0.0797129896752054,3,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
812848,260091,SSM HEALTH ST. MARYS HOSPITAL - STL,ST. LOUIS,MO,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,914833759,-72326470,-0.0790596862965133,3,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
824226,050093,ST. AGNES MEDICAL CENTER,FRESNO,CA,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,755086564,-59693138,-0.0790546949793163,3,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
810956,260104,SSM HEALTH DEPAUL HOSPITAL,BRIDGETON,MO,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,606222726,-46667326,-0.0769804957790382,3,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
829121,330286,GOOD SAMARITAN HOSPITAL,WEST ISLIP,NY,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,931139498,-70186152,-0.0753766241801075,3,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
816269,440049,METHODIST H/C MEMPHIS HOSPT.,MEMPHIS,TN,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,1885870634,-139272981,-0.0738507607515988,3,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
828515,450587,HENDRICK MEDICAL CENTER BROWNWOOD,BROWNWOOD,TX,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,140927156,-10121745,-0.0718225307832083,3,diagnostic severe margin stress; not used for final tier,Tier 2 - moderate transition support,UC burden safety-net trigger,857916.04877142
829832,430016,AVERA MCKENNAN,SIOUX FALLS,SD,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,1838210780,-130031353,-0.0707379993713235,3,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
800078,070008,JOHNSON MEMORIAL HOSPITAL INC.,STAFFORD SPRINGS,CT,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,76707826,-5408318,-0.0705054266562059,3,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
812297,050353,PROVIDENCE LTTL CO MARY MC TORRANCE,TORRANCE,CA,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,577701222,-40663942,-0.0703892262149309,3,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
824979,230066,TRINITY HEALTH MUSKEGON,MUSKEGON,MI,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,779093464,-54018281,-0.0693347890799402,3,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
811180,490097,SOUTHERN VIRGINIA REGIONAL MED. CTR.,EMPORIA,VA,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,30847999,-2130674,-0.0690700878199588,3,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
826708,430015,AVERA ST MARYS,PIERRE,SD,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,133793024,-9232621,-0.0690067443277162,3,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
813211,380082,PROVIDENCE MILWAUKIE HOSPITAL,MILWAUKIE,OR,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,172402885,-11789711,-0.06838465029167,3,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
826163,160032,MERCYONE NEWTON MEDICAL CENTER,NEWTON,IA,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,33099976,-2241162,-0.0677088708463112,3,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
824539,170023,ST. CATHERINE - GARDEN CITY,GARDEN CITY,KS,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,118270107,-7840807,-0.0662957631381867,3,diagnostic severe margin stress; not used for final tier,Tier 2 - moderate transition support,UC burden safety-net trigger,773327.223596258
824566,210011,ST. AGNES HOSPITAL,BALTIMORE,MD,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,564931967,-36583571,-0.0647574807888328,3,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
828030,174027,ST. VERONICA,BEL AIRE,KS,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,g2_total_only_no_outpatient_split,FALSE,30633653,-1960336,-0.0639928904332761,3,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
826185,230070,COVENANT MEDICAL CENTER,SAGINAW,MI,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,851048165,-54108744,-0.0635789444419988,3,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
812399,051317,ADVENTIST HEALTH CLEARLAKE,CLEARLAKE,CA,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,188335201,-11914875,-0.0632641956295786,3,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
825472,520136,ASCENSION SE WISCONSIN HOSPITAL INC,MILWAUKEE,WI,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,411949787,-25864117,-0.0627846349632898,3,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
813202,380038,PROVIDENCE WILLAMETTE FALLS MED CTR,OREGON CITY,OR,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,229993768,-14285986,-0.0621146656460709,3,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
824171,430014,AVERA ST. LUKES,ABERDEEN,SD,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,211154077,-13043446,-0.0617721721754868,3,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
811328,050335,ADVENTIST HEALTH SONORA,SONORA,CA,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,349373285,-21493248,-0.0615194375837866,3,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
824183,440151,ASCENSION ST THOMAS RIVER PARK,MCMINNVILLE,TN,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,64783852,-3901202,-0.0602187409294526,3,diagnostic severe margin stress; not used for final tier,Tier 2 - moderate transition support,UC burden safety-net trigger,427470.994228965
824301,210008,MERCY MEDICAL CENTER,BALTIMORE,MD,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,644551187,-38089055,-0.0590939180133726,3,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
811187,500077,PROVIDENCE HOLY FAMILY HOSPITAL,SPOKANE,WA,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,318752472,-18595768,-0.0583392118759788,3,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
813006,330182,ST. FRANCIS HOSPITAL,ROSLYN,NY,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,968630019,-54969632,-0.0567498744843257,3,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
824411,520044,ST. NICHOLAS HOSPITAL,SHEBOYGAN,WI,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,121089662,-6748869,-0.0557344771513195,3,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
813268,400007,RYDER,HUMACAO,PR,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,45958723,-2523554,-0.054909140969822,3,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
798699,250044,BAPTIST MEM HOSPITAL BOONEVILLE,BOONEVILLE,MS,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,27796090,-1468467,-0.0528299843611098,3,diagnostic severe margin stress; not used for final tier,Tier 2 - moderate transition support,UC burden safety-net trigger,173041.656836134
827414,281323,CHI HEALTH SCHUYLER,SCHUYLER,NE,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,17153126,-900161,-0.0524779564960929,3,diagnostic severe margin stress; not used for final tier,Tier 2 - moderate transition support,UC burden safety-net trigger,136636.639050533
824350,370114,ST. JOHN MEDICAL CENTER,TULSA,OK,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,650722636,-33745530,-0.0518585463807348,3,diagnostic severe margin stress; not used for final tier,Tier 2 - moderate transition support,UC burden safety-net trigger,2145525.84847627
810674,050455,ADVENTIST HEALTH BAKERSFIELD,BAKERSFIELD,CA,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,734415503,-37977151,-0.0517107153169668,3,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
824753,151308,ASCENSION ST. VINCENT MERCY,ELWOOD,IN,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,27104068,-1397277,-0.0515522983487202,3,diagnostic severe margin stress; not used for final tier,Tier 3 - high transition support,UC burden safety-net trigger,478179.971510926
824790,230002,TRINITY HEALTH LIVONIA,LIVONIA,MI,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,458256240,-23143267,-0.0505028954979424,3,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
811705,270014,ST PATRICK HOSPITAL,MISSOULA,MT,Short-term acute/general hospital,Short-term acute/general hospital,General acute / academic,standard_g2_l028_split,TRUE,490738095,-24619481,-0.0501682694921005,3,diagnostic severe margin stress; not used for final tier,Tier 0 - not eligible,none,0
824784,191321,LALLIE KEMP REGIONAL MEDICAL CENTER,INDENDENCE,LA,Critical access hospital,CAH candidate - internally safe,Rural / CAH / IHS,nonstandard_g200000_l04300_fallback,TRUE,52803828,-52803828,-1,4,diagnostic severe margin stress; not used for final tier,Tier 2 - moderate transition support,class + UC burden,52803.828
827993,244014,BEMIDJI BEHAVORIAL HEALTH HSP,ST. PAUL,MN,Critical access hospital,CAH candidate - internally safe,Rural / CAH / IHS,nonstandard_g200000_l04300_fallback,TRUE,8465139,-8465139,-1,4,diagnostic severe margin stress; not used for final tier,Tier 2 - moderate transition support,class-based transition protection,8465.139
828283,244015,BAXTER BEHAVORIAL HEALTH HSP,ST. PAUL,MN,Critical access hospital,CAH candidate - internally safe,Rural / CAH / IHS,nonstandard_g200000_l04300_fallback,TRUE,9826886,-9826886,-1,4,diagnostic severe margin stress; not used for final tier,Tier 2 - moderate transition support,class-based transition protection,9826.886
829325,244012,ALEXANDRIA BEHAVORIAL HEALTH HSP,ST. PAUL,MN,Critical access hospital,CAH candidate - internally safe,Rural / CAH / IHS,nonstandard_g200000_l04300_fallback,TRUE,9186935,-9186935,-1,4,diagnostic severe margin stress; not used for final tier,Tier 2 - moderate transition support,class-based transition protection,9186.935
827959,490104,HIRAM W DAVIS MEDICAL CENTER - MS,PETERSBURG,VA,Critical access hospital,CAH candidate - internally safe,Rural / CAH / IHS,nonstandard_g200000_l04300_fallback,TRUE,133415921,-114692647,-0.859662371179823,4,diagnostic severe margin stress; not used for final tier,Tier 2 - moderate transition support,class-based transition protection,133415.921
826282,054124,HUMBOLDT COUNTY - SEMPREVIRENS,EUREKA,CA,Critical access hospital,CAH candidate - internally safe,Rural / CAH / IHS,nonstandard_g200000_l04300_fallback,TRUE,77466604,-65631249,-0.847219906529012,4,diagnostic severe margin stress; not used for final tier,Tier 2 - moderate transition support,class-based transition protection,77466.604
824336,321307,MINER OF COLFAX MEDICAL CENTER,RATON,NM,Critical access hospital,CAH candidate - internally safe,Rural / CAH / IHS,standard_g2_l028_split,TRUE,42715510,-20655951,-0.483570276932196,4,diagnostic severe margin stress; not used for final tier,Tier 2 - moderate transition support,class + UC burden,180124.756556464
829438,122001,LEAHI HOSPITAL,HONOLULU,HI,Critical access hospital,CAH candidate - internally safe,Rural / CAH / IHS,standard_g2_l028_split,TRUE,30583919,-13847313,-0.452764506733097,4,diagnostic severe margin stress; not used for final tier,Tier 2 - moderate transition support,class-based transition protection,177.158578756218
