clean_provider_group,clean_provider_model_class,revenue_source_method,wksht_cd,line_num_chr,clmn_num_chr,n_rows,n_reports,nonzero_reports,min_value,p25_value,median_value,mean_value,p75_value,max_value,total_value
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_fallback_failed_plausibility,G000000,04400,00100,1,1,1,-110121,-110121,-110121,-110121,-110121,-110121,-110121
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_fallback_failed_plausibility,G000000,04400,00200,1,1,1,811,811,811,811,811,811,811
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_fallback_failed_plausibility,G000000,04400,00300,1,1,1,-80468,-80468,-80468,-80468,-80468,-80468,-80468
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_fallback_failed_plausibility,G000000,04500,00100,1,1,1,-11750160,-11750160,-11750160,-11750160,-11750160,-11750160,-11750160
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_fallback_failed_plausibility,G000000,04500,00200,1,1,1,811,811,811,811,811,811,811
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_fallback_failed_plausibility,G000000,04500,00300,1,1,1,-80468,-80468,-80468,-80468,-80468,-80468,-80468
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_fallback_failed_plausibility,G000000,05100,00100,1,1,1,-11750160,-11750160,-11750160,-11750160,-11750160,-11750160,-11750160
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_fallback_failed_plausibility,G000000,05100,00200,1,1,1,811,811,811,811,811,811,811
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_fallback_failed_plausibility,G000000,05100,00300,1,1,1,-80468,-80468,-80468,-80468,-80468,-80468,-80468
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_fallback_failed_plausibility,G000000,05300,00200,1,1,1,-22224,-22224,-22224,-22224,-22224,-22224,-22224
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_fallback_failed_plausibility,G000000,05500,00300,1,1,1,-2232535,-2232535,-2232535,-2232535,-2232535,-2232535,-2232535
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_fallback_failed_plausibility,G000000,05600,00300,1,1,1,-77802,-77802,-77802,-77802,-77802,-77802,-77802
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_fallback_failed_plausibility,G000000,05800,00400,1,1,1,-45869258,-45869258,-45869258,-45869258,-45869258,-45869258,-45869258
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_fallback_failed_plausibility,G000000,05900,00200,1,1,1,-22224,-22224,-22224,-22224,-22224,-22224,-22224
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_fallback_failed_plausibility,G000000,05900,00300,1,1,1,-2310337,-2310337,-2310337,-2310337,-2310337,-2310337,-2310337
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_fallback_failed_plausibility,G000000,05900,00400,1,1,1,-45869258,-45869258,-45869258,-45869258,-45869258,-45869258,-45869258
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_fallback_failed_plausibility,G000000,06000,00100,1,1,1,-11750160,-11750160,-11750160,-11750160,-11750160,-11750160,-11750160
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_fallback_failed_plausibility,G000000,06000,00200,1,1,1,-21413,-21413,-21413,-21413,-21413,-21413,-21413
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_fallback_failed_plausibility,G000000,06000,00300,1,1,1,-2390805,-2390805,-2390805,-2390805,-2390805,-2390805,-2390805
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_fallback_failed_plausibility,G000000,06000,00400,1,1,1,-45869258,-45869258,-45869258,-45869258,-45869258,-45869258,-45869258
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_fallback_failed_plausibility,G100000,00100,00400,1,1,1,8672,8672,8672,8672,8672,8672,8672
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_fallback_failed_plausibility,G100000,00100,00600,1,1,1,2250997,2250997,2250997,2250997,2250997,2250997,2250997
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_fallback_failed_plausibility,G100000,00100,00800,1,1,1,7219938,7219938,7219938,7219938,7219938,7219938,7219938
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_fallback_failed_plausibility,G100000,00200,00200,1,1,1,391704346,391704346,391704346,391704346,391704346,391704346,391704346
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_fallback_failed_plausibility,G100000,00300,00200,1,1,1,391704346,391704346,391704346,391704346,391704346,391704346,391704346
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_fallback_failed_plausibility,G100000,00300,00400,1,1,1,8672,8672,8672,8672,8672,8672,8672
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_fallback_failed_plausibility,G100000,00300,00600,1,1,1,2250997,2250997,2250997,2250997,2250997,2250997,2250997
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_fallback_failed_plausibility,G100000,00300,00800,1,1,1,7219938,7219938,7219938,7219938,7219938,7219938,7219938
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_fallback_failed_plausibility,G100000,00400,00100,1,1,1,17563357,17563357,17563357,17563357,17563357,17563357,17563357
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_fallback_failed_plausibility,G100000,00400,00500,1,1,1,79599,79599,79599,79599,79599,79599,79599
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_fallback_failed_plausibility,G100000,00600,00100,1,1,1,37175876,37175876,37175876,37175876,37175876,37175876,37175876
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_fallback_failed_plausibility,G100000,00600,00300,1,1,1,21413,21413,21413,21413,21413,21413,21413
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_fallback_failed_plausibility,G100000,00700,00700,1,1,1,133869,133869,133869,133869,133869,133869,133869
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_fallback_failed_plausibility,G100000,00800,00700,1,1,1,71072,71072,71072,71072,71072,71072,71072
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_fallback_failed_plausibility,G100000,01000,00200,1,1,1,54739233,54739233,54739233,54739233,54739233,54739233,54739233
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_fallback_failed_plausibility,G100000,01000,00400,1,1,1,21413,21413,21413,21413,21413,21413,21413
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_fallback_failed_plausibility,G100000,01000,00600,1,1,1,79599,79599,79599,79599,79599,79599,79599
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_fallback_failed_plausibility,G100000,01000,00800,1,1,1,204941,204941,204941,204941,204941,204941,204941
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_fallback_failed_plausibility,G100000,01100,00200,1,1,1,446443579,446443579,446443579,446443579,446443579,446443579,446443579
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_fallback_failed_plausibility,G100000,01100,00400,1,1,1,30085,30085,30085,30085,30085,30085,30085
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_fallback_failed_plausibility,G100000,01100,00600,1,1,1,2330596,2330596,2330596,2330596,2330596,2330596,2330596
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_fallback_failed_plausibility,G100000,01100,00800,1,1,1,7424879,7424879,7424879,7424879,7424879,7424879,7424879
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_fallback_failed_plausibility,G100000,01200,00300,1,1,1,811,811,811,811,811,811,811
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_fallback_failed_plausibility,G100000,01200,00500,1,1,1,-80468,-80468,-80468,-80468,-80468,-80468,-80468
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_fallback_failed_plausibility,G100000,01300,00100,1,1,1,-5926508,-5926508,-5926508,-5926508,-5926508,-5926508,-5926508
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_fallback_failed_plausibility,G100000,01500,00700,1,1,1,90305,90305,90305,90305,90305,90305,90305
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_fallback_failed_plausibility,G100000,01700,00700,1,1,1,90305,90305,90305,90305,90305,90305,90305
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_fallback_failed_plausibility,G100000,01800,00200,1,1,1,-5926508,-5926508,-5926508,-5926508,-5926508,-5926508,-5926508
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_fallback_failed_plausibility,G100000,01800,00400,1,1,1,811,811,811,811,811,811,811
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_fallback_failed_plausibility,G100000,01800,00600,1,1,1,-80468,-80468,-80468,-80468,-80468,-80468,-80468
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_fallback_failed_plausibility,G100000,01800,00800,1,1,1,180610,180610,180610,180610,180610,180610,180610
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_fallback_failed_plausibility,G100000,01900,00200,1,1,1,452370087,452370087,452370087,452370087,452370087,452370087,452370087
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_fallback_failed_plausibility,G100000,01900,00400,1,1,1,29274,29274,29274,29274,29274,29274,29274
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_fallback_failed_plausibility,G100000,01900,00600,1,1,1,2411064,2411064,2411064,2411064,2411064,2411064,2411064
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_fallback_failed_plausibility,G100000,01900,00800,1,1,1,7244269,7244269,7244269,7244269,7244269,7244269,7244269
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_fallback_failed_plausibility,G200000,00100,00100,1,1,1,230200981,230200981,230200981,230200981,230200981,230200981,230200981
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_fallback_failed_plausibility,G200000,00100,00300,1,1,1,230200981,230200981,230200981,230200981,230200981,230200981,230200981
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_fallback_failed_plausibility,G200000,01000,00100,1,1,1,230200981,230200981,230200981,230200981,230200981,230200981,230200981
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_fallback_failed_plausibility,G200000,01000,00300,1,1,1,230200981,230200981,230200981,230200981,230200981,230200981,230200981
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_fallback_failed_plausibility,G200000,01700,00100,1,1,1,230200981,230200981,230200981,230200981,230200981,230200981,230200981
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_fallback_failed_plausibility,G200000,01700,00300,1,1,1,230200981,230200981,230200981,230200981,230200981,230200981,230200981
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_fallback_failed_plausibility,G200000,01800,00100,1,1,1,12683220,12683220,12683220,12683220,12683220,12683220,12683220
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_fallback_failed_plausibility,G200000,01800,00300,1,1,1,12683220,12683220,12683220,12683220,12683220,12683220,12683220
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_fallback_failed_plausibility,G200000,02800,00100,1,1,1,242884201,242884201,242884201,242884201,242884201,242884201,242884201
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_fallback_failed_plausibility,G200000,02800,00300,1,1,1,242884201,242884201,242884201,242884201,242884201,242884201,242884201
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_fallback_failed_plausibility,G200000,02900,00200,1,1,1,183953733,183953733,183953733,183953733,183953733,183953733,183953733
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_fallback_failed_plausibility,G200000,03000,00100,1,1,1,4280352,4280352,4280352,4280352,4280352,4280352,4280352
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_fallback_failed_plausibility,G200000,03100,00100,1,1,1,32895524,32895524,32895524,32895524,32895524,32895524,32895524
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_fallback_failed_plausibility,G200000,03600,00200,1,1,1,37175876,37175876,37175876,37175876,37175876,37175876,37175876
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_fallback_failed_plausibility,G200000,04300,00200,1,1,1,221129609,221129609,221129609,221129609,221129609,221129609,221129609
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_fallback_failed_plausibility,G300000,00100,00100,1,1,1,242884201,242884201,242884201,242884201,242884201,242884201,242884201
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_fallback_failed_plausibility,G300000,00200,00100,1,1,1,-219485480,-219485480,-219485480,-219485480,-219485480,-219485480,-219485480
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_fallback_failed_plausibility,G300000,00300,00100,1,1,1,462369681,462369681,462369681,462369681,462369681,462369681,462369681
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_fallback_failed_plausibility,G300000,00400,00100,1,1,1,221129609,221129609,221129609,221129609,221129609,221129609,221129609
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_fallback_failed_plausibility,G300000,00500,00100,1,1,1,241240072,241240072,241240072,241240072,241240072,241240072,241240072
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_fallback_failed_plausibility,G300000,02300,00100,1,1,1,152986009,152986009,152986009,152986009,152986009,152986009,152986009
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_fallback_failed_plausibility,G300000,02400,00100,1,1,1,-437884,-437884,-437884,-437884,-437884,-437884,-437884
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_fallback_failed_plausibility,G300000,02403,00100,1,1,1,-1581075,-1581075,-1581075,-1581075,-1581075,-1581075,-1581075
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_fallback_failed_plausibility,G300000,02404,00100,1,1,1,-354761,-354761,-354761,-354761,-354761,-354761,-354761
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_fallback_failed_plausibility,G300000,02405,00100,1,1,1,-148015,-148015,-148015,-148015,-148015,-148015,-148015
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_fallback_failed_plausibility,G300000,02500,00100,1,1,1,150464274,150464274,150464274,150464274,150464274,150464274,150464274
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_fallback_failed_plausibility,G300000,02600,00100,1,1,1,391704346,391704346,391704346,391704346,391704346,391704346,391704346
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_fallback_failed_plausibility,G300000,02900,00100,1,1,1,391704346,391704346,391704346,391704346,391704346,391704346,391704346
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G000000,00100,00100,4,4,4,-2518768,-1339240.75,632479.5,604877.25,2576597.5,3673318,2419509
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G000000,00100,00200,3,3,3,2838,6474.5,10111,16904,23937,37763,50712
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G000000,00100,00300,2,2,2,71850,86166,100482,100482,114798,129114,200964
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G000000,00400,00100,3,3,3,1913818,3467243.5,5020669,5135085,6745718.5,8470768,15405255
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G000000,00500,00100,1,1,1,70224,70224,70224,70224,70224,70224,70224
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G000000,00600,00100,3,3,3,-7970634,-4865336,-1760038,-3321695.66666667,-997226.5,-234415,-9965087
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G000000,00700,00100,4,4,4,130597,199129.75,404667,509366.75,714904,1097536,2037467
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G000000,00800,00100,1,1,1,139,139,139,139,139,139,139
Specialty / behavioral / rehab,Psychiatric / behavioral hospital,nonstandard_g200000_l04300_fallback,G000000,01100,00100,4,4,4,-2388171,2259477.75,3970610,2491876.75,4203009,4414458,9967507
