rpt_rec_num,prvdr_num_chr,provider_name,city,state_abbrev,raw_provider_model_class,clean_provider_model_class,clean_provider_group,revenue_source_method,gross_total_patient_revenue_model,net_patient_revenue_model,net_outpatient_exposure_base_model,net_outpatient_exposure_to_npr_ratio,net_outpatient_exposure_to_gross_ratio,exposure_missing_or_zero_flag,low_exposure_ratio_flag,very_low_exposure_ratio_flag,high_exposure_ratio_flag,uncompensated_care_cost_model,stabilization_tier
829438,122001,LEAHI HOSPITAL,HONOLULU,HI,Critical access hospital,CAH candidate - internally safe,Rural / CAH / IHS,standard_g2_l028_split,17684299,16736606,17715.8578756218,0.00105850958525413,0.00100178457034807,FALSE,TRUE,FALSE,FALSE,0,Tier 2 - moderate transition support
822228,382004,VIBRA SPECIALTY HOSP PORTLAND,PORTLAND,OR,Rural primary care hospital,Rural primary care / IHS-like hospital,Rural / CAH / IHS,standard_g2_l028_split,164354609,27381334,249.898687051727,9.12660745644194e-06,1.52048481373423e-06,FALSE,TRUE,TRUE,FALSE,0,Tier 2 - moderate transition support
829568,062014,VIBRA HOSPITAL DENVER,THORNTON,CO,Rural primary care hospital,Rural primary care / IHS-like hospital,Rural / CAH / IHS,standard_g2_l028_split,360423383,35270896,52110.2486849473,0.00147742911563538,0.00014458065470449,FALSE,TRUE,FALSE,FALSE,0,Tier 2 - moderate transition support
829640,670125,TEXAS CENTER FOR INFECTIOUS DISEASE,SAN ANTONIO,TX,Critical access hospital,Non-CAH specialty/other in CAH bucket,Specialty / behavioral / rehab,standard_g2_l028_split,18034861,18034861,301,1.66898985248625e-05,1.66898985248625e-05,FALSE,TRUE,TRUE,FALSE,15777367,Tier 4 - critical transition support
829636,454088,RIO GRANDE STATE CENTER,HARLINGEN,TX,Critical access hospital,Non-CAH specialty/other in CAH bucket,Specialty / behavioral / rehab,standard_g2_l028_split,16847212,16847212,548,3.25276372138013e-05,3.25276372138013e-05,FALSE,TRUE,TRUE,FALSE,0,Tier 0 - not eligible
823226,010173,ST. VINCENTS CHILTON,CLANTON,AL,Critical access hospital,Non-CAH specialty/other in CAH bucket,Specialty / behavioral / rehab,standard_g2_l028_split,173408900,36075887,33076630.1130884,0.916862560110813,0.190743555337058,FALSE,FALSE,FALSE,TRUE,4760752,Tier 3 - high transition support
799303,010018,CALLAHAN EYE FOUNDATION HOSP,BIRMINGHAM,AL,Critical access hospital,Non-CAH specialty/other in CAH bucket,Specialty / behavioral / rehab,standard_g2_l028_split,328698237,96690462,95918885.9186235,0.992020142779166,0.291814421622905,FALSE,FALSE,FALSE,TRUE,2205216,Tier 2 - moderate transition support
827874,344033,WALTER B JONES LAKESIDE,GREENVILLE,NC,Critical access hospital,Non-CAH specialty/other in CAH bucket,Specialty / behavioral / rehab,nonstandard_g200000_l04300_fallback,15162993,1299401,1516299.3,1.16692175856414,0.1,FALSE,FALSE,FALSE,TRUE,0,Tier 0 - not eligible
829633,454006,TERRELL STATE HOSPITAL,TERRELL,TX,Critical access hospital,Psychiatric / behavioral hospital,Specialty / behavioral / rehab,standard_g2_l028_split,57724926,57724926,205,3.55132547073339e-06,3.55132547073339e-06,FALSE,TRUE,TRUE,FALSE,0,Tier 0 - not eligible
829686,454000,BIG SPRING STATE HOSPITAL,BIG SPRINGS,TX,Critical access hospital,Psychiatric / behavioral hospital,Specialty / behavioral / rehab,standard_g2_l028_split,50753550,50753550,440,8.66934431187572e-06,8.66934431187572e-06,FALSE,TRUE,TRUE,FALSE,0,Tier 0 - not eligible
829635,454011,SAN ANTONIO STATE HOSPITAL,SAN ANTONIO,TX,Critical access hospital,Psychiatric / behavioral hospital,Specialty / behavioral / rehab,standard_g2_l028_split,77653199,77653199,696,8.96292759297656e-06,8.96292759297656e-06,FALSE,TRUE,TRUE,FALSE,0,Tier 0 - not eligible
829688,454084,AUSTIN STATE HOSPITAL,AUSTIN,TX,Critical access hospital,Psychiatric / behavioral hospital,Specialty / behavioral / rehab,standard_g2_l028_split,52391016,52391016,914,1.74457391702425e-05,1.74457391702425e-05,FALSE,TRUE,TRUE,FALSE,0,Tier 0 - not eligible
828052,424005,BRYAN PSYCHIATRIC HOSPITAL,COLUMBIA,SC,Critical access hospital,Psychiatric / behavioral hospital,Specialty / behavioral / rehab,standard_g2_l028_split,97481131,52896746,1292.55834108039,2.44354981888751e-05,1.32595747281634e-05,FALSE,TRUE,TRUE,FALSE,0,Tier 0 - not eligible
829552,454009,RUSK STATE HOSPITAL,RUSK,TX,Critical access hospital,Psychiatric / behavioral hospital,Specialty / behavioral / rehab,standard_g2_l028_split,77821768,77821768,2924,3.7573034835189e-05,3.7573034835189e-05,FALSE,TRUE,TRUE,FALSE,0,Tier 0 - not eligible
828435,154018,RICHMOND STATE HOSPITAL,RICHMOND,IN,Critical access hospital,Psychiatric / behavioral hospital,Specialty / behavioral / rehab,standard_g2_l028_split,130856038,4040835,154.400020884019,3.82099296021785e-05,1.17992278571065e-06,FALSE,TRUE,TRUE,FALSE,0,Tier 0 - not eligible
828484,154056,EVANSVILLE STATE HOSPITAL,EVANSVILLE,IN,Critical access hospital,Psychiatric / behavioral hospital,Specialty / behavioral / rehab,standard_g2_l028_split,114258373,7187068,314.50946706549,4.37604690905235e-05,2.75261636243928e-06,FALSE,TRUE,TRUE,FALSE,0,Tier 0 - not eligible
828492,264004,FULTON STATE HOSPITAL,FULTON,MO,Critical access hospital,Psychiatric / behavioral hospital,Specialty / behavioral / rehab,standard_g2_l028_split,139328012,81144868,3929.4641223762,4.84252944052629e-05,2.82029727258019e-05,FALSE,TRUE,TRUE,FALSE,0,Tier 0 - not eligible
828550,154019,MADISON STATE HOSPITAL,MADISON,IN,Critical access hospital,Psychiatric / behavioral hospital,Specialty / behavioral / rehab,standard_g2_l028_split,78894857,7591123,481.091118525001,6.33754872006422e-05,6.09787680488477e-06,FALSE,TRUE,TRUE,FALSE,0,Tier 0 - not eligible
827799,044011,ARKANSAS STATE HOSPITAL,LITTLE ROCK,AR,Critical access hospital,Psychiatric / behavioral hospital,Specialty / behavioral / rehab,standard_g2_l028_split,95358336,95358336,8051,8.44289061419864e-05,8.44289061419864e-05,FALSE,TRUE,TRUE,FALSE,0,Tier 0 - not eligible
828053,424011,HARRIS PSYCHIATRIC HOSPITAL,COLUMBIA,SC,Critical access hospital,Psychiatric / behavioral hospital,Specialty / behavioral / rehab,standard_g2_l028_split,37871718,25128154,2898.19903792059,0.000115336727000344,7.65267379187972e-05,FALSE,TRUE,TRUE,FALSE,0,Tier 0 - not eligible
825471,504004,EASTERN STATE HOSPITAL,MEDICAL LAKE,WA,Critical access hospital,Psychiatric / behavioral hospital,Specialty / behavioral / rehab,standard_g2_l028_split,185533837,185190109,24541.4490618388,0.000132520301404644,0.000132274788570447,FALSE,TRUE,TRUE,FALSE,0,Tier 0 - not eligible
828496,264010,ST. LOUIS FORENSIC TREATMENT CENTER,ST.LOUIS,MO,Critical access hospital,Psychiatric / behavioral hospital,Specialty / behavioral / rehab,standard_g2_l028_split,88345656,47022420,7057.70173012242,0.000150092269392397,7.98873657140813e-05,FALSE,TRUE,TRUE,FALSE,0,Tier 0 - not eligible
795740,014012,MARY S HARPER GERIATRIC PSYCH CEN,TUSCALOOSA,AL,Critical access hospital,Psychiatric / behavioral hospital,Specialty / behavioral / rehab,standard_g2_l028_split,25996074,25996074,18395,0.000707606848634144,0.000707606848634144,FALSE,TRUE,TRUE,FALSE,0,Tier 0 - not eligible
828638,184002,WESTERN STATE HOSPITAL,HOPKINSVILLE,KY,Critical access hospital,Psychiatric / behavioral hospital,Specialty / behavioral / rehab,standard_g2_l028_split,72206416,11510405,9052.71893767723,0.000786481356448989,0.000125372777644541,FALSE,TRUE,TRUE,FALSE,0,Tier 0 - not eligible
831462,050546,PORTERVILLE DEVELOPMENTAL CENTER,PORTERVILLE,CA,Critical access hospital,Psychiatric / behavioral hospital,Specialty / behavioral / rehab,standard_g2_l028_split,183780886,183780886,5e+05,0.00272063113244541,0.00272063113244541,FALSE,TRUE,FALSE,FALSE,0,Tier 0 - not eligible
827960,494017,SOUTHERN VIRGINIA MENTAL HEALTH INST,DANVILLE,VA,Critical access hospital,Psychiatric / behavioral hospital,Specialty / behavioral / rehab,nonstandard_g200000_l04300_fallback,30550742,2819298,3055074.2,1.08362939994282,0.1,FALSE,FALSE,FALSE,TRUE,0,Tier 0 - not eligible
826605,104007,NORTHEAST FLORIDA STATE HOSPITAL,MACCLENNY,FL,Critical access hospital,Psychiatric / behavioral hospital,Specialty / behavioral / rehab,nonstandard_g200000_l04300_fallback,105981249,7602808,10598124.9,1.39397508131206,0.1,FALSE,FALSE,FALSE,TRUE,0,Tier 0 - not eligible
827821,254009,NORTH MISSISSIPPI STATE HOSPITAL,TUPELO,MS,Critical access hospital,Psychiatric / behavioral hospital,Specialty / behavioral / rehab,nonstandard_g200000_l04300_fallback,9664290,653603,966429,1.47861775420247,0.1,FALSE,FALSE,FALSE,TRUE,0,Tier 0 - not eligible
827961,494021,WESTERN STATE HOSPITAL,STAUNTON,VA,Critical access hospital,Psychiatric / behavioral hospital,Specialty / behavioral / rehab,nonstandard_g200000_l04300_fallback,110496948,7459541,11049694.8,1.4812834730716,0.1,FALSE,FALSE,FALSE,TRUE,0,Tier 0 - not eligible
825734,064003,COLORADO MENTAL HEALTH INST-FT LOGAN,DENVER,CO,Critical access hospital,Psychiatric / behavioral hospital,Specialty / behavioral / rehab,nonstandard_g200000_l04300_fallback,62950605,3449599,6295060.5,1.82486732515866,0.1,FALSE,FALSE,FALSE,TRUE,0,Tier 0 - not eligible
825601,314005,ANCORA PSYCHIATRIC HOSPITAL,ANCORA,NJ,Critical access hospital,Psychiatric / behavioral hospital,Specialty / behavioral / rehab,nonstandard_g200000_l04300_fallback,133742103,6124099,13374210.3,2.18386578989007,0.1,FALSE,FALSE,FALSE,TRUE,0,Tier 0 - not eligible
829435,104001,SOUTH FLORIDA STATE HOSPITAL,PEMBROKE PINES,FL,Critical access hospital,Psychiatric / behavioral hospital,Specialty / behavioral / rehab,nonstandard_g200000_l04300_fallback,42198521,1761750,4219852.1,2.39526158649071,0.1,FALSE,FALSE,FALSE,TRUE,0,Tier 0 - not eligible
825602,314016,GREYSTONE PARK PSYCH. HOSPITAL,GREYSTONE PARK,NJ,Critical access hospital,Psychiatric / behavioral hospital,Specialty / behavioral / rehab,nonstandard_g200000_l04300_fallback,132825511,4581218,13282551.1,2.8993492778558,0.1,FALSE,FALSE,FALSE,TRUE,0,Tier 0 - not eligible
829574,100298,FLORIDA STATE HOSPITAL,CHATTACHOOCHEE,FL,Critical access hospital,Psychiatric / behavioral hospital,Specialty / behavioral / rehab,nonstandard_g200000_l04300_fallback,182219588,4673151,18221958.8,3.8992873973043,0.1,FALSE,FALSE,FALSE,TRUE,0,Tier 0 - not eligible
824120,314013,TRENTON PSYCHIATRIC HOSPITAL,W. TRENTON,NJ,Critical access hospital,Psychiatric / behavioral hospital,Specialty / behavioral / rehab,nonstandard_g200000_l04300_fallback,117359266,2651352,11735926.6,4.42639325144304,0.1,FALSE,FALSE,FALSE,TRUE,0,Tier 0 - not eligible
824549,174022,OSAWATOMIE STATE HOSPITAL,OSAWATOMIE,KS,Critical access hospital,Psychiatric / behavioral hospital,Specialty / behavioral / rehab,nonstandard_g200000_l04300_fallback,68185346,1261450,6818534.6,5.40531499464902,0.1,FALSE,FALSE,FALSE,TRUE,0,Tier 0 - not eligible
823859,152020,ASCENSION ST VINCENT SETON SPECIALTY,INDIANAPOLIS,IN,Short-term acute/general hospital,Rehab / LTCH / specialty hospital,Specialty / behavioral / rehab,standard_g2_l028_split,77016881,21765299,122.3676464774,5.62214405956014e-06,1.58884188620155e-06,FALSE,TRUE,TRUE,FALSE,0,Tier 0 - not eligible
798734,442010,BAPTIST MEM RESTORATIVE CARE HOSP.,MEMPHIS,TN,Short-term acute/general hospital,Rehab / LTCH / specialty hospital,Specialty / behavioral / rehab,standard_g2_l028_split,42527732,8210050,1513.52515107084,0.000184350296413644,3.55891339578333e-05,FALSE,TRUE,TRUE,FALSE,0,Tier 0 - not eligible
